"","hromada_code","hromada_name","raion_code","raion_name","oblast_code","oblast_name","type","hromada_full_name","oblast_center","hromada_center_code","hromada_center","lat_center","lon_center","travel_time","n_settlements","area","distance_to_russia_belarus","distance_to_russia","distance_to_eu","mountain_hromada","near_seas","bordering_hromadas","hromadas_30km_from_border","hromadas_30km_russia_belarus","buffer_nat_15km","buffer_int_15km","occipied_before_2022","total_population_2022","urban_population_2022","urban_pct","budget_code","budget_name","oblast_name_en","region_en","region_code_en","income_total","income_transfert","income_military","income_pdfo","income_unified_tax","income_property_tax","income_excise_duty","income_corporate_tax","income_parking_fee","income_tourist_fee","income_eco_tax","income_non_tax","income_capital_proceedings","income_special_funds","income_rent","income_own","own_income_prop","transfert_prop","military_tax_prop","pdfo_prop","unified_tax_prop","property_tax_prop","excise_duty_prop","corporate_tax_own_prop","parking_fee_own_prop","tourist_fee_own_prop","eco_tax_own_prop","non_tax_own_prop","capital_proceedings_own_prop","special_funds_own_prop","excise_duty_own_prop","pdfo_own_prop","unified_tax_own_prop","property_tax_own_prop","rent_own_prop","own_income_no_mil_change_YoY_jan_feb","own_income_no_mil_change_YoY_mar_apr","own_income_no_mil_change_YoY_mar_may","own_income_no_mil_change_YoY_jun_aug","own_income_no_mil_change_YoY_jul_sep","own_income_no_mil_change_YoY_oct_jan","own_income_no_mil_change_YoY_oct_dec","own_income_no_mil_change_YoY_may_feb","own_income_no_mil_change_YoY_adapt","income_own_full_year","own_income_prop_full_year","recovery_month_distance","diversification_income_score","count_recovery","recovery_month_distance_2","own_income_change","own_prop_change","total_income_change","income_own_2022","income_total_2022","income_transfert_2022","dfrr_executed","dfrr_executed_20_21","turnout_2020","sum_osbb_2020","edem_total","edem_petitions","edem_consultations","edem_participatory_budget","edem_open_hromada","youth_councils","youth_centers","business_support_centers","creation_date","creation_year","time_before_24th","voluntary","war_zone_27_04_2022","war_zone_20_06_2022","war_zone_23_08_2022","war_zone_10_10_2022","Status_war_sept","Status_war_sept_ext","deoccupation_date","passangers_2021","total_declarations","female_declarations","male_declarations","female_pct_declarations","male_pct_declarations","urban_declarations","rural_declarations","urban_pct_declarations","rural_pct_declarations","youth_declarations","youth_pct_declarations","working_age_total_declarations","working_age_pct_declarations","declarations_pct","urban_declarations_pct","train_station","n_agreements","n_agreements_active","n_agreements_hromadas","n_agreements_hromadas_active"
"317","UA18060130000061781","Малинська","UA18060000000021754","Коростенський","UA18000000000041385","Житомирська","міська","Малинська міська громада",0,"UA18060130010010134","Малин",50.7677902,29.2414346,96.7,77,1128.2,68.0741846794241,230.93598842816,330.032488457644,0,0,0,0,0,0,1,0,36723,26516,0.722054298396101,"0656400000","Бюджет Малинської міської територіальної громади","Zhytomir","North","N",438149.17978,182873.0744,2129.10086,157970.34786,35648.46013,32764.70403,9774.8045,1.15111,0,64.02702,287.92876,7474.77113,807.0875,0,10482.82334,255276.10538,0.5826,0.4174,0.0049,0.3605,0.0814,0.0748,0.0223,0,0,3e-04,0.0011,0.0293,0.0032,0,0.0383,0.6188,0.1396,0.1284,0.0411,20.7173527864325,-41.129309619822,-35.8544254353426,-16.5275214965438,-13.2546852953683,-9.69725205059936,-10.3665637438936,-11.8676128118042,27.8746243244537,255276.10538,0.582623720779706,15,4212.2508,0,NA,-0.09,0.103,-0.23,232235.99388,338715.00105,106479.00717,67841.0563586925,18393.2206693213,0.362644144875751,17,0,0,0,0,0,0,1,1,2020-08-16,2020,556.916666666667,0,0,0,0,0,"not occupied","not occupied","0",2440,34741,18627,16114,0.54,0.46,32812,1929,0.94,0.06,11766,0.34,25384,0.73,0.946028374588133,1.23744154472771,1,0,0,0,0
"318","UA18060150000038188","Народицька","UA18060000000021754","Коростенський","UA18000000000041385","Житомирська","селищна","Народицька селищна громада",0,"UA18060150010061189","Народичі",51.2037677,29.0913215,135.9,65,1275,25.3120729300274,210.141683232251,347.737669519453,0,0,1,1,1,0,1,0,9282,2907,0.313186813186813,"0650500000","Бюджет Народицької селищної територіальної громади","Zhytomir","North","N",101720.73339,47004.09912,927.75885,23691.63546,3512.026,14902.9445,1500.54874,14.243,0,0,4.87568,874.68541,39.27,0,10176.40548,54716.63427,0.5379,0.4621,0.0091,0.2329,0.0345,0.1465,0.0148,3e-04,0,0,1e-04,0.016,7e-04,0,0.0274,0.433,0.0642,0.2724,0.186,-2.38686371354899,-45.9654877991181,-28.1628779197072,20.6612564532572,14.5344994233901,-15.4819064403164,-6.67900222002702,-1.76351512646873,60.4999872225082,54716.63427,0.537910339873534,5,2668.1975,3,NA,0.02,0.0524,-0.07,55605.41853,94204.26776,38598.84923,331.724,0,0.562595653504744,0,0,0,0,0,0,0,0,0,2015-08-16,2015,2383.91666666667,1,0,0,0,0,"deoccupied","deoccupied_Mar_Apr","March-April",1152,7188,3810,3378,0.53,0.47,7018,170,0.98,0.02,2463,0.34,5161,0.72,0.774402068519716,2.41417268661851,1,2,2,3,3
"319","UA18060170000069581","Овруцька","UA18060000000021754","Коростенський","UA18000000000041385","Житомирська","міська","Овруцька міська громада",0,"UA18060170010010060","Овруч",51.3259771,28.8026718,124.2,91,1545.5,10.4380016478329,220.813030638222,329.082118342514,0,0,1,1,1,0,1,0,36374,15250,0.419255512179029,"0653800000","Бюджет Овруцької міської територіальної громади","Zhytomir","North","N",381851.712,173915.7012,8262.65822,102836.76483,28076.29297,22632.39119,15291.01896,164.68838,0,26.5708,123.16967,14569.40836,3658.58705,0,20557.11859,207936.0108,0.5445,0.4555,0.0216,0.2693,0.0735,0.0593,0.04,8e-04,0,1e-04,6e-04,0.0701,0.0176,0,0.0735,0.4946,0.135,0.1088,0.0989,12.0878102095041,-36.5964924104918,-31.2660863576182,-16.9771522297947,-14.3658322009288,-17.3792250290647,-17.3548358154796,-15.129410409099,22.2306602095631,207936.0108,0.544546493482789,11,2853.1863,1,NA,-0.07,0.0402,-0.14,192932.49689,329949.35046,137016.85357,13643.2625686077,5335.39880239521,0.390612327656123,3,0,0,0,0,0,0,0,3,2017-08-20,2017,1648.91666666667,1,0,0,0,0,"not occupied","not occupied","0",6334,35032,19001,16031,0.54,0.46,24105,10927,0.69,0.31,10676,0.3,25466,0.73,0.963105514928246,1.58065573770492,1,3,2,4,3
"320","UA18060190000071101","Олевська","UA18060000000021754","Коростенський","UA18000000000041385","Житомирська","міська","Олевська міська громада",0,"UA18060190010064821","Олевськ",51.22272,27.64881,169.7,57,2144.1,28.978825958692,297.062128617514,248.006573081989,0,0,1,1,1,0,1,0,34193,11166,0.326558067440704,"0651300000","Бюджет Олевської міської територіальної громади","Zhytomir","North","N",387901.50933,220413.86236,2955.46839,74922.65671,18929.31829,17870.04655,9107.92542,0,0,3.52361,46.78108,25685.2461,1313.82616,0,19608.32305,167487.64697,0.4318,0.5682,0.0076,0.1931,0.0488,0.0461,0.0235,0,0,0,3e-04,0.1534,0.0078,0,0.0544,0.4473,0.113,0.1067,0.1171,31.6641323416229,-46.8835798213433,-39.0311962390673,-12.073685636224,-5.99929435857712,3.39593558611595,-3.68588493535839,-2.2698910663322,40.8842854627662,167487.64697,0.43177879678605,10,2507.8303,2,NA,-0.04,0.0293,-0.1,160399.61248,347853.17021,187453.55773,76186.6126440295,55037.7255904435,0.451377604448778,10,1,0,0,1,0,0,0,0,2016-10-09,2016,1963.91666666667,1,0,0,0,0,"not occupied","not occupied","0",4744,32043,16684,15359,0.52,0.48,25971,6072,0.81,0.19,12362,0.39,23478,0.73,0.937121633082795,2.32590005373455,1,25,1,4,3
"321","UA18060210000083283","Словечанська","UA18060000000021754","Коростенський","UA18000000000041385","Житомирська","сільська","Словечанська сільська громада",0,"UA18060210010039854","Словечне",51.377941,28.358181,171.6,35,1315.8,17.9519102947211,245.184204967998,299.342709711432,0,0,1,1,1,0,1,0,10875,0,0,"0653700000","Бюджет Словечанської сільської територіальної громади","Zhytomir","North","N",116163.52324,62324.25924,183.36375,25987.96055,7297.47681,8491.59359,1706.62135,23.688,0,0,21.25925,2427.07229,213.51475,0,7670.07741,53839.264,0.4635,0.5365,0.0016,0.2237,0.0628,0.0731,0.0147,4e-04,0,0,4e-04,0.0451,0.004,0,0.0317,0.4827,0.1355,0.1577,0.1425,18.5462593849272,-30.3749150672925,-27.9248768368283,-7.30681116427047,9.55928616319943,-7.81354623233307,-0.254997992743844,-5.02053908878546,39.9342012304919,53839.264,0.463478228778971,6,2792.8405,1,6,0.03,0.0349,-0.04,55717.39156,111798.55325,56081.16169,6480.49917640991,2322.83473053892,0.498238035693987,NA,0,0,0,0,0,0,0,0,2017-08-20,2017,1648.91666666667,1,0,0,0,0,"not occupied","not occupied","0",3567,9285,4888,4397,0.53,0.47,0,9285,0,1,2886,0.31,6694,0.72,0.853793103448276,NA,1,3,2,4,3
"322","UA18060230000071114","Ушомирська","UA18060000000021754","Коростенський","UA18000000000041385","Житомирська","сільська","Ушомирська сільська громада",0,"UA18060230010051014","Ушомир",50.8625582,28.5891905124692,80.1,46,650.3,62.4342493756315,260.530912498317,311.791504568723,0,0,0,0,0,0,1,0,9382,0,0,"0653100000","Бюджет Ушомирської сільської територіальної громади","Zhytomir","North","N",212478.52064,54371.54493,7538.38146,124848.83574,4070.53622,16472.39237,1408.14356,0,0,0,265.4699,7594.9266,180.9563,0,3265.71502,158106.97571,0.7441,0.2559,0.0355,0.5876,0.0192,0.0775,0.0066,0,0,0,0.0017,0.048,0.0011,0,0.0089,0.7896,0.0257,0.1042,0.0207,14.9619035008186,-54.5486183646828,-32.454956750819,2.03578387580015,-16.677771729336,-22.5368923069089,-14.927982123925,-14.4511239651918,37.8708466353469,158106.97571,0.744108040821119,2,6373.736,3,2,0.16,0.0676,0.06,183486.51239,226056.64689,42570.1345,9039.39165743751,0,0.488093738188232,0,0,0,0,0,0,0,0,0,2016-10-09,2016,1963.91666666667,1,0,0,0,0,"not occupied","not occupied","0",NA,7830,4143,3687,0.53,0.47,0,7830,0,1,2360,0.3,5743,0.73,0.834576849285867,NA,0,0,0,0,0
"323","UA18060250000078729","Чоповицька","UA18060000000021754","Коростенський","UA18000000000041385","Житомирська","селищна","Чоповицька селищна громада",0,"UA18060250010025714","Чоповичі",50.8268121,28.9467176,113.5,27,357.8,66.7381517844457,242.838484124653,324.950354789911,0,0,0,0,0,0,1,0,5757,1770,0.30745179781136,"0652100000","Бюджет Чоповицької селищної територіальної громади","Zhytomir","North","N",58761.35276,32909.5972,185.3236,12707.45787,3875.41472,5735.65771,1475.92732,0,0,0,3.65571,554.01546,0,0,1499.62677,25851.75556,0.4399,0.5601,0.0032,0.2163,0.066,0.0976,0.0251,0,0,0,1e-04,0.0214,0,0,0.0571,0.4916,0.1499,0.2219,0.058,11.8274254481115,-26.5797601242241,-29.0234701476416,-31.7993466490316,-25.8937359341749,17.4218500083563,19.7022638911032,0.509256331199559,0.686024190049174,25851.75556,0.439944867600084,8,3170.9856,4,NA,-0.07,0.0342,-0.14,23986.05276,50597.50732,26611.45456,10257.8958521343,7311.45982728958,0.442567567567568,NA,0,0,0,0,0,0,0,0,2016-10-09,2016,1963.91666666667,1,0,0,0,0,"not occupied","not occupied","0",NA,5587,2966,2621,0.53,0.47,5587,0,1,0,1789,0.32,3971,0.71,0.970470731283655,3.15649717514124,0,0,0,0,0
"324","UA18080010000090720","Баранівська","UA18080000000016657","Новоград-Волинський","UA18000000000041385","Житомирська","міська","Баранівська міська громада",0,"UA18080010010059187","Баранівка",50.29369,27.66666,109.6,35,602.4,131.411884586776,350.680531659429,235.134922291434,0,0,0,0,0,0,1,0,24837,16002,0.644280710230704,"0651100000","Бюджет Баранівської міської територіальної громади","Zhytomir","North","N",220135.99663,118872.93498,1212.31187,55115.3095,16758.2585,8936.14203,4060.93799,6.152,0,0,74.20496,12227.86079,910.45981,0,3173.73607,101263.06165,0.46,0.54,0.0055,0.2504,0.0761,0.0406,0.0184,1e-04,0,0,7e-04,0.1208,0.009,0,0.0401,0.5443,0.1655,0.0882,0.0313,10.3961541628908,-20.9255028348101,-15.3486566662771,5.14390472782686,6.64510804089646,7.94603701412151,13.0740364272224,8.89461385981225,27.5706108757065,101263.06165,0.460002285860594,4,3477.1413,3,NA,0.09,0.0907999999999999,-0.09,110730.70919,201028.85626,90298.14707,29134.4172588833,29134.4172588833,0.426917440156326,1,0,0,0,0,0,0,0,4,2016-10-09,2016,1963.91666666667,1,0,0,0,0,"not occupied","not occupied","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0
"325","UA18080030000019784","Барашівська","UA18080000000016657","Новоград-Волинський","UA18000000000041385","Житомирська","сільська","Барашівська сільська громада",0,"UA18080030010060384","Бараші",50.712551,28.029209,85.3,36,491.3,86.7302036648721,302.327093105468,273.495842217244,0,0,0,0,0,0,1,0,6600,1078,0.163333333333333,"0652300000","Бюджет Барашівської сільської територіальної громади","Zhytomir","North","N",57830.20745,37961.69897,114.60819,8726.25139,2045.05322,6092.32398,1086.32701,0,96.955,0,3.11943,396.84492,73.965,0,1347.66853,19868.50848,0.3436,0.6564,0.002,0.1509,0.0354,0.1053,0.0188,0,0.0049,0,2e-04,0.02,0.0037,0,0.0547,0.4392,0.1029,0.3066,0.0678,20.6871523207928,1.63885756643063,11.5991715683608,32.2731900845039,32.0815019992311,24.5971935481212,22.6413153311539,27.3483777133245,30.4426444328005,19868.50848,0.343566266767732,2,3009.1844,8,2,0.24,0.078,0.01,24541.53699,58212.0421,33670.50511,1414.84677419355,0,0.473495566874175,NA,0,0,0,0,0,0,0,0,2016-10-09,2016,1963.91666666667,1,0,0,0,0,"not occupied","not occupied","0",1652,3532,1976,1556,0.56,0.44,2,3530,0,1,1178,0.33,2381,0.67,0.535151515151515,0.00185528756957328,1,0,0,0,0
"326","UA18080050000083590","Брониківська","UA18080000000016657","Новоград-Волинський","UA18000000000041385","Житомирська","сільська","Брониківська сільська громада",0,"UA18080050010081872","Романівка",50.575901,27.76726,65,33,445.5,99.8729679319548,326.163641581471,256.957666110072,0,0,0,0,0,0,1,0,7721,0,0,"0653500000","Бюджет Брониківської сільської територіальної громади","Zhytomir","North","N",82434.27703,45459.38502,0,16718.13705,3316.01924,5831.28416,8255.5799,0,0,0,10.86407,1951.72372,124.2,0,767.08387,36974.89201,0.4485,0.5515,0,0.2028,0.0402,0.0707,0.1001,0,0,0,3e-04,0.0528,0.0034,0,0.2233,0.4521,0.0897,0.1577,0.0207,3.24110482056901,-1.64350587647794,-10.7143236208358,-21.5375268556505,13.5753679364448,0.362932885091594,-11.1258204022427,-1.5196352489352,15.2188738129227,36974.89201,0.448537833315914,4,2899.7217,5,4,-0.08,0.0184,-0.12,33870.29075,72547.88274,38677.59199,NA,NA,0.567957866123004,1,0,0,0,0,0,0,0,0,2017-08-20,2017,1648.91666666667,1,0,0,0,0,"not occupied","not occupied","0",NA,5914,3133,2781,0.53,0.47,0,5914,0,1,2022,0.34,4102,0.69,0.765962958166041,NA,0,1,0,0,0
"327","UA18080070000029133","Городницька","UA18080000000016657","Новоград-Волинський","UA18000000000041385","Житомирська","селищна","Городницька селищна громада",0,"UA18080070010052641","Городниця",50.80627,27.31407,117.6,13,479.9,80.3778093205504,339.780681345011,222.575076589057,0,0,0,0,0,0,1,0,8113,5207,0.641809441636879,"0651500000","Бюджет Городницької селищної територіальної громади","Zhytomir","North","N",66485.73901,39820.14257,120.18407,11802.83903,6581.30571,1216.35275,901.37805,0.043,0,0,10.22603,567.63683,0,0,5585.81504,26665.59644,0.4011,0.5989,0.0018,0.1775,0.099,0.0183,0.0136,0,0,0,4e-04,0.0213,0,0,0.0338,0.4426,0.2468,0.0456,0.2095,50.5911677458897,-38.3598187340497,-21.2227074552535,-3.70466938547447,3.6353228867456,5.00864863786359,1.80399665919293,-6.19172657427226,41.9951416207953,26665.59644,0.401072423004718,6,2604.8065,4,6,0.07,0.0459,-0.04,28399.03791,63529.28136,35130.24345,NA,NA,0.437320735616669,NA,0,0,0,0,0,1,0,0,2016-10-09,2016,1963.91666666667,1,0,0,0,0,"not occupied","not occupied","0",NA,5618,2962,2656,0.53,0.47,5618,0,1,0,1843,0.33,4141,0.74,0.69246887711081,1.0789322066449,0,0,0,0,0
"328","UA18080090000055832","Довбиська","UA18080000000016657","Новоград-Волинський","UA18000000000041385","Житомирська","селищна","Довбиська селищна громада",0,"UA18080090010071852","Довбиш",50.371498,27.985924,60.9,16,225.3,123.622391068014,327.459406063967,250.387898521577,0,0,0,0,0,0,1,0,8693,7870,0.905326124467963,"0651600000","Бюджет Довбиської селищної територіальної громади","Zhytomir","North","N",64910.498,38115.4407,195.36596,15669.66638,3729.52795,2146.13168,710.34965,0,0,0,32.78297,835.69775,10,0,3660.90092,26795.0573,0.4128,0.5872,0.003,0.2414,0.0575,0.0331,0.0109,0,0,0,0.0012,0.0312,4e-04,0,0.0265,0.5848,0.1392,0.0801,0.1366,-6.76666258318294,-16.5695670649688,-7.21705158129595,-15.8828177182218,-4.87610011109115,-9.19691588780739,-2.8611647757956,-0.86504543494782,11.6934669538777,26795.0573,0.412800057395955,9,3694.6098,2,NA,-0.05,0.0257,-0.11,25372.01014,57858.93314,32486.923,628.916935483871,0,0.398954703832753,NA,0,0,0,0,0,0,0,0,2016-10-09,2016,1963.91666666667,1,0,0,0,0,"not occupied","not occupied","0",NA,8254,4228,4026,0.51,0.49,8254,0,1,0,2775,0.34,5943,0.72,0.9494995973772,1.04879288437103,0,1,0,1,0
"329","UA18080110000095378","Дубрівська","UA18080000000016657","Новоград-Волинський","UA18000000000041385","Житомирська","сільська","Дубрівська сільська громада",0,"UA18080110010075419","Дубрівка",50.347229,27.412647,128.2,12,173,127.630880268893,361.381445109339,236.178802826968,0,0,0,0,0,0,0,0,3661,0,0,"0650300000","Бюджет Дубрівської сільської територіальної громади","Zhytomir","North","N",37601.18192,24872.66532,0,7071.72136,2492.99475,2376.97714,48.50245,0,0,0,33.71269,369.56526,0,0,335.04295,12728.5166,0.3385,0.6615,0,0.1881,0.0663,0.0632,0.0013,0,0,0,0.0026,0.029,0,0,0.0038,0.5556,0.1959,0.1867,0.0263,18.8210868223788,-19.480998108409,-20.5803917629555,7.26464329267211,-16.2727260274786,74.1401530321522,94.6612408689352,17.3823737650967,3.20827208093034,12728.5166,0.338513736804367,4,3827.8726,5,7,0.17,0.1242,-0.15,14829.97441,32048.32604,17218.35163,NA,NA,0.575127877237852,NA,0,0,0,0,0,0,0,0,2015-08-16,2015,2383.91666666667,1,0,0,0,0,"not occupied","not occupied","0",878,3202,1703,1499,0.53,0.47,0,3202,0,1,1117,0.35,2313,0.72,0.874624419557498,NA,1,0,0,0,0
"330","UA18080130000032098","Ємільчинська","UA18080000000016657","Новоград-Волинський","UA18000000000041385","Житомирська","селищна","Ємільчинська селищна громада",0,"UA18080130010016971","Ємільчине",50.872091,27.8047443,128.4,72,1478.1,67.0120579994902,306.176744027899,256.733243639084,0,0,0,0,0,0,1,0,21095,6162,0.292107134392036,"0653300000","Бюджет Ємільчинської селищної територіальної громади","Zhytomir","North","N",202575.03469,117469.79017,1523.04239,47321.222,17115.61983,8472.09751,3071.00939,0.425,0,0,21.57458,2631.54112,28.03455,251.663,6192.05754,85105.24452,0.4201,0.5799,0.0075,0.2336,0.0845,0.0418,0.0152,0,0,0,3e-04,0.0309,3e-04,0.003,0.0361,0.556,0.2011,0.0995,0.0728,11.0078795763677,-1.00260385822847,-5.93517050670325,-2.10097111884291,3.7979452989545,13.5786220808801,11.6648788201654,4.89158308965472,4.80054915718297,85105.24452,0.420117141533439,1,3617.4466,3,NA,0.12,0.0716000000000001,-0.04,95473.84379,194189.64886,98715.80507,13821.99862714,0,0.461145484475223,NA,0,0,0,0,0,0,0,1,2017-08-20,2017,1648.91666666667,1,0,0,0,0,"not occupied","not occupied","0",NA,19998,10516,9482,0.53,0.47,14462,5536,0.72,0.28,6807,0.34,14640,0.73,0.947997155724105,2.3469652710159,0,0,0,0,0
"331","UA18080150000022496","Новоград-Волинська","UA18080000000016657","Новоград-Волинський","UA18000000000041385","Житомирська","міська","Новоград-Волинська міська громада",0,"UA18080150010017476","Новоград-Волинський",50.5917622,27.6066973,75.7,15,249,98.6847039575379,334.523608773207,245.485245624148,0,0,0,0,0,0,1,0,61105,55086,0.90149742246952,"0655300000","Бюджет Новоград-Волинської міської територіальної громади","Zhytomir","North","N",607129.37832,179688.4159,110664.53771,289958.47894,52408.31515,24749.15247,22543.05878,47.531,302.74425,133.347,85.96534,20494.4693,16184.85742,0,533.04277,427440.96242,0.704,0.296,0.1823,0.4776,0.0863,0.0408,0.0371,1e-04,7e-04,3e-04,2e-04,0.0479,0.0379,0,0.0527,0.6784,0.1226,0.0579,0.0012,10.9878841043436,-18.8866461118072,-13.9972544193689,-11.5275134036028,-2.47826784054548,10.8352758720385,7.85043587645387,2.52131603341557,16.4083782712617,427440.96242,0.704036038583375,9,4851.1847,3,NA,1.87,0.1933,1.26,1228615.84899,1369264.21664,140648.36765,42963.2267495618,17801.4790419162,0.291282597126131,49,4,1,1,1,1,1,1,1,2018-08-23,2018,1280.91666666667,1,0,0,0,0,"not occupied","not occupied","0",15630,61213,32966,28247,0.54,0.46,60672,541,0.99,0.01,21034,0.34,44518,0.73,1.00176744947222,1.10140507569981,1,0,0,0,0
"332","UA18080170000023999","Піщівська","UA18080000000016657","Новоград-Волинський","UA18000000000041385","Житомирська","сільська","Піщівська сільська громада",0,"UA18080170010095017","Піщів",50.605431,27.32197,93.6,11,192.7,101.301250308601,350.582784177633,225.385249148777,0,0,0,0,0,0,1,0,3790,0,0,"0653600000","Бюджет Піщівської сільської територіальної громади","Zhytomir","North","N",44351.13932,19915.51563,0,8861.02102,3156.74741,1810.3775,9281.55699,0,0,0,2.02534,436.91933,0,0,886.9761,24435.62369,0.551,0.449,0,0.1998,0.0712,0.0408,0.2093,0,0,0,1e-04,0.0179,0,0,0.3798,0.3626,0.1292,0.0741,0.0363,15.537401544572,-55.4465220549084,-53.2680189552182,-34.9112038438638,-19.423498679254,-28.7287742446663,-34.1048004596411,-28.7299269970372,36.0230233756543,24435.62369,0.550958195542472,4,2982.3067,3,4,-0.33,-0.0595000000000001,-0.25,16320.90391,33208.41397,16887.51006,NA,NA,0.485463150777552,NA,0,0,0,0,0,0,0,0,2017-08-20,2017,1648.91666666667,1,0,0,0,0,"not occupied","not occupied","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"333","UA18080190000029932","Стриївська","UA18080000000016657","Новоград-Волинський","UA18000000000041385","Житомирська","сільська","Стриївська сільська громада",0,"UA18080190010059030","Стриєва",50.52647,27.624781,90.9,9,206.8,105.786151434731,337.563373984865,247.914478095614,0,0,0,0,0,0,1,0,4870,0,0,"0655400000","Бюджет Стриївської сільської територіальної громади","Zhytomir","North","N",51040.48265,23389.25521,0,16126.8611,3737.94233,4513.27345,416.50382,0.303,1.72,0,46.04949,2325.23726,174.23694,0,309.10005,27651.22744,0.5418,0.4582,0,0.316,0.0732,0.0884,0.0082,0,1e-04,0,0.0017,0.0841,0.0063,0,0.0151,0.5832,0.1352,0.1632,0.0112,32.6523793732759,-27.5752696832323,-29.9601016301589,-6.49616643012347,-3.24128477943968,3.46077559017124,3.64425533014194,-3.54585158835712,24.3339849037926,27651.22744,0.541750900547176,8,3923.7893,2,NA,-0.03,0.0132000000000001,-0.06,26762.10119,48217.52285,21455.42166,2438.30921832403,0,0.463139848150869,NA,0,0,0,0,0,0,0,0,2019-04-21,2019,1039.91666666667,1,0,0,0,0,"not occupied","not occupied","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"334","UA18080210000038722","Чижівська","UA18080000000016657","Новоград-Волинський","UA18000000000041385","Житомирська","сільська","Чижівська сільська громада",0,"UA18080210010083159","Чижівка",50.6675866,27.618603,85.6,27,437.1,90.2119798745683,329.204885478469,245.223072541315,0,0,0,0,0,0,1,0,6737,0,0,"0653200000","Бюджет Чижівської сільської територіальної громади","Zhytomir","North","N",95582.86985,38648.65989,0,43307.06699,1935.56909,5591.06618,996.83693,0,0,9.78,250.34219,1888.46633,0,0,2955.08225,56934.20996,0.5957,0.4043,0,0.4531,0.0203,0.0585,0.0104,0,0,2e-04,0.0044,0.0332,0,0,0.0175,0.7607,0.034,0.0982,0.0519,26.2079631971336,-14.3847649650527,-21.6720991472185,-14.4651053462139,-12.1458611469166,-14.919965469328,-16.641830600669,-19.5373009911734,2.23890381813608,56934.20996,0.595652861745498,10,5908.9162,2,NA,-0.11,0.0104,-0.12,50816.89767,83837.20203,33020.30436,NA,NA,0.450091074681239,2,0,0,0,0,0,0,0,0,2016-10-09,2016,1963.91666666667,1,0,0,0,0,"not occupied","not occupied","0",NA,4814,2522,2292,0.52,0.48,0,4814,0,1,1800,0.37,3493,0.73,0.714561377467716,NA,0,0,0,0,0
"335","UA18080230000071226","Ярунська","UA18080000000016657","Новоград-Волинський","UA18000000000041385","Житомирська","сільська","Ярунська сільська громада",0,"UA18080230010039746","Ярунь",50.546719,27.4617,91.4,14,256.2,105.1941701808,345.822343890479,236.173068628783,0,0,0,0,0,0,1,0,7750,0,0,"0656900000","Бюджет Ярунської сільської територіальної громади","Zhytomir","North","N",77216.87559,42216.02079,0,20897.85895,8165.36777,3532.60633,570.9046,0,0,0,13.48766,1005.1666,93.05982,0,722.40307,35000.8548,0.4533,0.5467,0,0.2706,0.1057,0.0457,0.0074,0,0,0,4e-04,0.0287,0.0027,0,0.0163,0.5971,0.2333,0.1009,0.0206,30.5470886604938,-19.2216632739435,-19.4119177400091,-17.0110477050789,-12.6149989592837,5.23729307796579,8.80792081608495,-6.78703402078767,6.60666431465982,35000.8548,0.45327986314604,9,4222.3494,1,NA,-0.02,0.0261,-0.07,34315.76623,71575.06858,37259.30235,NA,NA,0.482212105884337,NA,0,0,0,0,0,0,0,0,2020-08-16,2020,556.916666666667,0,0,0,0,0,"not occupied","not occupied","0",NA,5682,3032,2650,0.53,0.47,0,5682,0,1,2011,0.35,3978,0.7,0.733161290322581,NA,0,0,0,0,0
"336","UA21020010000055068","Батівська","UA21020000000051405","Берегівський","UA21000000000011690","Закарпатська","селищна","Батівська селищна громада",0,"UA21020010010017959","Батьово",48.3637408,22.3994631,55.2,9,117,359.967690208864,784.651575084241,6.06405574892678,0,0,1,1,0,0,1,0,11971,2914,0.24342160220533,"0751800000","Бюджет Батівської селищної територіальної громади","Zakarpatska","West","W",111033.47505,67887.13446,500.31272,17197.1765,3639.66708,20598.11202,581.00278,0.28,0,0,18.8899,1071.56343,0,0,39.64888,43146.34059,0.3886,0.6114,0.0045,0.1549,0.0328,0.1855,0.0052,0,0,0,4e-04,0.0248,0,0,0.0135,0.3986,0.0844,0.4774,9e-04,-8.28139085286884,-28.5393497060909,-26.7092525839792,-30.2053661459521,-35.722309688057,14.6166676621623,7.59922859131916,-9.74034149798234,-7.18295998196611,43146.34059,0.388588581691878,9,3947.1353,2,NA,-0.14,-0.015,-0.1,37229.98585,99654.66285,62424.677,7237.32658905791,4131.73652694611,0.362281548193417,NA,0,0,0,0,0,1,0,0,2020-08-16,2020,556.916666666667,0,0,0,0,0,"not occupied","not occupied","0",4597,9741,5170,4571,0.53,0.47,2289,7452,0.23,0.77,3931,0.4,6792,0.7,0.813716481496951,0.785518188057653,1,0,0,0,0
