hromada_code,hromada_center_code,hromada_type,hromada,hromada_center,oblast_name,raion_name,lat_center,lon_center,ttime,key,n_settlements,square
UA51100010000023950,UA51100010010083015,селищна,Авангардівська,Авангард,Одеська,Одеський,46.471085,30.613808,279.4,Одеська Одеський Авангардівська селищна,5,69.6
UA51100030000027628,UA51100030010096432,міська,Біляївська,Біляївка,Одеська,Одеський,46.4826109,30.2014161,320.8,Одеська Одеський Біляївська міська,7,398.7
UA51100050000066202,UA51100050010086336,сільська,Великодальницька,Великий Дальник,Одеська,Одеський,46.476292,30.559851,278.6,Одеська Одеський Великодальницька сільська,3,146.6
UA51100070000063635,UA51100070010049456,селищна,Великодолинська,Великодолинське,Одеська,Одеський,46.3467158,30.5759542,380.3,Одеська Одеський Великодолинська селищна,2,126.2
UA51100090000094901,UA51100090010019613,сільська,Вигодянська,Вигода,Одеська,Одеський,46.614494,30.39809,320.8,Одеська Одеський Вигодянська сільська,15,289.6
UA51100110000098468,UA51100110010062502,сільська,Визирська,Визирка,Одеська,Одеський,46.696785,30.997566,298.6,Одеська Одеський Визирська сільська,19,419.1
UA51100130000021533,UA51100130010045971,сільська,Дальницька,Дальник,Одеська,Одеський,46.2250393,30.531351,448.7,Одеська Одеський Дальницька сільська,9,214
UA51100150000090671,UA51100150010077639,сільська,Дачненська,Дачне,Одеська,Одеський,46.577221,30.54817,276,Одеська Одеський Дачненська сільська,8,174.9
UA51100170000087238,UA51100170010032070,селищна,Доброславська,Доброслав,Одеська,Одеський,46.8193867,30.943207,289.4,Одеська Одеський Доброславська селищна,17,313.9
UA51100190000060999,UA51100190010062182,сільська,Красносільська,Красносілка,Одеська,Одеський,46.623569,30.77614,353.5,Одеська Одеський Красносільська сільська,14,294.6
UA51100210000074534,UA51100210010011388,сільська,Маяківська,Маяки,Одеська,Одеський,46.413799,30.26836,679.5,Одеська Одеський Маяківська сільська,5,149.7
UA51100230000045500,UA51100230010045417,сільська,Нерубайська,Нерубайське,Одеська,Одеський,46.544624,30.629803,279.6,Одеська Одеський Нерубайська сільська,5,97.5
UA51100250000055079,UA51100250010074682,селищна,Овідіопольська,Овідіополь,Одеська,Одеський,46.2473734,30.4448614,497.8,Одеська Одеський Овідіопольська селищна,3,238.4
UA51100270000073549,UA51100270010076757,міська,Одеська,Одеса,Одеська,Одеський,46.4843023,30.7322878,0,Одеська Одеський Одеська міська,1,161.2
UA51100290000027993,UA51100290010095530,селищна,Таїровська,Таїрове,Одеська,Одеський,46.367195,30.651262,319.2,Одеська Одеський Таїровська селищна,4,39.1
UA51100310000010196,UA51100310010094687,міська,Теплодарська,Теплодар,Одеська,Одеський,46.5050729,30.3272329,320.8,Одеська Одеський Теплодарська міська,1,7.7
UA51100330000051757,UA51100330010025010,сільська,Усатівська,Усатове,Одеська,Одеський,46.537399,30.654261,277.9,Одеська Одеський Усатівська сільська,15,253.5
UA51100350000087099,UA51100350010073678,сільська,Фонтанська,Фонтанка,Одеська,Одеський,46.570198,30.858065,322.9,Одеська Одеський Фонтанська сільська,7,90
UA51100370000040590,UA51100370010020298,міська,Чорноморська,Чорноморськ,Одеська,Одеський,46.3020943,30.653466,339.2,Одеська Одеський Чорноморська міська,4,26.5
UA51100390000087217,UA51100390010035428,селищна,Чорноморська,Чорноморське,Одеська,Одеський,46.5849122,30.9334115,314.6,Одеська Одеський Чорноморська селищна,2,43.5
UA51100410000059549,UA51100410010044384,міська,Южненська,Южне,Одеська,Одеський,46.6225029,31.0994897,319.9,Одеська Одеський Южненська міська,7,107.5
UA51100430000081326,UA51100430010028718,сільська,Яськівська,Яськи,Одеська,Одеський,46.517139,30.07576,386.2,Одеська Одеський Яськівська сільська,2,216.3
UA51120010000025020,UA51120010010049617,міська,Ананьївська,Ананьїв,Одеська,Подільський,47.7178669,29.9601889,336.3,Одеська Подільський Ананьївська міська,30,832
UA51120030000075494,UA51120030010033524,міська,Балтська,Балта,Одеська,Подільський,47.9363162,29.6225979,345.1,Одеська Подільський Балтська міська,34,1041.8
UA51120050000071748,UA51120050010053289,сільська,Долинська,Долинське,Одеська,Подільський,47.528999,29.910505,365.6,Одеська Подільський Долинська сільська,8,304.6
UA51120070000097161,UA51120070010025981,селищна,Зеленогірська,Зеленогірське,Одеська,Подільський,47.875671,30.09705,288.9,Одеська Подільський Зеленогірська селищна,12,265.7
UA51120090000035170,UA51120090010012317,міська,Кодимська,Кодима,Одеська,Подільський,48.1047445,29.1285642,397.7,Одеська Подільський Кодимська міська,21,703
UA51120110000047677,UA51120110010043368,сільська,Куяльницька,Куяльник,Одеська,Подільський,47.728851,29.562288,375.1,Одеська Подільський Куяльницька сільська,58,916.5
UA51120130000064324,UA51120130010021276,селищна,Любашівська,Любашівка,Одеська,Подільський,47.8315678,30.2562335,279.3,Одеська Подільський Любашівська селищна,43,834.7
UA51120150000080138,UA51120150010045505,селищна,Окнянська,Окни,Одеська,Подільський,47.5399,29.45881,371.5,Одеська Подільський Окнянська селищна,55,1012.5
UA51120170000076247,UA51120170010068000,сільська,Піщанська,Піщана,Одеська,Подільський,48.12664,29.73278,347.8,Одеська Подільський Піщанська сільська,8,275.2
UA51120190000044451,UA51120190010049331,міська,Подільська,Подільськ,Одеська,Подільський,47.7497422,29.5304957,373.4,Одеська Подільський Подільська міська,4,136.9
UA51120210000054996,UA51120210010092672,селищна,Савранська,Саврань,Одеська,Подільський,48.1246576,30.0796984,352.5,Одеська Подільський Савранська селищна,21,619.2
UA51120230000084853,UA51120230010081273,селищна,Слобідська,Слобідка,Одеська,Подільський,47.885971,29.341049,380,Одеська Подільський Слобідська селищна,5,114.4
UA51140010000090773,UA51140010010046979,селищна,Великомихайлівська,Велика Михайлівка,Одеська,Роздільнянський,47.0775384,29.8509409,399.2,Одеська Роздільнянський Великомихайлівська селищна,29,589.7
UA51140030000062458,UA51140030010095447,сільська,Великоплосківська,Великоплоске,Одеська,Роздільнянський,47.0128646,29.6667427,434.1,Одеська Роздільнянський Великоплосківська сільська,12,238.9
UA51140050000054980,UA51140050010088650,селищна,Затишанська,Затишшя,Одеська,Роздільнянський,47.3253391,29.8933262,464.1,Одеська Роздільнянський Затишанська селищна,16,231.6
UA51140070000052649,UA51140070010053225,селищна,Захарівська,Захарівка,Одеська,Роздільнянський,47.342969600000004,29.7403766,421.3,Одеська Роздільнянський Захарівська селищна,37,723.3
UA51140090000048720,UA51140090010063072,селищна,Лиманська,Лиманське,Одеська,Роздільнянський,46.6618481,29.9760782,389.7,Одеська Роздільнянський Лиманська селищна,7,253.4
UA51140110000053825,UA51140110010098830,сільська,Новоборисівська,Новоборисівка,Одеська,Роздільнянський,47.104568,29.990959,332.3,Одеська Роздільнянський Новоборисівська сільська,21,229.9
UA51140130000082333,UA51140130010040641,міська,Роздільнянська,Роздільна,Одеська,Роздільнянський,46.8546716,30.0711363,330.6,Одеська Роздільнянський Роздільнянська міська,51,766.4
UA51140150000095416,UA51140150010036771,сільська,Степанівська,Степанівка,Одеська,Роздільнянський,46.788872,29.985384,410.3,Одеська Роздільнянський Степанівська сільська,21,252.2
UA51140170000019764,UA51140170010087186,селищна,Цебриківська,Цебрикове,Одеська,Роздільнянський,47.1470432,30.1054572,307.9,Одеська Роздільнянський Цебриківська селищна,15,286.8
UA53020010000035494,UA53020010010016768,міська,Глобинська,Глобине,Полтавська,Кременчуцький,49.392047,33.2507308,264.2,Полтавська Кременчуцький Глобинська міська,65,1198.9
UA53020030000081709,UA53020030010087471,міська,Горішньоплавнівська,Горішні Плавні,Полтавська,Кременчуцький,49.0140647,33.6330875,169.5,Полтавська Кременчуцький Горішньоплавнівська міська,15,368.7
UA53020050000041411,UA53020050010049580,селищна,Градизька,Градизьк,Полтавська,Кременчуцький,49.2311773,33.1206291,275.6,Полтавська Кременчуцький Градизька селищна,28,1257.9
UA53020070000049284,UA53020070010066580,сільська,Кам’янопотоківська,Кам’яні Потоки,Полтавська,Кременчуцький,48.9825908,33.53248,172.4,Полтавська Кременчуцький Кам’янопотоківська сільська,11,239
UA53020090000045206,UA53020090010035873,селищна,Козельщинська,Козельщина,Полтавська,Кременчуцький,49.2136111,33.8413889,126.5,Полтавська Кременчуцький Козельщинська селищна,63,726
UA53020110000092487,UA53020110010031694,міська,Кременчуцька,Кременчук,Полтавська,Кременчуцький,49.0629553,33.403516,183.4,Полтавська Кременчуцький Кременчуцька міська,5,165.1
UA53020130000091122,UA53020130010069005,селищна,Новогалещинська,Нова Галещина,Полтавська,Кременчуцький,49.1710646,33.7604079,129.8,Полтавська Кременчуцький Новогалещинська селищна,17,193.6
UA53020150000098867,UA53020150010013079,сільська,Оболонська,Оболонь,Полтавська,Кременчуцький,49.5947201,32.868618,329,Полтавська Кременчуцький Оболонська сільська,21,465.9
UA53020170000049108,UA53020170010021077,сільська,Омельницька,Омельник,Полтавська,Кременчуцький,49.2164094,33.5524121,189.3,Полтавська Кременчуцький Омельницька сільська,20,224.6
UA53020190000090557,UA53020190010074656,сільська,Піщанська,Піщане,Полтавська,Кременчуцький,49.123642,33.398563,186.8,Полтавська Кременчуцький Піщанська сільська,23,292.3
UA53020210000023587,UA53020210010061426,сільська,Пришибська,Пришиб,Полтавська,Кременчуцький,49.046856,33.733024,148,Полтавська Кременчуцький Пришибська сільська,13,171.7
UA53020230000086353,UA53020230010086475,селищна,Семенівська,Семенівка,Полтавська,Кременчуцький,49.5972685,33.179559,201,Полтавська Кременчуцький Семенівська селищна,44,802.4
UA53040010000091190,UA53040010010092378,міська,Гребінківська,Гребінка,Полтавська,Лубенський,50.1206044,32.4289258,372.4,Полтавська Лубенський Гребінківська міська,42,595.7
UA53040030000088898,UA53040030010081016,міська,Лубенська,Лубни,Полтавська,Лубенський,50.0118206,33.0030821,263.1,Полтавська Лубенський Лубенська міська,63,1076.1
UA53040050000091161,UA53040050010041819,селищна,Новооржицька,Новооржицьке,Полтавська,Лубенський,50.022606,32.725002,347.8,Полтавська Лубенський Новооржицька селищна,31,453.1
UA53040070000083099,UA53040070010084128,селищна,Оржицька,Оржиця,Полтавська,Лубенський,49.7875449,32.6997311,381.1,Полтавська Лубенський Оржицька селищна,33,755.4
UA53040090000048649,UA53040090010096696,міська,Пирятинська,Пирятин,Полтавська,Лубенський,50.2361111,32.5011111,335.4,Полтавська Лубенський Пирятинська міська,46,923.3
UA53040110000034949,UA53040110010080324,міська,Хорольська,Хорол,Полтавська,Лубенський,49.7822104,33.2740646,187.7,Полтавська Лубенський Хорольська міська,93,1062.4
UA53040130000097690,UA53040130010015298,селищна,Чорнухинська,Чорнухи,Полтавська,Лубенський,50.2733333,32.9383333,222.8,Полтавська Лубенський Чорнухинська селищна,37,621.8
UA53060010000060316,UA53060010010044458,сільська,Білоцерківська,Білоцерківка,Полтавська,Миргородський,49.6792533,33.7820696,113.8,Полтавська Миргородський Білоцерківська сільська,29,313.2
UA53060030000045288,UA53060030010018743,селищна,Великобагачанська,Велика Багачка,Полтавська,Миргородський,49.7852778,33.7213889,132.2,Полтавська Миргородський Великобагачанська селищна,29,415.7
UA53060050000024229,UA53060050010086967,сільська,Великобудищанська,Великі Будища,Полтавська,Миргородський,50.458488,34.1396609,260.2,Полтавська Миргородський Великобудищанська сільська,20,396
UA53060070000077527,UA53060070010056575,сільська,Великосорочинська,Великі Сорочинці,Полтавська,Миргородський,50.023842,33.944321,102.9,Полтавська Миргородський Великосорочинська сільська,21,408.3
UA53060090000098426,UA53060090010040802,міська,Гадяцька,Гадяч,Полтавська,Миргородський,50.3701299,33.9950534,151.8,Полтавська Миргородський Гадяцька міська,21,205
UA53060110000084138,UA53060110010031598,селищна,Гоголівська,Гоголеве,Полтавська,Миргородський,49.9230024,33.8226184,109.9,Полтавська Миргородський Гоголівська селищна,10,189.1
UA53060130000040567,UA53060130010028447,міська,Заводська,Заводське,Полтавська,Миргородський,50.4052959,33.3973661,164.5,Полтавська Миргородський Заводська міська,11,200
UA53060150000093603,UA53060150010098797,селищна,Комишнянська,Комишня,Полтавська,Миргородський,50.1838006,33.679619,127.3,Полтавська Миргородський Комишнянська селищна,38,522.4
UA53060170000064030,UA53060170010077833,сільська,Краснолуцька,Красна Лука,Полтавська,Миргородський,50.4361716,33.975914,155.4,Полтавська Миргородський Краснолуцька сільська,19,244
UA53060190000015369,UA53060190010016735,міська,Лохвицька,Лохвиця,Полтавська,Миргородський,50.3595181,33.2741725,172.1,Полтавська Миргородський Лохвицька міська,50,819.5
UA53060210000044776,UA53060210010056848,сільська,Лютенська,Лютенька,Полтавська,Миргородський,50.20203,34.0387209,120.2,Полтавська Миргородський Лютенська сільська,12,374.3
UA53060230000098362,UA53060230010027681,міська,Миргородська,Миргород,Полтавська,Миргородський,49.9658333,33.6113889,129.3,Полтавська Миргородський Миргородська міська,37,632.1
UA53060250000043118,UA53060250010098781,сільська,Петрівсько-Роменська,Петрівка-Роменська,Полтавська,Миргородський,50.376091,33.74794,162.5,Полтавська Миргородський Петрівсько-Роменська сільська,10,209.7
UA53060270000016329,UA53060270010033721,селищна,Ромоданівська,Ромодан,Полтавська,Миргородський,49.9923481,33.3207607,222.4,Полтавська Миргородський Ромоданівська селищна,7,88.6
UA53060290000047345,UA53060290010082589,сільська,Сенчанська,Сенча,Полтавська,Миргородський,50.25691,33.3421693,202.9,Полтавська Миргородський Сенчанська сільська,23,354.8
UA53060310000047988,UA53060310010071486,сільська,Сергіївська,Сергіївка,Полтавська,Миргородський,50.40081,33.7537985,162.1,Полтавська Миргородський Сергіївська сільська,13,168.1
UA53060330000036503,UA53060330010052509,селищна,Шишацька,Шишаки,Полтавська,Миргородський,49.8764366,34.0069282,79.9,Полтавська Миргородський Шишацька селищна,75,754.7
UA53080010000088479,UA53080010010014619,селищна,Білицька,Білики,Полтавська,Полтавський,49.259043,34.2690187,121.3,Полтавська Полтавський Білицька селищна,27,391.2
UA53080030000061078,UA53080030010082675,сільська,Великорублівська,Велика Рублівка,Полтавська,Полтавський,49.898056,34.801388,88.5,Полтавська Полтавський Великорублівська сільська,29,393.3
UA53080050000011754,UA53080050010011580,селищна,Диканська,Диканька,Полтавська,Полтавський,49.8227778,34.5386111,38.3,Полтавська Полтавський Диканська селищна,58,682.2
UA53080070000036333,UA53080070010093164,сільська,Драбинівська,Драбинівка,Полтавська,Полтавський,49.272533,34.592682,84.5,Полтавська Полтавський Драбинівська сільська,16,246.1
UA53080090000014431,UA53080090010093569,міська,Зіньківська,Зіньків,Полтавська,Полтавський,50.21026,34.35768,86.4,Полтавська Полтавський Зіньківська міська,84,1051.8
UA53080110000062015,UA53080110010062221,міська,Карлівська,Карлівка,Полтавська,Полтавський,49.4537175,35.1374845,153.5,Полтавська Полтавський Карлівська міська,17,331.2
UA53080130000014699,UA53080130010037756,міська,Кобеляцька,Кобеляки,Полтавська,Полтавський,49.1433333,34.2002778,125.9,Полтавська Полтавський Кобеляцька міська,63,1218.9
UA53080150000085889,UA53080150010042088,сільська,Коломацька,Коломацьке,Полтавська,Полтавський,49.602581,34.767609,58.6,Полтавська Полтавський Коломацька сільська,11,191.7
UA53080170000047487,UA53080170010073464,селищна,Котелевська,Котельва,Полтавська,Полтавський,50.0621097,34.7496951,76.8,Полтавська Полтавський Котелевська селищна,10,403.4
UA53080190000081150,UA53080190010066776,сільська,Ланнівська,Ланна,Полтавська,Полтавський,49.348518,35.26165,179.6,Полтавська Полтавський Ланнівська сільська,11,269.8
UA53080210000072644,UA53080210010066625,сільська,Мартинівська,Мартинівка,Полтавська,Полтавський,49.51469,35.293919,159.7,Полтавська Полтавський Мартинівська сільська,9,253.4
UA53080230000047239,UA53080230010079895,сільська,Мачухівська,Мачухи,Полтавська,Полтавський,49.520832,34.427502,46.4,Полтавська Полтавський Мачухівська сільська,27,247.4
UA53080250000097618,UA53080250010055608,селищна,Машівська,Машівка,Полтавська,Полтавський,49.4441667,34.87,74.4,Полтавська Полтавський Машівська селищна,21,391
UA53080270000062586,UA53080270010078790,сільська,Михайлівська,Михайлівка,Полтавська,Полтавський,49.2994665,34.8665679,98.3,Полтавська Полтавський Михайлівська сільська,14,445.6
UA53080290000024637,UA53080290010010778,сільська,Нехворощанська,Нехвороща,Полтавська,Полтавський,49.140469,34.72057,84.1,Полтавська Полтавський Нехворощанська сільська,10,288.5
UA53080310000072384,UA53080310010064664,селищна,Новосанжарська,Нові Санжари,Полтавська,Полтавський,49.3338321,34.3148631,110.4,Полтавська Полтавський Новосанжарська селищна,47,662
UA53080330000062155,UA53080330010062774,сільська,Новоселівська,Новоселівка,Полтавська,Полтавський,49.627499,34.687222,37.2,Полтавська Полтавський Новоселівська сільська,34,254.5
UA53080350000070563,UA53080350010044287,селищна,Опішнянська,Опішня,Полтавська,Полтавський,49.9570991,34.6100455,57.8,Полтавська Полтавський Опішнянська селищна,31,309.3
UA53080370000025447,UA53080370010073240,міська,Полтавська,Полтава,Полтавська,Полтавський,49.5897423,34.5507948,0,Полтавська Полтавський Полтавська міська,56,550.3
UA53080390000027656,UA53080390010041197,міська,Решетилівська,Решетилівка,Полтавська,Полтавський,49.5586111,34.0791667,81.2,Полтавська Полтавський Решетилівська міська,85,1106.3
UA53080410000094938,UA53080410010082694,селищна,Скороходівська,Скороходове,Полтавська,Полтавський,49.7726802,35.0715767,149,Полтавська Полтавський Скороходівська селищна,22,326.2
UA53080430000085474,UA53080430010099959,сільська,Терешківська,Терешки,Полтавська,Полтавський,49.551945,34.618332,36.4,Полтавська Полтавський Терешківська сільська,20,208.4
UA53080450000087891,UA53080450010015062,селищна,Чутівська,Чутове,Полтавська,Полтавський,49.7216667,35.1694444,130.7,Полтавська Полтавський Чутівська селищна,29,536.4
UA53080470000053547,UA53080470010087826,сільська,Щербанівська,Щербані,Полтавська,Полтавський,49.531666,34.536945,23.8,Полтавська Полтавський Щербанівська сільська,15,99.7
UA56020010000027956,UA56020010010036945,сільська,Антонівська,Антонівка,Рівненська,Вараський,51.314251,26.303492,394.2,Рівненська Вараський Антонівська сільська,4,117
UA56020030000068439,UA56020030010034121,міська,Вараська,Вараш,Рівненська,Вараський,51.3481736,25.8500623,360.4,Рівненська Вараський Вараська міська,18,608.7
UA56020050000087443,UA56020050010068590,селищна,Володимирецька,Володимирець,Рівненська,Вараський,51.4197839,26.1392078,387,Рівненська Вараський Володимирецька селищна,22,702.2
UA56020070000060676,UA56020070010036081,селищна,Зарічненська,Зарічне,Рівненська,Вараський,51.811589,26.1283792,416,Рівненська Вараський Зарічненська селищна,31,1086.8
UA56020090000066575,UA56020090010070319,сільська,Каноницька,Каноничі,Рівненська,Вараський,51.442612,26.22209,389.8,Рівненська Вараський Каноницька сільська,5,165.3
UA56020110000024586,UA56020110010036978,сільська,Локницька,Локниця,Рівненська,Вараський,51.821087,25.829954,383.4,Рівненська Вараський Локницька сільська,20,355.1
UA56020130000066130,UA56020130010095336,сільська,Полицька,Полиці,Рівненська,Вараський,51.2663942,26.0606965,384.4,Рівненська Вараський Полицька сільська,8,177
UA56020150000079107,UA56020150010083249,селищна,Рафалівська,Рафалівка,Рівненська,Вараський,51.30718,26.00018,374.6,Рівненська Вараський Рафалівська селищна,8,111.4
UA56040010000048910,UA56040010010052136,сільська,Бокіймівська,Бокійма,Рівненська,Дубенський,50.4842359,25.4690282,128,Рівненська Дубенський Бокіймівська сільська,14,192
UA56040030000031906,UA56040030010025752,сільська,Боремельська,Боремель,Рівненська,Дубенський,50.4710604,25.1931736,133.4,Рівненська Дубенський Боремельська сільська,11,102.8
UA56040050000074861,UA56040050010014223,сільська,Варковицька,Варковичі,Рівненська,Дубенський,50.4709226,25.9708915,39.3,Рівненська Дубенський Варковицька сільська,12,148.2
UA56040070000046270,UA56040070010071469,сільська,Вербська,Верба,Рівненська,Дубенський,50.280323,25.590887,116.1,Рівненська Дубенський Вербська сільська,9,112.6
UA56040090000093293,UA56040090010036483,селищна,Демидівська,Демидівка,Рівненська,Дубенський,50.4275033,25.3368641,133,Рівненська Дубенський Демидівська селищна,23,312.6
UA56040110000061997,UA56040110010080334,міська,Дубенська,Дубно,Рівненська,Дубенський,50.4187918,25.7455972,53.1,Рівненська Дубенський Дубенська міська,1,27.1
UA56040130000011543,UA56040130010021956,сільська,Козинська,Козин,Рівненська,Дубенський,50.266911,25.465281,119.7,Рівненська Дубенський Козинська сільська,22,181.1
UA56040150000039275,UA56040150010081211,сільська,Крупецька,Крупець,Рівненська,Дубенський,50.157913,25.3102618,142.9,Рівненська Дубенський Крупецька сільська,25,297.9
UA56040170000050651,UA56040170010024581,сільська,Мирогощанська,Мирогоща Друга,Рівненська,Дубенський,50.4226262,25.8526524,44,Рівненська Дубенський Мирогощанська сільська,14,114.4
UA56040190000045841,UA56040190010053186,селищна,Млинівська,Млинів,Рівненська,Дубенський,50.5118774,25.6126259,NA,Рівненська Дубенський Млинівська селищна,41,401.2
UA56040210000047101,UA56040210010064553,сільська,Острожецька,Острожець,Рівненська,Дубенський,50.667568,25.53978,NA,Рівненська Дубенський Острожецька сільська,14,139
UA56040230000032182,UA56040230010053675,сільська,Підлозцівська,Підлозці,Рівненська,Дубенський,50.581387,25.362623,316.3,Рівненська Дубенський Підлозцівська сільська,9,63.5
UA56040250000064519,UA56040250010036203,сільська,Повчанська,Повча,Рівненська,Дубенський,50.374359,25.508934,121.5,Рівненська Дубенський Повчанська сільська,9,94.1
UA56040270000014394,UA56040270010065856,сільська,Привільненська,Привільне,Рівненська,Дубенський,50.463982,25.809629,55.9,Рівненська Дубенський Привільненська сільська,16,147.2
UA56040290000025511,UA56040290010062068,міська,Радивилівська,Радивилів,Рівненська,Дубенський,50.1279775,25.2487069,173.6,Рівненська Дубенський Радивилівська міська,24,227.5
UA56040310000052028,UA56040310010081688,сільська,Семидубська,Семидуби,Рівненська,Дубенський,50.3424625,25.8134402,120.9,Рівненська Дубенський Семидубська сільська,17,216
UA56040330000091100,UA56040330010050502,селищна,Смизька,Смига,Рівненська,Дубенський,50.2382136,25.7629956,117.3,Рівненська Дубенський Смизька селищна,14,192.8
UA56040350000014945,UA56040350010061558,сільська,Тараканівська,Тараканів,Рівненська,Дубенський,50.381725,25.708364,123.7,Рівненська Дубенський Тараканівська сільська,18,217.4
UA56040370000063056,UA56040370010069487,сільська,Ярославицька,Ярославичі,Рівненська,Дубенський,50.6414963,25.4288029,321.4,Рівненська Дубенський Ярославицька сільська,10,106.8
UA56060010000018261,UA56060010010028667,сільська,Бабинська,Бабин,Рівненська,Рівненський,50.6036507,26.5228893,18,Рівненська Рівненський Бабинська сільська,11,121.1
UA56060030000057923,UA56060030010049126,міська,Березнівська,Березне,Рівненська,Рівненський,51.0035653,26.7524487,17,Рівненська Рівненський Березнівська міська,37,1184.4
UA56060050000010769,UA56060050010058826,сільська,Білокриницька,Біла Криниця,Рівненська,Рівненський,50.606121,26.389851,18.1,Рівненська Рівненський Білокриницька сільська,11,122
UA56060070000034529,UA56060070010058422,сільська,Бугринська,Бугрин,Рівненська,Рівненський,50.5426,26.5258,18.1,Рівненська Рівненський Бугринська сільська,12,90
UA56060090000066065,UA56060090010093960,сільська,Великомежиріцька,Великі Межирічі,Рівненська,Рівненський,50.6597992,26.8631128,132.4,Рівненська Рівненський Великомежиріцька сільська,16,191.6
UA56060110000087064,UA56060110010029929,сільська,Великоомелянська,Велика Омеляна,Рівненська,Рівненський,50.595852,26.1067807,28.8,Рівненська Рівненський Великоомелянська сільська,6,103.2
UA56060130000072276,UA56060130010092630,сільська,Головинська,Головин,Рівненська,Рівненський,50.893478,26.29097,12.7,Рівненська Рівненський Головинська сільська,12,201.9
UA56060150000079268,UA56060150010031251,сільська,Городоцька,Городок,Рівненська,Рівненський,50.685879,26.174353,26.1,Рівненська Рівненський Городоцька сільська,12,131.7
UA56060170000073171,UA56060170010032159,селищна,Гощанська,Гоща,Рівненська,Рівненський,50.60466,26.6827977,18,Рівненська Рівненський Гощанська селищна,40,480.3
UA56060190000073111,UA56060190010045733,сільська,Деражненська,Деражне,Рівненська,Рівненський,50.862228,26.047899,395.4,Рівненська Рівненський Деражненська сільська,9,225.5
UA56060210000017052,UA56060210010014206,сільська,Дядьковицька,Дядьковичі,Рівненська,Рівненський,50.6068,26.050301,30.6,Рівненська Рівненський Дядьковицька сільська,17,157.1
UA56060230000076543,UA56060230010092383,сільська,Здовбицька,Здовбиця,Рівненська,Рівненський,50.4993307,26.2484113,21,Рівненська Рівненський Здовбицька сільська,15,149.3
UA56060250000052338,UA56060250010051586,міська,Здолбунівська,Здолбунів,Рівненська,Рівненський,50.518994,26.2431096,22.5,Рівненська Рівненський Здолбунівська міська,14,152.2
UA56060270000047362,UA56060270010076018,сільська,Зорянська,Зоря,Рівненська,Рівненський,50.726673,26.028698,35.7,Рівненська Рівненський Зорянська сільська,15,192.5
UA56060290000044465,UA56060290010049434,селищна,Клеванська,Клевань,Рівненська,Рівненський,50.7464848,26.006327,37.7,Рівненська Рівненський Клеванська селищна,6,110.6
UA56060310000066585,UA56060310010035947,міська,Корецька,Корець,Рівненська,Рівненський,50.6194566,27.159712,154,Рівненська Рівненський Корецька міська,34,527.8
UA56060330000075139,UA56060330010076968,сільська,Корнинська,Корнин,Рівненська,Рівненський,50.5565086,26.2910576,13.5,Рівненська Рівненський Корнинська сільська,5,66
UA56060350000045909,UA56060350010063070,міська,Костопільська,Костопіль,Рівненська,Рівненський,50.8792198,26.4533981,12.4,Рівненська Рівненський Костопільська міська,30,653.4
UA56060370000023028,UA56060370010084762,сільська,Малинська,Малинськ,Рівненська,Рівненський,51.097408,26.551901,395.6,Рівненська Рівненський Малинська сільська,6,210.7
UA56060390000090915,UA56060390010080720,сільська,Малолюбашанська,Мала Любаша,Рівненська,Рівненський,50.839256,26.517658,17,Рівненська Рівненський Малолюбашанська сільська,11,416.7
UA56060410000055190,UA56060410010036976,селищна,Мізоцька,Мізоч,Рівненська,Рівненський,50.3983189,26.141333,31,Рівненська Рівненський Мізоцька селищна,26,356.6
UA56060430000081857,UA56060430010051905,сільська,Олександрійська,Олександрія,Рівненська,Рівненський,50.732121,26.3459,12.4,Рівненська Рівненський Олександрійська сільська,15,207.8
UA56060450000083945,UA56060450010014169,міська,Острозька,Острог,Рівненська,Рівненський,50.329021,26.5203627,84,Рівненська Рівненський Острозька міська,56,704.7
UA56060470000086729,UA56060470010041018,міська,Рівненська,Рівне,Рівненська,Рівненський,50.6196175,26.2513165,0,Рівненська Рівненський Рівненська міська,2,62.7
UA56060490000031684,UA56060490010035207,селищна,Соснівська,Соснове,Рівненська,Рівненський,50.8266045,26.9950145,130.8,Рівненська Рівненський Соснівська селищна,12,316.5
UA56060510000062151,UA56060510010079884,сільська,Шпанівська,Шпанів,Рівненська,Рівненський,50.660019,26.26659,7.1,Рівненська Рівненський Шпанівська сільська,9,80.3
UA56080010000083302,UA56080010010081523,сільська,Березівська,Березове,Рівненська,Сарненський,51.58424,27.350121,NA,Рівненська Сарненський Березівська сільська,10,505.4
UA56080030000069650,UA56080030010044824,сільська,Вирівська,Вири,Рівненська,Сарненський,51.2404371,26.9468831,394.2,Рівненська Сарненський Вирівська сільська,11,390
UA56080050000068593,UA56080050010081440,сільська,Висоцька,Висоцьк,Рівненська,Сарненський,51.7236599,26.6602392,389.8,Рівненська Сарненський Висоцька сільська,10,299.6
UA56080070000040721,UA56080070010011646,міська,Дубровицька,Дубровиця,Рівненська,Сарненський,51.5709462,26.5660889,390.7,Рівненська Сарненський Дубровицька міська,40,1094.2
UA56080090000098391,UA56080090010040688,селищна,Клесівська,Клесів,Рівненська,Сарненський,51.31233,26.88835,394.2,Рівненська Сарненський Клесівська селищна,7,338.6
UA56080110000056503,UA56080110010064146,сільська,Миляцька,Миляч,Рівненська,Сарненський,51.674639,26.7442186,390.7,Рівненська Сарненський Миляцька сільська,9,422.5
