register_number,contract_name,register_date,main_municipality,cooperation_form,start,end,municipality_num,settlement,raion,oblast,key,settlement_name,settlement_code,hromada_code,hromada_name
589,"Договір про співробітництво територіальних громад у формі спільного фінансування (утримання) підприємств, установ та організацій комунальної форми власності «Олевська центральна лікарня»",2020-03-04T00:00:00Z,"Олевська міська рада (м. Олевськ, вул. Володимирська, 2, Житомирська обл., тел. (04135) 211-52)",Спільного фінансування (утримання) суб’єктами співробітництва організацій комунальної форми власності – інфраструктурних об’єктів,2020-03-04,2020-12-31,2,с. Білокоровичі,NA,Житомирська,Житомирська NA с. Білокоровичі,NA,1824480401,UA18060010000047628,Білокоровицька
590,"Договір про співробітництво територіальних громад у формі спільного фінансування (утримання) підприємств, установ та організацій комунальної форми власності «Трудовий архів»",2020-03-04T00:00:00Z,"Олевська міська рада (м. Олевськ, вул. Володимирська, 2, Житомирська обл., тел. (04135) 211-52)",Спільного фінансування (утримання) суб’єктами співробітництва організацій комунальної форми власності – інфраструктурних об’єктів,2020-03-04,2020-12-31,2,с. Білокоровичі,NA,Житомирська,Житомирська NA с. Білокоровичі,NA,1824480401,UA18060010000047628,Білокоровицька
591,"Договір про співробітництво територіальних громад у формі спільного фінансування (утримання) підприємств, установ та організацій комунальної форми власності «Центр соціальних служб для сім’ї, дітей та молоді»",2020-03-04T00:00:00Z,"Олевська міська рада (м. Олевськ, вул. Володимирська, 2, Житомирська обл., тел. (04135) 211-52)",Спільного фінансування (утримання) суб’єктами співробітництва організацій комунальної форми власності – інфраструктурних об’єктів,2020-03-04,2020-12-31,2,с. Радовель,NA,Житомирська,Житомирська NA с. Радовель,NA,1824486001,UA18060190000071101,Олевська
592,"Договір про співробітництво територіальних громад у формі спільного фінансування (утримання) підприємств, установ та організацій комунальної форми власності «Територіальний центр соціального обслуговування (надання соціальних послуг)»",2020-03-04T00:00:00Z,"Олевська міська рада (м. Олевськ, вул. Володимирська, 2, Житомирська обл., тел. (04135) 211-52)",Спільного фінансування (утримання) суб’єктами співробітництва організацій комунальної форми власності – інфраструктурних об’єктів,2020-03-04,2020-12-31,2,с. Білокоровичі,NA,Житомирська,Житомирська NA с. Білокоровичі,NA,1824480401,UA18060010000047628,Білокоровицька
592,"Договір про співробітництво територіальних громад у формі спільного фінансування (утримання) підприємств, установ та організацій комунальної форми власності «Територіальний центр соціального обслуговування (надання соціальних послуг)»",2020-03-04T00:00:00Z,"Олевська міська рада (м. Олевськ, вул. Володимирська, 2, Житомирська обл., тел. (04135) 211-52)",Спільного фінансування (утримання) суб’єктами співробітництва організацій комунальної форми власності – інфраструктурних об’єктів,2020-03-04,2020-12-31,3,с. Радовель,NA,Житомирська,Житомирська NA с. Радовель,NA,1824486001,UA18060190000071101,Олевська
593,"Договір про співробітництво територіальних громад у формі спільного фінансування (утримання) підприємств, установ та організацій комунальної форми власності «Олевська музична школа»",2020-03-04T00:00:00Z,"Олевська міська рада (м. Олевськ, вул. Володимирська, 2, Житомирська обл., тел. (04135) 211-52)",Спільного фінансування (утримання) суб’єктами співробітництва організацій комунальної форми власності – інфраструктурних об’єктів,2020-03-04,2020-12-31,2,с. Білокоровичі,NA,Житомирська,Житомирська NA с. Білокоровичі,NA,1824480401,UA18060010000047628,Білокоровицька
596,Договір про співробітництво територіальних громад у формі реалізації спільного проекту,2020-03-13T00:00:00Z,"Дівичківська сільська рада (с. Дівички, вул. Сонячна, 1а, Переяслав-Хмельницький р-н, Київська обл., тел. (04567) 231-42,231-40)","Реалізація спільного проекту, що передбачає координацію діяльності суб`єктів співробітництва та акумулювання ними на визначений період ресурсів з метою спільного здійснення відповідних заходів",2019-02-28,2022-02-28,1,м. Переяслав-Хмельницький,NA,Київська,Київська м. Переяслав-Хмельницький,NA,3211000000,UA32040110000047477,Переяславська
597,Договір про співробітництво територіальних громад у формі реалізації спільного проекту,2020-03-13T00:00:00Z,"Дівичківська сільська рада (с. Дівички, вул. Сонячна, 1а, Переяслав-Хмельницький р-н, Київська обл., тел. (04567) 231-42,231-40)","Реалізація спільного проекту, що передбачає координацію діяльності суб`єктів співробітництва та акумулювання ними на визначений період ресурсів з метою спільного здійснення відповідних заходів",2019-02-28,2021-12-31,1,м. Переяслав-Хмельницький,NA,Київська,Київська м. Переяслав-Хмельницький,NA,3211000000,UA32040110000047477,Переяславська
602,Договір про співробітництво територіальних громад у формі реалізації спільного проекту,2020-03-30T00:00:00Z,"Бориславська міська рада (м. Борислав, вул. вул. Шевченка, 42, Львівська обл., тел. (03248) 525-56)","Реалізація спільного проекту, що передбачає координацію діяльності суб`єктів співробітництва та акумулювання ними на визначений період ресурсів з метою спільного здійснення відповідних заходів",2020-03-05,2023-04-10,4,смт. Смт,NA,Львівська,Львівська NA смт Смт,NA,4610345400,UA46020070000056149,Східницька
603,"Договір про співробітництво територіальних громад у формі спільного фінансування (утримання) підприємств, установ та організацій комунальної форми власності «Інклюзивно-ресурсний центр»",2020-04-14T00:00:00Z,"Олевська міська рада (м. Олевськ, вул. Володимирська, 2, Житомирська обл., тел. (04135) 211-52)",Спільного фінансування (утримання) суб’єктами співробітництва організацій комунальної форми власності – інфраструктурних об’єктів,2020-03-20,2020-12-31,2,с. Білокоровичі,NA,Житомирська,Житомирська NA с. Білокоровичі,NA,1824480401,UA18060010000047628,Білокоровицька
604,Договір про співробітництво територіальних громад у формі реалізації спільного проекту,2020-05-08T00:00:00Z,"Берестівська сільська рада (с. Берестове, вул. Миру, 4, Близнюківський р-н, Харківська обл., тел. (05754) 902-31)","Реалізація спільного проекту, що передбачає координацію діяльності суб`єктів співробітництва та акумулювання ними на визначений період ресурсів з метою спільного здійснення відповідних заходів",2020-05-01,2023-04-10,1,с. Берестове,Близнюківський,Харківська,Харківська Близнюківський с. Берестове,NA,6320681001,UA63100030000050119,Близнюківська
609,Договір про співробітництво територіальних громад у формі реалізації спільного проекту,2020-06-02T00:00:00Z,"Куп’янська міська рада (м. Куп’янськ, пр-т Конституції,3, Харківська обл., тел. (05742) 530-65, 539-31)","Реалізація спільного проекту, що передбачає координацію діяльності суб`єктів співробітництва та акумулювання ними на визначений період ресурсів з метою спільного здійснення відповідних заходів",2020-02-20,2020-12-31,1,м. Куп,NA,Харківська,Харківська м. Куп,NA,6310700000,UA63080090000067457,Куп’янська
609,Договір про співробітництво територіальних громад у формі реалізації спільного проекту,2020-06-02T00:00:00Z,"Куп’янська міська рада (м. Куп’янськ, пр-т Конституції,3, Харківська обл., тел. (05742) 530-65, 539-31)","Реалізація спільного проекту, що передбачає координацію діяльності суб`єктів співробітництва та акумулювання ними на визначений період ресурсів з метою спільного здійснення відповідних заходів",2020-02-20,2020-12-31,2,с. Пристін,янський,Харківська,Харківська янський с. Пристін,NA,6323786001,UA63080090000067457,Куп’янська
611,Договір про співробітництво територіальних громад у формі реалізації спільного проекту «Діяльність місцевої пожежної охорони по захисту цивільного населення від надзвичайних ситуацій Козлівської селищної ради та Купчинецької сільської ради»,2020-06-09T00:00:00Z,"Козлівська селищна рада (смт. Козлів, вул. Галицька, 15, Козлівський р-н, Тернопільська обл., тел. (03547) 238-76, 237-96)","Реалізація спільного проекту, що передбачає координацію діяльності суб`єктів співробітництва та акумулювання ними на визначений період ресурсів з метою спільного здійснення відповідних заходів",2020-06-01,2021-12-31,1,смт. Козлів,Козлівський,Тернопільська,Тернопільська Козлівський смт Козлів,NA,6123055400,UA61040250000021345,Козлівська
611,Договір про співробітництво територіальних громад у формі реалізації спільного проекту «Діяльність місцевої пожежної охорони по захисту цивільного населення від надзвичайних ситуацій Козлівської селищної ради та Купчинецької сільської ради»,2020-06-09T00:00:00Z,"Козлівська селищна рада (смт. Козлів, вул. Галицька, 15, Козлівський р-н, Тернопільська обл., тел. (03547) 238-76, 237-96)","Реалізація спільного проекту, що передбачає координацію діяльності суб`єктів співробітництва та акумулювання ними на визначений період ресурсів з метою спільного здійснення відповідних заходів",2020-06-01,2021-12-31,2,с. Купчинці,Козлівський,Тернопільська,Тернопільська Козлівський с. Купчинці,NA,6123085601,UA61040270000064661,Купчинецька
613,Договір про співробітництво територіальних громад у формі реалізації спільного проекту «Придбання спеціалізованої техніки та обладнання для запровадження сучасної системи управління твердими побутовими відходами спільного проекту Южненської міської територіальної громади Одеської області та Коблівської сільської об’єднаної територіального громади Березанського району Миколаївської області»,2020-06-15T00:00:00Z,"Коблівська сільська рада (с. Коблеве, вул. Одеська, 4, Березанський р-н, Миколаївська обл., тел. (05153) 961-42)","Реалізація спільного проекту, що передбачає координацію діяльності суб`єктів співробітництва та акумулювання ними на визначений період ресурсів з метою спільного здійснення відповідних заходів",2020-06-01,2021-12-31,1,м. Южне,NA,Кобл,Кобл м. Южне,NA,5111700000,UA51100410000059549,Южненська
613,Договір про співробітництво територіальних громад у формі реалізації спільного проекту «Придбання спеціалізованої техніки та обладнання для запровадження сучасної системи управління твердими побутовими відходами спільного проекту Южненської міської територіальної громади Одеської області та Коблівської сільської об’єднаної територіального громади Березанського району Миколаївської області»,2020-06-15T00:00:00Z,"Коблівська сільська рада (с. Коблеве, вул. Одеська, 4, Березанський р-н, Миколаївська обл., тел. (05153) 961-42)","Реалізація спільного проекту, що передбачає координацію діяльності суб`єктів співробітництва та акумулювання ними на визначений період ресурсів з метою спільного здійснення відповідних заходів",2020-06-01,2021-12-31,2,с. Коблеве,Березанський,Кобл,Кобл Березанський с. Коблеве,NA,4820982201,UA48060090000097375,Коблівська
616,"Договір про співробітництво територіальних громад у формі реалізації спільного проекту «Покращення надання послуг населенню щодо збору, вивозу та сортування твердих побутових відходів шляхом організації комплексного, роздільного збору, вивозу та утилізації ТПВ»",2020-07-14T00:00:00Z,"Глибоцька селищна рада (смт. Глибока, вул. Шевченка, 1, Глибоцький р-н, Чернівецька обл., тел. (03734) 243-01)","Реалізація спільного проекту, що передбачає координацію діяльності суб`єктів співробітництва та акумулювання ними на визначений період ресурсів з метою спільного здійснення відповідних заходів",2021-01-01,2023-04-10,1,смт. Глибока,Глибоцький,Чернівецька,Чернівецька Глибоцький смт Глибока,NA,7321055100,UA73060150000088691,Глибоцька
617,"Договір про співробітництво територіальних громад у формі спільного фінансування (утримання) підприємств, установ та організацій комунальної форми власності з метою якісного надання соціальних послуг членам територыальних громад «Інклюзивно-ресурсний центр Недригайлівської селищної ради»",2020-07-16T00:00:00Z,"Недригайлівська селищна рада (смт. Недригайлів, вул. Щебетунів, 7, Недригайлівський р-н, Сумська обл., тел. (05455) 529-91)",Спільного фінансування (утримання) суб’єктами співробітництва організацій комунальної форми власності – інфраструктурних об’єктів,2020-06-11,2023-04-10,1,смт. Недригайлів,Недригайлівський,Сумська,Сумська Недригайлівський смт Недригайлів,NA,5923555100,UA59060090000012687,Недригайлівська
618,"Договір про співробітництво територіальних громад у формі спільного фінансування (утримання) підприємств, установ та організацій комунальної форми власності з метою якісного надання соціальних послуг членам територыальних громад «Інклюзивно-ресурсний центр Недригайлівської селищної ради»",2020-07-16T00:00:00Z,"Недригайлівська селищна рада (смт. Недригайлів, вул. Щебетунів, 7, Недригайлівський р-н, Сумська обл., тел. (05455) 529-91)",Спільного фінансування (утримання) суб’єктами співробітництва організацій комунальної форми власності – інфраструктурних об’єктів,2020-06-11,2023-04-10,1,смт. Недригайлів,Недригайлівський,Сумська,Сумська Недригайлівський смт Недригайлів,NA,5923555100,UA59060090000012687,Недригайлівська
620,"Договір співробітництва територіальних громад у формі спільного фінансування (утримання) підприємств, установ та організацій комунальної форми власності з метою якісного надання соціальних послуг членам територіальних громад",2020-08-21T00:00:00Z,"Недригайлівська селищна рада (смт. Недригайлів, вул. Щебетунів,7 Недригайлівський район, Сумська обл., 42100 тел.(05455) 5-29-91 sel_rada@ukrpost.ua)","Спільного фінансування (утримання) суб’єктами співробітництва підприємств, установ або організацій комунальної форми власності – інфраструктурних об’єктів",2020-08-07,2023-04-10,1,смт. Недригайлів,NA,Сумська,Сумська NA смт Недригайлів,NA,5923555100,UA59060090000012687,Недригайлівська
621,"Договір співробітництва територіальних громад у формі спільного фінансування (утримання) підприємств, установ та організацій комунальної форми власності «Комплексна дитячо-юнацька спортивна школа»",2020-09-15T00:00:00Z,"Радивилівська міська рада (м. Радиаилів, вул. Паркова, 5, Рівненська обл., тел. (03633) 431-40)","Спільного фінансування (утримання) суб’єктами співробітництва підприємств, установ або організацій комунальної форми власності – інфраструктурних об’єктів",2020-08-31,2025-08-31,1,м. Радиаилів,NA,Рівненська,Рівненська м. Радиаилів,NA,5625810100,UA56040290000025511,Радивилівська
621,"Договір співробітництва територіальних громад у формі спільного фінансування (утримання) підприємств, установ та організацій комунальної форми власності «Комплексна дитячо-юнацька спортивна школа»",2020-09-15T00:00:00Z,"Радивилівська міська рада (м. Радиаилів, вул. Паркова, 5, Рівненська обл., тел. (03633) 431-40)","Спільного фінансування (утримання) суб’єктами співробітництва підприємств, установ або організацій комунальної форми власності – інфраструктурних об’єктів",2020-08-31,2025-08-31,2,с. Крупець,NA,Рівненська,Рівненська NA с. Крупець,NA,5625884801,UA56040150000039275,Крупецька
622,"Договір співробітництва територіальних громад у формі спільного фінансування (утримання) підприємств, установ та організацій комунальної форми власності «Школа мистецтв»",2020-09-15T00:00:00Z,"Радивилівська міська рада (м. Радиаилів, вул. Паркова, 5, Рівненська обл., тел. (03633) 431-40)","Спільного фінансування (утримання) суб’єктами співробітництва підприємств, установ або організацій комунальної форми власності – інфраструктурних об’єктів",2020-08-31,2025-08-31,1,м. Радиаилів,NA,Рівненська,Рівненська м. Радиаилів,NA,5625810100,UA56040290000025511,Радивилівська
622,"Договір співробітництва територіальних громад у формі спільного фінансування (утримання) підприємств, установ та організацій комунальної форми власності «Школа мистецтв»",2020-09-15T00:00:00Z,"Радивилівська міська рада (м. Радиаилів, вул. Паркова, 5, Рівненська обл., тел. (03633) 431-40)","Спільного фінансування (утримання) суб’єктами співробітництва підприємств, установ або організацій комунальної форми власності – інфраструктурних об’єктів",2020-08-31,2025-08-31,2,с. Крупець,NA,Рівненська,Рівненська NA с. Крупець,NA,5625884801,UA56040150000039275,Крупецька
623,"Договір співробітництва територіальних громад у формі спільного фінансування (утримання) підприємств, установ та організацій комунальної форми власності «Будинок школяра»",2020-09-15T00:00:00Z,"Радивилівська міська рада (м. Радиаилів, вул. Паркова, 5, Рівненська обл., тел. (03633) 431-40)","Спільного фінансування (утримання) суб’єктами співробітництва підприємств, установ або організацій комунальної форми власності – інфраструктурних об’єктів",2020-08-31,2025-08-31,1,м. Радиаилів,NA,Рівненська,Рівненська м. Радиаилів,NA,5625810100,UA56040290000025511,Радивилівська
623,"Договір співробітництва територіальних громад у формі спільного фінансування (утримання) підприємств, установ та організацій комунальної форми власності «Будинок школяра»",2020-09-15T00:00:00Z,"Радивилівська міська рада (м. Радиаилів, вул. Паркова, 5, Рівненська обл., тел. (03633) 431-40)","Спільного фінансування (утримання) суб’єктами співробітництва підприємств, установ або організацій комунальної форми власності – інфраструктурних об’єктів",2020-08-31,2025-08-31,2,с. Крупець,NA,Рівненська,Рівненська NA с. Крупець,NA,5625884801,UA56040150000039275,Крупецька
624,Договір про співробітництво територіальних громад у формі реалізації спільного проекту «Громада дружня для людини» облаштування Градизького ЦНАПу,2020-09-29T00:00:00Z,"Гриньківська сільська рада (с. Гриньки, вул. Миколи Лисенка, 36а, Полтавська обл., Глобинський р-н, тел. (05365) 313-31)","Реалізація спільних проектів, що передбачає координацію діяльності суб’єктів співробітництва та акумулювання ними на визначений період ресурсів з метою спільного здійснення відповідних заходів",2021-01-01,2021-12-31,1,с. Гриньки,NA,Полтавська,Полтавська NA с. Гриньки,NA,5320681701,UA53020050000041411,Градизька
624,Договір про співробітництво територіальних громад у формі реалізації спільного проекту «Громада дружня для людини» облаштування Градизького ЦНАПу,2020-09-29T00:00:00Z,"Гриньківська сільська рада (с. Гриньки, вул. Миколи Лисенка, 36а, Полтавська обл., Глобинський р-н, тел. (05365) 313-31)","Реалізація спільних проектів, що передбачає координацію діяльності суб’єктів співробітництва та акумулювання ними на визначений період ресурсів з метою спільного здійснення відповідних заходів",2021-01-01,2021-12-31,2,смт. Градизьк,Глобинський,Полтавська,Полтавська Глобинський смт Градизьк,NA,5320655400,UA53020050000041411,Градизька
625,"Договір про співробітництво територіальних громад у формі реалізації спільного проекту «Капітальний ремонт покрівлі ДНЗ ясла-садок «Берізка» по вул. Свято-Михайлівській, № 12 в смт. Опішні Зіньківського району Полтавської області»",2020-10-06T00:00:00Z,"Опішнянська селищна рада (смт. Опішня, вул. Перемоги, 3, Зіньковецький р-н, Полтавська обл., тел. (05353) 428-04)","Реалізація спільних проектів, що передбачає координацію діяльності суб’єктів співробітництва та акумулювання ними на визначений період ресурсів з метою спільного здійснення відповідних заходів",2021-01-01,2022-01-01,1,смт. Опішня,Зіньковецький,Полтавська,Полтавська Зіньковецький смт Опішня,NA,5321355400,UA53080350000070563,Опішнянська
625,"Договір про співробітництво територіальних громад у формі реалізації спільного проекту «Капітальний ремонт покрівлі ДНЗ ясла-садок «Берізка» по вул. Свято-Михайлівській, № 12 в смт. Опішні Зіньківського району Полтавської області»",2020-10-06T00:00:00Z,"Опішнянська селищна рада (смт. Опішня, вул. Перемоги, 3, Зіньковецький р-н, Полтавська обл., тел. (05353) 428-04)","Реалізація спільних проектів, що передбачає координацію діяльності суб’єктів співробітництва та акумулювання ними на визначений період ресурсів з метою спільного здійснення відповідних заходів",2021-01-01,2022-01-01,2,с. Батьки,Зіньковецький,Полтавська,Полтавська Зіньковецький с. Батьки,NA,5321380701,UA53080350000070563,Опішнянська
626,Договір про співробітництво територіальних громад у формі реалізації спільного проекту «Придбання автобусів для комунального підприємства «Єдиний розрахунковий центр» Чигиринської міськох ради з метою налогодження стабільного транспортного сполучення»,2020-10-21T00:00:00Z,"Чигиринська міська рада (м. Чигирин, вул. Б.Хмельницького, 19, Черкаська обл., тел. (04730) 259-77)","Реалізація спільних проектів, що передбачає координацію діяльності суб’єктів співробітництва та акумулювання ними на визначений період ресурсів з метою спільного здійснення відповідних заходів",2020-10-13,2021-10-13,2,с. Вершаці,NA,Черкаська,Черкаська NA с. Вершаці,NA,7125481001,UA71080510000028067,Чигиринська
626,Договір про співробітництво територіальних громад у формі реалізації спільного проекту «Придбання автобусів для комунального підприємства «Єдиний розрахунковий центр» Чигиринської міськох ради з метою налогодження стабільного транспортного сполучення»,2020-10-21T00:00:00Z,"Чигиринська міська рада (м. Чигирин, вул. Б.Хмельницького, 19, Черкаська обл., тел. (04730) 259-77)","Реалізація спільних проектів, що передбачає координацію діяльності суб’єктів співробітництва та акумулювання ними на визначений період ресурсів з метою спільного здійснення відповідних заходів",2020-10-13,2021-10-13,3,с. Іванівка,NA,Черкаська,Черкаська NA с. Іванівка,NA,7125482001,UA71080510000028067,Чигиринська
626,Договір про співробітництво територіальних громад у формі реалізації спільного проекту «Придбання автобусів для комунального підприємства «Єдиний розрахунковий центр» Чигиринської міськох ради з метою налогодження стабільного транспортного сполучення»,2020-10-21T00:00:00Z,"Чигиринська міська рада (м. Чигирин, вул. Б.Хмельницького, 19, Черкаська обл., тел. (04730) 259-77)","Реалізація спільних проектів, що передбачає координацію діяльності суб’єктів співробітництва та акумулювання ними на визначений період ресурсів з метою спільного здійснення відповідних заходів",2020-10-13,2021-10-13,4,с. Новоселиця,NA,Черкаська,Черкаська NA с. Новоселиця,NA,7125484501,UA71080510000028067,Чигиринська
627,"Договір співробітництва територіальних громад у формі спільного фінансування (утримання) закладів, установ, підприємств що перебувають у комунальній власності Межівської селищної територіальної громади та забезпечують надання послуг у сфері освіти, культури, охорони здоров’я, наданна адміністративних послуг жителям Межівської селищної, Новопавлівської сільськох територіальних громад на 2020-2022 роки",2020-11-19T00:00:00Z,"Межівська селищна рада (смт. Межова, вул. ім Грушевського ,9, Межівський р-н, Дніпропетровська обл., тел. (05630)60-462)","Спільного фінансування (утримання) суб’єктами співробітництва підприємств, установ або організацій комунальної форми власності – інфраструктурних об’єктів",2020-11-10,2022-12-31,1,смт. Межова,Межівський,Дніпропетровська,Дніпропетровська Межівський смт Межова,NA,1222655100,UA12140150000054570,Межівська
629,Договір співробітництва територіальних громад у формі спільного фінансування (утримання) комунальної установи «Клеванський інклюзивно-ресурсний центр»,2020-12-04T00:00:00Z,"Клеванська селищна рада (смт. Клевань, вул. І. Франка, 20, Рівненський р-н, Рівненська обл., тел. (0362) 2710-07)","Спільного фінансування (утримання) суб’єктами співробітництва підприємств, установ або організацій комунальної форми власності – інфраструктурних об’єктів",2020-09-17,2023-04-10,1,смт. Клевань,Рівненський,Рівненська,Рівненська Рівненський смт Клевань,NA,5624655400,UA56060290000044465,Клеванська
629,Договір співробітництва територіальних громад у формі спільного фінансування (утримання) комунальної установи «Клеванський інклюзивно-ресурсний центр»,2020-12-04T00:00:00Z,"Клеванська селищна рада (смт. Клевань, вул. І. Франка, 20, Рівненський р-н, Рівненська обл., тел. (0362) 2710-07)","Спільного фінансування (утримання) суб’єктами співробітництва підприємств, установ або організацій комунальної форми власності – інфраструктурних об’єктів",2020-09-17,2023-04-10,2,с. Деражне,Костопілький,Рівненська,Рівненська Костопілький с. Деражне,NA,5623481601,UA56060190000073111,Деражненська
629,Договір співробітництва територіальних громад у формі спільного фінансування (утримання) комунальної установи «Клеванський інклюзивно-ресурсний центр»,2020-12-04T00:00:00Z,"Клеванська селищна рада (смт. Клевань, вул. І. Франка, 20, Рівненський р-н, Рівненська обл., тел. (0362) 2710-07)","Спільного фінансування (утримання) суб’єктами співробітництва підприємств, установ або організацій комунальної форми власності – інфраструктурних об’єктів",2020-09-17,2023-04-10,3,с. Деражне,Костопілький,Рівненська,Рівненська Костопілький с. Деражне,NA,5623481601,UA56060190000073111,Деражненська
632,"Договір співробітництва територіальних громад у формі спільного фінансування (утримання) підприємств, установ та організацій комунальної форми власності «Сервіс» Печерсько-Роменської сільської ради»",2021-01-20T00:00:00Z,"Петрівсько-Роменська сільська рада (с. Петрівка-Роменська, вул. Соборна,35, Гадяцький р-н, Полтавська обл., тел. (05354) 585-42)","Спільного фінансування (утримання) суб’єктами співробітництва підприємств, установ або організацій комунальної форми власності – інфраструктурних об’єктів",2020-12-24,2023-04-10,3,с. Лютенська,Гадяцький,Полтавська,Полтавська Гадяцький с. Лютенська,NA,5320484401,UA53060210000044776,Лютенська
633,"Договір співробітництва територіальних громад у формі спільного фінансування (утримання) підприємств, установ та організацій комунальної форми власності «Олексіївський опорний заклад середньої освіти» Смирновськлї сільської ради Більмацького р-ну Запоріжської обл.»",2021-01-20T00:00:00Z,"Смирнівська сільська рада (с. Смирнове, вул. Торгова, 1, Більмацький р-н, Запорізька обл.. тел.9 06147) 743-45)","Спільного фінансування (утримання) суб’єктами співробітництва підприємств, установ або організацій комунальної форми власності – інфраструктурних об’єктів",2021-01-01,2021-12-31,2,смт. Більмак,Більмацький,Запорізька,Запорізька Більмацький смт Більмак,NA,2322755400,UA23100090000029171,Комиш-Зорянська
634,"Договір співробітництва територіальних громад у формі спільного фінансування (утримання) підприємств, установ та організацій комунальної форми власності «Більмацький центр творчості дітей та юнацтва»",2021-01-20T00:00:00Z,"Більмацька селищна рада (смт. Більмак, вул. Центральна, 56, Більмацький р-н, Запорізька обл., тел. (06147) 218-10)","Спільного фінансування (утримання) суб’єктами співробітництва підприємств, установ або організацій комунальної форми власності – інфраструктурних об’єктів",2021-01-01,2023-04-10,1,смт. Більмак,Більмацький,Запорізька,Запорізька Більмацький смт Більмак,NA,2322755400,UA23100090000029171,Комиш-Зорянська
