legal_entity_id,legal_entity_name,legal_entity_edrpou,care_type,property_type,legal_entity_email,legal_entity_website,legal_entity_phone,legal_entity_owner_name,registration_area,registration_settlement,registration_address,lat,lng
eaaa8fec-de8e-4b32-a824-d3428c1d5ccb,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ХЕРСОНСЬКИЙ МІСЬКИЙ ГЕРІАТРИЧНИЙ ЦЕНТР"" ХЕРСОНСЬКОЇ МІСЬКОЇ РАДИ",14135206,Спеціалізована,Комунальна,geriatrya@ukr.net,"","+380502583915, +380552339180",Скороход Ріта Анатоліївна,ХЕРСОНСЬКА,ХЕРСОН,"Україна, 73488, Херсонська обл., місто Херсон, село Степанівка, ВУЛИЦЯ ДЖОНА ГОВАРДА, будинок 63",46.6965482,32.5721567
1fd8df23-375f-4ea6-8751-bb7a3368ee5d,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""ВОЛИНСЬКА ОБЛАСНА ПСИХІАТРИЧНА ЛІКАРНЯ М.ЛУЦЬКА"" ВОЛИНСЬКОЇ ОБЛАСНОЇ РАДИ",05384318,Спеціалізована,Комунальна,vopl1@ukr.net,vopl1.lutsk.in.ua,"+380332774903, +380332774903",Юрко Людмила Михайлівна,ВОЛИНСЬКА,ЛИПИНИ,"Україна, 45601, Волинська обл., Луцький р-н, село Липини, ВУЛИЦЯ ТЕРЕМНІВСЬКА, будинок 98",50.7613644,25.3864613
bd9822fa-45cf-4c9d-acfb-0235e2a98e67,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""БУЦЬКИЙ СЕЛИЩНИЙ ЦЕНТР НАДАННЯ ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ "" БУЦЬКОЇ СЕЛИЩНОЇ РАДИ",43326750,Первинна,Комунальна,bukyotg_kpmsd@ukr.net,"",+380967602939,Шепеляк Марина Петрівна,ЧЕРКАСЬКА,БУКИ,"Україна, 20114, Черкаська обл., Уманський р-н, селище міського типу Буки, вул.Пушкіна, будинок 1",49.0945366,30.4050589
8748e175-0dc2-4910-a45c-d05e7a88b8a5,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОДЕСЬКИЙ ОБЛАСНИЙ КОНСУЛЬТАТИВНО-ДІАГНОСТИЧНИЙ ЦЕНТР"" ОДЕСЬКОЇ ОБЛАСНОЇ РАДИ""",33386813,Первинна,Комунальна,ookdc2022@ukr.net,"",+380487055380,Гульченко Дмитро Юрійович,ОДЕСЬКА,ОДЕСА,"Україна, 65049, Одеська обл., місто Одеса, ВУЛИЦЯ СУДНОБУДІВНА, будинок 1",46.433088,30.7401099
3cda4b69-bd12-474b-a23c-07dc082c9238,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ГОЛОВАНІВСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ"" ГОЛОВАНІВСЬКОЇ СЕЛИЩНОЇ РАДИ",01995137,Спеціалізована,Комунальна,lik.golov@ukr.net,"",+380525221603,Іванець Ілля Сергійович,КІРОВОГРАДСЬКА,ГОЛОВАНІВСЬК,"Україна, 26500, Кіровоградська обл., Голованівський р-н, селище міського типу Голованівськ, ВУЛИЦЯ НЕЗАЛЕЖНОСТІ, будинок 2",48.3818964,30.4705846
639999b6-26fb-4d7e-a123-67ac4529f19c,БІЛИШКО ДМИТРО ВІТАЛІЙОВИЧ,ФОП,Первинна,ФОП,dr.bilyshko@gmail.com,"",+380999212231,Білишко Дмитро Віталійович,ПОЛТАВСЬКА,КРЕМЕНЧУК,"Україна, 39600, Полтавська обл., місто Кременчук, ПРОВУЛОК ГЕРОЇВ БРЕСТА, будинок 63, квартира 29",49.088699,33.4205937
5184e893-ffb0-4856-9a3c-a69f646f8a5b,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ВЕСЕЛИНІВСЬКА РАЙОННА ЛІКАРНЯ"" ВЕСЕЛИНІВСЬКОЇ СЕЛИЩНОЇ РАДИ",01998437,Спеціалізована,Комунальна,ves_crb@ukr.net,"","+380673013459, +380516321440",Приходько Олександр Анатолійович,МИКОЛАЇВСЬКА,ВЕСЕЛИНОВЕ,"Україна, 57001, Миколаївська обл., Вознесенський р-н, селище міського типу Веселинове, вул.Одеська, будинок 82",47.355543,31.2376558
24284865-5958-41e8-ae0f-21eadce15591,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ТЕРНІВСЬКА ЦЕНТРАЛЬНА МІСЬКА ЛІКАРНЯ"" ТЕРНІВСЬКОЇ МІСЬКОЇ РАДИ""",01987445,Спеціалізована,Комунальна,ternivkacml@gmail.com,"",+380505648328,Крадько  Микола  Маркович,ДНІПРОПЕТРОВСЬКА,ТЕРНІВКА,"Україна, 51500, Дніпропетровська обл., місто Тернівка, ВУЛИЦЯ МАЯКОВСЬКОГО, будинок 22",48.5299647,36.0780258
16b5d928-d1ed-42a5-adbe-d13d6618944b,"ПРИВАТНЕ ПІДПРИЄМСТВО ""Медичний центр ""Радовель""",43884261,Первинна,Приватна (без ФОП),radowell.medcenter@gmail.com,www.radowell-medcenter.com,"+380674576861, +380442993131",Шуневич Наталія Олександрівна,ЖИТОМИРСЬКА,РАДОВЕЛЬ(З),"Україна, 11025, Житомирська обл., Олевський р-н, село Радовель(з), вул.Хоречка Миколи, будинок 4",51.1505012,27.8405461
9df29e9f-39f3-479e-a4e8-57668a489322,Швець Юлія Сергіївна,ФОП,Первинна,ФОП,shadmanova@ukr.net,"",+380635949474,Швець Юлія Сергіївна,М.КИЇВ,КИЇВ,"Україна, 02155, місто Київ, вул.Каунаська, будинок 12, квартира 36",50.43947,30.50726
4eaf05a5-9120-4a14-8ba2-078c657b54a2,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ  ПІДПРИЄМСТВО ""ОБЛАСНЕ ТЕРИТОРІАЛЬНЕ МЕДИЧНЕ ОБ'ЄДНАННЯ М. КРАМАТОРСЬК""",21992649,Спеціалізована,Комунальна,2619151@gmail.com,kramoncology.ucoz.net,+380504713076,Гейко Олександр Володимирович,ДОНЕЦЬКА,КРАМАТОРСЬК,"Україна, 84307, Донецька обл., місто Краматорськ, ВУЛИЦЯ ОЛЕКСИ ТИХОГО, будинок 31",48.7216211,37.5638247
010d8dba-c528-49e2-9849-2419a63d618f,СОКУР ЛАРИСА ЛЕОНІДІВНА,ФОП,Первинна,ФОП,sokurll1980@ukr.net,"",+380993407011,СОКУР ЛАРИСА ЛЕОНІДІВНА,КІРОВОГРАДСЬКА,ОЛЕКСАНДРІЯ,"Україна, 28000, Кіровоградська обл., місто Олександрія, ВУЛИЦЯ ПЕРШОТРАВНЕВА, будинок 51, квартира 119",48.6761845,33.120972
4f2bc0a0-0bd3-4a12-9dea-590ffc0966a5,ВОЗНЮК ЛЮДМИЛА ПЕТРІВНА,ФОП,Первинна,ФОП,voznukcpmsd@ukr.net,"",+380977785184,Вознюк Людмила Петрівна,ХАРКІВСЬКА,ЗОРЯНСЬКЕ,"Україна, 63601, Харківська обл., Шевченківський р-н, село Зорянське, ВУЛИЦЯ ШКІЛЬНА, будинок 63",49.7122373,37.1797473
bdb43bd0-9759-48eb-992b-038a011aece8,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО""ДЕСНЯНСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ДЕСНЯНСЬКОЇ СЕЛИЩНОЇ РАДИ",40893412,Спеціалізована,Комунальна,desna_cpmsd@ukr.net,"",+380464647118,Шинкаренко Олександр Миколайович,ЧЕРНІГІВСЬКА,ДЕСНА,"Україна, 17024, Чернігівська обл., Козелецький р-н, селище міського типу Десна, ВУЛИЦЯ РИБАЛКА, будинок 6",50.9277587,30.7529639
6dc5d959-bc27-45b9-8726-73acd29c67d4,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ІЛЛІНЕЦЬКОЇ МІСЬКОЇ РАДИ",41007217,Первинна,Комунальна,illincy_cpmsd@ukr.net,"","+380961071878, +380434521947",Бабушок Олександр Миколайович,ВІННИЦЬКА,ІЛЛІНЦІ,"Україна, 22700, Вінницька обл., Іллінецький р-н, місто Іллінці, ВУЛИЦЯ ВІЛЬШАНСЬКА, будинок 48",49.1156880,29.196032
558e7c60-d9fb-4ac3-9112-2cd0e7ca7e1c,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ДИТЯЧИЙ МЕДИЧНИЙ ЦЕНТР"" КАМ'ЯНЕЦЬ-ПОДІЛЬСЬКОЇ МІСЬКОЇ РАДИ",26381838,Первинна,Комунальна,dutpolkp2008@ukr.net,"",+380384950215,Очеретенко Тетяна Юхимівна,ХМЕЛЬНИЦЬКА,КАМ'ЯНЕЦЬ-ПОДІЛЬСЬКИЙ,"Україна, 32302, Хмельницька обл., місто Кам'янець-Подільський, ВУЛИЦЯ ЛЕСІ УКРАЇНКИ, будинок 41",48.6758657,26.584331
2ac445a4-7faa-4a2a-ae26-3a7e174cb423,СОБЧУК НІНА МИКОЛАЇВНА,ФОП,Первинна,ФОП,sobchuk-nina@ukr.net,"",+380984085563,Собчук Ніна Миколаївна,ВІННИЦЬКА,УЛАДІВКА(З),"Україна, 22320, Вінницька обл., Літинський р-н, село Уладівка(з), вул.Миру, будинок 10, квартира 1",49.4996345,28.2276245
47150499-fcb5-47ee-87dc-0b0697df52d2,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЗНОБ-НОВГОРОДСЬКА АМБУЛАТОРІЯ ЗАГАЛЬНОЇ ПРАКТИКИ - СІМЕЙНОЇ МЕДИЦИНИ""",34205047,Первинна,Комунальна,znob.bol@gmail.com,"",+380545173103,Половинкіна Аліна Вікторівна,СУМСЬКА,ЗНОБ-НОВГОРОДСЬКЕ,"Україна, 41022, Сумська обл., Середино-Будський р-н, селище міського типу Зноб-Новгородське, ШКІЛЬНА, будинок 17",52.2658994,33.6007677
03841d1a-cf0b-446f-a67d-9becbeebeaf2,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""БУРШТИНСЬКИЙ МІСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" БУРШТИНСЬКОЇ МІСЬКОЇ РАДИ ІВАНО-ФРАНКІВСЬКОЇ ОБЛАСТІ",42244782,Первинна,Комунальна,burshtyn.pervynka@gmail.com,"",+380343844006,Савчин Оксана Михайлівна,ІВАНО-ФРАНКІВСЬКА,БУРШТИН(ПН),"Україна, 77111, Івано-Франківська обл., місто Бурштин(пн), ВУЛИЦЯ ШУХЕВИЧА, будинок 15",49.2488098,24.6275902
aaafac65-c0ec-4878-8a52-f00aa2a003e8,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ТЕРИТОРІАЛЬНЕ МЕДИЧНЕ ОБ'ЄДНАННЯ ""ВІННИЦЬКИЙ ОБЛАСНИЙ ЦЕНТР  ЕКСТРЕНОЇ МЕДИЧНОЇ ДОПОМОГИ ТА МЕДИЦИНИ КАТАСТРОФ ВІННИЦЬКОЇ ОБЛАСНОЇ РАДИ""",36364624,Екстрена,Комунальна,med_katastrof@ukr.net,http://vinemd.org.ua,+380432670120,Пірникоза Анатолій Васильович,ВІННИЦЬКА,ВІННИЦЯ,"Україна, 21018, Вінницька обл., місто Вінниця, ВУЛИЦЯ ПИРОГОВА, будинок 46-А",49.2295349,28.4510605
56564726-93cd-438d-9b72-8eda485958e5,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЗМІЇВСЬКИЙ  ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ЗМІЇВСЬКОЇ МІСЬКОЇ РАДИ ЧУГУЇВСЬКОГО РАЙОНУ ХАРКІВСЬКОЇ ОБЛАСТІ",38897677,Первинна,Комунальна,rc_pmsd.zmiiv@ukr.net,"",+380574734725,Костенко Олена Вікторівна,ХАРКІВСЬКА,ЗМІЇВ,"Україна, 63404, Харківська обл., Зміївський р-н, місто Зміїв, 6-Ї СТРІЛЕЦІКОЇ ДИВІЗІЇ, будинок 1",49.6777603,36.355126
9821a64a-0c2d-41dd-b36e-b9ea54e265ab,СЕРГЄЄВ СЕРГІЙ ОЛЕКСАНДРОВИЧ,ФОП,Первинна,ФОП,iws-j@ukr.net,paracels.one,+380688756248,Сергєєв Сергій Олександрович,КІРОВОГРАДСЬКА,СВІТЛОВОДСЬК,"Україна, 27500, Кіровоградська обл., місто Світловодськ, ВУЛИЦЯ НЕЗАЛЕЖНОСТІ, будинок 18",49.0366809,33.2131496
672b8b55-eb1d-4eac-bc1b-066e288e3a0e,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ВОЛОЦЬКА СІЛЬСЬКА АМБУЛАТОРІЯ ЗАГАЛЬНОЇ ПРАКТИКИ - СІМЕЙНОЇ МЕДИЦИНИ"" ВОЛОКІВСЬКОЇ СІЛЬСЬКОЇ РАДИ ЧЕРНІВЕЦЬКОГО РАЙОНУ ЧЕРНІВЕЦЬКОЇ ОБЛАСТІ",40283348,Спеціалізована,Комунальна,lazpsm.voloka@gmail.com,"",+380373430265,Антохов Анатолій Володимирович,ЧЕРНІВЕЦЬКА,ВОЛОКА,"Україна, 60413, Чернівецька обл., Чернівецький р-н, село Волока, вул.Гагаріна, будинок 31-А",48.1944728,25.9320036
a2947609-b9b4-49ea-81c6-f4dcef585bf7,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ",01991406,Спеціалізована,Комунальна,medisazt@gmail.com,"",+380412438740,Леськів Богдан Богданович,ЖИТОМИРСЬКА,ЖИТОМИР,"Україна, 10002, Житомирська обл., місто Житомир, ВУЛИЦЯ ЧЕРВОНОГО ХРЕСТА, будинок 3",50.2476393,28.6729711
71bf7232-6db3-40a5-964b-0d0773998ccb,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ МІСТА ІЗЮМ"" ІЗЮМСЬКОЇ МІСЬКОЇ РАДИ",37714802,Первинна,Комунальна,izyumzentr@gmail.com,"",+380574322399,Вродзинська Юлія Сергіївна,ХАРКІВСЬКА,ІЗЮМ,"Україна, 64309, Харківська обл., місто Ізюм, ВУЛИЦЯ ПОКРОВСЬКА, будинок 34",49.1913314,37.2791301
428e6fe4-ce98-45c5-9017-f818285d271a,МІНАЄВА ІРИНА ОЛЕКСАНДРІВНА,ФОП,Первинна,ФОП,irinaminaeva300@gmail.com,"",+380990103721,Мінаєва Ірина Олександрівна,ХЕРСОНСЬКА,ЧАПЛИНКА,"Україна, 75200, Херсонська обл., Чаплинський р-н, селище міського типу Чаплинка, ВУЛИЦЯ ГРУШЕВСЬКОГО, будинок 89, квартира 21",46.3701088,33.5418692
