Hromada_category,Region,Raion,Hromada,Hromada_code,Main_council_code,Council_codes_v1,Decision_date_v1,Council_codes_v2,Decision_date_v2,Council_codes_v3,Decision_date_v3,Council_codes_v4,Decision_date_v4,Council_codes_v5,Decision_date_v5,Council_codes_final,voluntary_amalgamation
Утворені в 2020,Одеська область,Білгород-Дністровський район,Дивізійська сільська громада,UA51040030000095700,5125081600,"5125081200,5125081600,5125082400,5125082600,5125084200",2020-08-16,,,,,,,,,"5125081200,5125081600,5125082400,5125082600,5125084200",0
Утворені в 2020,Одеська область,Роздільнянський район,Захарівська селищна громада,UA51140070000052649,5125255100,"5125280500,5125280900,5125281300,5125281900,5125283000,5125283200,5125283600,5125283800,5125284500,5125255100",2020-08-16,,,,,,,,,"5125280500,5125280900,5125281300,5125281900,5125283000,5125283200,5125283600,5125283800,5125284500,5125255100",0
Утворені в 2020,Одеська область,Березівський район,Старомаяківська сільська громада,UA51020250000084082,5125485600,"5125480700,5125482900,5125483400,5125485600,5125486000",2020-08-16,,,,,,,,,"5125480700,5125482900,5125483400,5125485600,5125486000",0
Утворені в 2020,Полтавська область,Полтавський район,Полтавська міська громада,UA53080370000025447,5310100000,"5324080100,5324080200,5324080300,5324080700,5324081400,5324081900,5324082400,5324085200,5324085700,5324086900,5310100000",2020-08-16,,,,,,,,,"5324080100,5324080200,5324080300,5324080700,5324081400,5324081900,5324082400,5324085200,5324085700,5324086900,5310100000",0
Утворені в 2020,Полтавська область,Кременчуцький район,Кременчуцька міська громада,UA53020110000092487,5310400000,"5322484400,5310400000",2020-08-16,,,,,,,,,"5322484400,5310400000",0
Утворені в 2020,Полтавська область,Лубенський район,Лубенська міська громада,UA53040030000088898,5310700000,"5322880400,5322881100,5322880300,5322881400,5322881200,5322886600,5322883900,5322884000,5322884600,5322884900,5322885100,5322885300,5322888900,5322882700,5322883200,5322885400,5322886200,5322887400,5322887900,5310700000",2020-08-16,,,,,,,,,"5322880400,5322881100,5322880300,5322881400,5322881200,5322886600,5322883900,5322884000,5322884600,5322884900,5322885100,5322885300,5322888900,5322882700,5322883200,5322885400,5322886200,5322887400,5322887900,5310700000",0
Утворені в 2020,Полтавська область,Миргородський район,Миргородська міська громада,UA53060230000098362,5310900000,"5323280200,5323281200,5323281400,5323281800,5323282200,5323282800,5323285200,5323287500,5323288200,5323289200,5323289600,5310900000",2020-08-16,,,,,,,,,"5323280200,5323281200,5323281400,5323281800,5323282200,5323282800,5323285200,5323287500,5323288200,5323289200,5323289600,5310900000",0
Утворені в 2020,Полтавська область,Миргородський район,Лютенська сільська громада,UA53060210000044776,5320484400,"5320484100,5320484400,5320485500,5320487800",2020-08-16,,,,,,,,,"5320484100,5320484400,5320485500,5320487800",0
Утворені в 2020,Полтавська область,Кременчуцький район,Градизька селищна громада,UA53020050000041411,5320655400,"5320680700,5320681000,5320681400,5320655400,5320681700,5320686800,5320687200,5320688100",2020-08-16,,,,,,,,,"5320680700,5320681000,5320681400,5320655400,5320681700,5320686800,5320687200,5320688100",0
Утворені в 2020,Полтавська область,Полтавський район,Диканська селищна громада,UA53080050000011754,5321055100,"5321080400,5321080800,5321081300,5321081700,5321082000,5321082600,5321055100,5321084000,5321084100,5321084200,5321084500,5321084900,5321085800",2020-08-16,,,,,,,,,"5321080400,5321080800,5321081300,5321081700,5321082000,5321082600,5321055100,5321084000,5321084100,5321084200,5321084500,5321084900,5321085800",0
Утворені в 2020,Полтавська область,Полтавський район,Карлівська міська громада,UA53080110000062015,5321610100,"5321681200,5321610100,5321682900,5321683400,5321683800",2020-08-16,,,,,,,,,"5321681200,5321610100,5321682900,5321683400,5321683800",0
Утворені в 2020,Полтавська область,Полтавський район,Мартинівська сільська громада,UA53080210000072644,5321685600,"5321680400,5321680700,5321685600",2020-08-16,,,,,,,,,"5321680400,5321680700,5321685600",0
Утворені в 2020,Полтавська область,Полтавський район,Кобеляцька міська громада,UA53080130000014699,5321810100,"5321880400,5321880900,5321885400,5321881700,5321882200,5321882600,5321883000,5321810100,5321884200,5321884400,5321883200,5321884500,5321885100,5321885700,5321885800,5321886000,5321886400,5321886500,5321888000",2020-08-16,,,,,,,,,"5321880400,5321880900,5321885400,5321881700,5321882200,5321882600,5321883000,5321810100,5321884200,5321884400,5321883200,5321884500,5321885100,5321885700,5321885800,5321886000,5321886400,5321886500,5321888000",0
Утворені в 2020,Полтавська область,Полтавський район,Білицька селищна громада,UA53080010000088479,5321855300,"5321855300,5321880700,5321881800,5321882000,5321884600,5321886600,5321887500",2020-08-16,,,,,,,,,"5321855300,5321880700,5321881800,5321882000,5321884600,5321886600,5321887500",0
Утворені в 2020,Полтавська область,Полтавський район,Котелевська селищна громада,UA53080170000047487,5322255100,"5322280400,5322281300,5322255100,5322285000",2020-08-16,,,,,,,,,"5322280400,5322281300,5322255100,5322285000",0
Утворені в 2020,Полтавська область,Полтавський район,Великорублівська сільська громада,UA53080030000061078,5322280800,"5322280800,5322281500,5322281900,5322282500,5322283700,5322283000",2020-08-16,,,,,,,,,"5322280800,5322281500,5322281900,5322282500,5322283700,5322283000",0
Утворені в 2020,Полтавська область,Кременчуцький район,Кам'янопотоківська сільська громада,UA53020070000049284,5322481700,"5322480400,5322481700",2020-08-16,,,,,,,,,"5322480400,5322481700",0
Утворені в 2020,Полтавська область,Миргородський район,Заводська міська громада,UA53060130000040567,5322610600,"5322681100,5322610600,5322684900",2020-08-16,,,,,,,,,"5322681100,5322610600,5322684900",0
Утворені в 2020,Полтавська область,Миргородський район,Комишнянська селищна громада,UA53060150000093603,5323255400,"5323282400,5323283400,5323255400,5323284600,5323286000,5323288600,5323288900",2020-08-16,,,,,,,,,"5323282400,5323283400,5323255400,5323284600,5323286000,5323288600,5323288900",0
Утворені в 2020,Полтавська область,Лубенський район,Оржицька селищна громада,UA53040070000083099,5323655100,"5323680800,5323681300,5323681600,5323682200,5323683600,5323683800,5323655100,5323684200,5323684600,5323685100,5323685600,5323685900,5323686400,5323687000,5323687700,5323688200",2020-08-16,,,,,,,,,"5323680800,5323681300,5323681600,5323682200,5323683600,5323683800,5323655100,5323684200,5323684600,5323685100,5323685600,5323685900,5323686400,5323687000,5323687700,5323688200",0
Утворені в 2020,Полтавська область,Лубенський район,Хорольська міська громада,UA53040110000034949,5324810100,"5324880300,5324881200,5324881900,5324883800,5324887000,5324883200,5324881500,5324882600,5324884200,5324884400,5324884600,5324880600,5324885000,5324885700,5324885400,5324886200,5324886500,5324810100,5324887700,5324888200",2020-08-16,,,,,,,,,"5324880300,5324881200,5324881900,5324883800,5324887000,5324883200,5324881500,5324882600,5324884200,5324884400,5324884600,5324880600,5324885000,5324885700,5324885400,5324886200,5324886500,5324810100,5324887700,5324888200",0
Утворені в 2020,Полтавська область,Полтавський район,Чутівська селищна громада,UA53080450000087891,5325455100,"5325480300,5325482700,5325480400,5325481200,5325481600,5325483200,5325484200,5325455100",2020-08-16,,,,,,,,,"5325480300,5325482700,5325480400,5325481200,5325481600,5325483200,5325484200,5325455100",0
Утворені в 2020,Рівненська область,Рівненський район,Рівненська міська громада,UA56060470000086729,5610100000,"5624655300,5610100000",2020-08-16,,,,,,,,,"5624655300,5610100000",0
Утворені в 2020,Рівненська область,Рівненський район,Березнівська міська громада,UA56060030000057923,5620410100,"5620480400,5620410100,5620481800,5620481600,5620482200,5620482700,5620483200,5620483600,5620484000,5620484800,5620485300,5620485700,5620487000,5620487600,5620488300,5620488600,5620489800",2020-08-16,,,,,,,,,"5620480400,5620410100,5620481800,5620481600,5620482200,5620482700,5620483200,5620483600,5620484000,5620484800,5620485300,5620485700,5620487000,5620487600,5620488300,5620488600,5620489800",0
Утворені в 2020,Рівненська область,Рівненський район,Соснівська селищна громада,UA56060490000031684,5620455700,"5620484400,5620486600,5620455700,5620488900",2020-08-16,,,,,,,,,"5620484400,5620486600,5620455700,5620488900",0
Утворені в 2020,Рівненська область,Вараський район,Володимирецька селищна громада,UA56020050000087443,5620855100,"5620881300,5620880900,5620881800,5620855100,5620882600,5620883400,5620883800,5620885800,5620886600,5620888300,5620889500,5620889800",2020-08-16,,,,,,,,,"5620881300,5620880900,5620881800,5620855100,5620882600,5620883400,5620883800,5620885800,5620886600,5620888300,5620889500,5620889800",0
Утворені в 2020,Рівненська область,Рівненський район,Гощанська селищна громада,UA56060170000073171,5621255100,"5621280800,5621281500,5621255100,5621282100,5621282300,5621282700,5621283200,5621283600,5621284000,5621284400,5621284800,5621285100,5621285400,5621287100,5621286700,5621287500,5621287800,5621288400,5621288900",2020-08-16,,,,,,,,,"5621280800,5621281500,5621255100,5621282100,5621282300,5621282700,5621283200,5621283600,5621284000,5621284400,5621284800,5621285100,5621285400,5621287100,5621286700,5621287500,5621287800,5621288400,5621288900",0
Утворені в 2020,Рівненська область,Дубенський район,Варковицька сільська громада,UA56040050000074861,5621680800,"5621680800,5621684700,5621687000",2020-08-16,,,,,,,,,"5621680800,5621684700,5621687000",0
Утворені в 2020,Рівненська область,Дубенський район,Вербська сільська громада,UA56040070000046270,5621681200,"5621681200,5621688500",2020-08-16,,,,,,,,,"5621681200,5621688500",0
Утворені в 2020,Рівненська область,Сарненський район,Дубровицька міська громада,UA56080070000040721,5621810100,"5621880400,5621880600,5621880900,5621881300,5621880700,5621810100,5621882800,5621883400,5621883900,5621884600,5621885400,5621885600,5621885900,5621886900,5621887300,5621887700,5621888200",2020-08-16,,,,,,,,,"5621880400,5621880600,5621880900,5621881300,5621880700,5621810100,5621882800,5621883400,5621883900,5621884600,5621885400,5621885600,5621885900,5621886900,5621887300,5621887700,5621888200",0
Утворені в 2020,Рівненська область,Вараський район,Зарічненська селищна громада,UA56020070000060676,5622255100,"5622280400,5622280700,5622281000,5622255100,5622282000,5622283200,5622283600,5622284400,5622285300,5622285700,5622286600",2020-08-16,,,,,,,,,"5622280400,5622280700,5622281000,5622255100,5622282000,5622283200,5622283600,5622284400,5622285300,5622285700,5622286600",0
Утворені в 2020,Рівненська область,Рівненський район,Здолбунівська міська громада,UA56060250000052338,5622610100,"5622680600,5622681600,5622610100,5622682800,5622684600,5622685300",2020-08-16,,,,,,,,,"5622680600,5622681600,5622610100,5622682800,5622684600,5622685300",0
Утворені в 2020,Рівненська область,Рівненський район,Мізоцька селищна громада,UA56060410000055190,5622655400,"5622680400,5622680800,5622681200,5622681800,5622681900,5622683400,5622655400,5622684800,5622685100,5622685600,5622685800,5622685700",2020-08-16,,,,,,,,,"5622680400,5622680800,5622681200,5622681800,5622681900,5622683400,5622655400,5622684800,5622685100,5622685600,5622685800,5622685700",0
Утворені в 2020,Рівненська область,Рівненський район,Здовбицька сільська громада,UA56060230000076543,5622682000,"5622682000,5622683800,5622687000,5622687600",2020-08-16,,,,,,,,,"5622682000,5622683800,5622687000,5622687600",0
Утворені в 2020,Рівненська область,Рівненський район,Корецька міська громада,UA56060310000066585,5623010100,"5623080400,5623080800,5623081400,5623081600,5623081800,5623082000,5623082200,5623082600,5623083400,5623010100,5623084200,5623084700,5623085200,5623086000,5623086300,5623086700,5623087500,5623087900,5623088400",2020-08-16,,,,,,,,,"5623080400,5623080800,5623081400,5623081600,5623081800,5623082000,5623082200,5623082600,5623083400,5623010100,5623084200,5623084700,5623085200,5623086000,5623086300,5623086700,5623087500,5623087900,5623088400",0
Утворені в 2020,Рівненська область,Рівненський район,Великомежиріцька сільська громада,UA56060090000066065,5623081000,"5623081000,5623083000,5623085600,5623086500,5623086900,5623087400,5623088800",2020-08-16,,,,,,,,,"5623081000,5623083000,5623085600,5623086500,5623086900,5623087400,5623088800",0
Утворені в 2020,Рівненська область,Рівненський район,Костопільська міська громада,UA56060350000045909,5623410100,"5623480400,5623480600,5623481200,5623483400,5623410100,5623484200,5623484600,5623486900,5623486000,5623486500,5623487800",2020-08-16,,,,,,,,,"5623480400,5623480600,5623481200,5623483400,5623410100,5623484200,5623484600,5623486900,5623486000,5623486500,5623487800",0
Утворені в 2020,Рівненська область,Рівненський район,Білокриницька сільська громада,UA56060050000010769,5624680700,"5624680700,5624683000,5624689800",2020-08-16,,,,,,,,,"5624680700,5624683000,5624689800",0
Утворені в 2020,Рівненська область,Рівненський район,Городоцька сільська громада,UA56060150000079268,5624683300,"5624681100,5624683300,5624687400",2020-08-16,,,,,,,,,"5624681100,5624683300,5624687400",0
Утворені в 2020,Рівненська область,Рівненський район,Зорянська сільська громада,UA56060270000047362,5624684900,"5624684900,5624687900",2020-08-16,,,,,,,,,"5624684900,5624687900",0
Утворені в 2020,Рівненська область,Сарненський район,Рокитнівська селищна громада,UA56080150000069525,5625055100,"5625080400,5625081300,5625081700,5625083800,5625084400,5625085000,5625055100,5625085600,5625086200,5625055500,5625087400",2020-08-16,,,,,,,,,"5625080400,5625081300,5625081700,5625083800,5625084400,5625085000,5625055100,5625085600,5625086200,5625055500,5625087400",0
Утворені в 2020,Рівненська область,Сарненський район,Березівська сільська громада,UA56080010000083302,5625080800,"5625080800,5625082600,5625083200",2020-08-16,,,,,,,,,"5625080800,5625082600,5625083200",0
Утворені в 2020,Рівненська область,Сарненський район,Сарненська міська громада,UA56080170000055864,5625410100,"5625482500,5620883000,5625480500,5625482800,5625483400,5625484400,5625484800,5625485800,5625410100,5625487200,5625487600",2020-08-16,,,,,,,,,"5625482500,5620883000,5625480500,5625482800,5625483400,5625484400,5625484800,5625485800,5625410100,5625487200,5625487600",0
Утворені в 2020,Сумська область,Шосткинський район,Глухівська міська громада,UA59100030000078744,5910300000,"5921580400,5921581000,5921582300,5921584000,5921584400,5921584800,5921586000,5921588300,5910300000",2020-08-16,,,,,,,,,"5921580400,5921581000,5921582300,5921584000,5921584400,5921584800,5921586000,5921588300,5910300000",0
Утворені в 2020,Сумська область,Сумський район,Лебединська міська громада,UA59080110000034361,5910500000,"5922980400,5922980800,5922981200,5922981600,5922982000,5922982400,5922982700,5922983200,5922983700,5922984200,5922984600,5922985200,5922985800,5922986200,5922986500,5922986900,5922987100,5922987300,5922987800,5922988200,5922989100,5922989600,5910500000",2020-08-16,,,,,,,,,"5922980400,5922980800,5922981200,5922981600,5922982000,5922982400,5922982700,5922983200,5922983700,5922984200,5922984600,5922985200,5922985800,5922986200,5922986500,5922986900,5922987100,5922987300,5922987800,5922988200,5922989100,5922989600,5910500000",0
Утворені в 2020,Сумська область,Роменський район,Роменська міська громада,UA59060110000049734,5910700000,"5924182000,5924182300,5924183200,5924184100,5924184700,5924185800,5924185000,5924185400,5924186100,5924186400,5924187100,5924187300,5924187600,5924187900,5924188200,5924188500,5910700000",2020-08-16,,,,,,,,,"5924182000,5924182300,5924183200,5924184100,5924184700,5924185800,5924185000,5924185400,5924186100,5924186400,5924187100,5924187300,5924187600,5924187900,5924188200,5924188500,5910700000",0
Утворені в 2020,Сумська область,Сумський район,Ворожбянська міська громада,UA59080070000062635,5920610300,"5920610300,5920683900,5920687800,5920689500",2020-08-16,,,,,,,,,"5920610300,5920683900,5920687800,5920689500",0
Утворені в 2020,Сумська область,Охтирський район,Великописарівська селищна громада,UA59040030000060142,5921255100,"5921255100,5921280500,5921281300,5921281700,5921283200,5921283600,5921284000,5921285200,5921286300",2020-08-16,,,,,,,,,"5921255100,5921280500,5921281300,5921281700,5921283200,5921283600,5921284000,5921285200,5921286300",0
Утворені в 2020,Сумська область,Шосткинський район,Есманьська селищна громада,UA59100070000019079,5921555500,"5921580700,5921581500,5921583200,5921585200,5921586800,5921587500,5921587900,5921588600,5921589000,5921555500,5921589800",2020-08-16,,,,,,,,,"5921580700,5921581500,5921583200,5921585200,5921586800,5921587500,5921587900,5921588600,5921589000,5921555500,5921589800",0
Утворені в 2020,Сумська область,Конотопський район,Попівська сільська громада,UA59020130000060377,5922086600,"5922080800,5922081100,5922082600,5922084100,5922084500,5922085000,5922085400,5922085800,5922086000,5922086400,5922086600,5922086900,5922087800,5922088700,5922089000,5922089600",2020-08-16,,,,,,,,,"5922080800,5922081100,5922082600,5922084100,5922084500,5922085000,5922085400,5922085800,5922086000,5922086400,5922086600,5922086900,5922087800,5922088700,5922089000,5922089600",0
Утворені в 2020,Сумська область,Роменський район,Хмелівська сільська громада,UA59060150000055022,5924189400,"5920987900,5924181700,5924184900,5924188800,5924189100,5924189400",2020-08-16,,,,,,,,,"5920987900,5924181700,5924184900,5924188800,5924189100,5924189400",0
Утворені в 2020,Сумська область,Шосткинський район,Середино-Будська міська громада,UA59100130000041016,5924410100,"5924480400,5924481300,5924482200,5924484800,5924485200,5924485600,5924410100,5924486300,5924487600",2020-08-16,,,,,,,,,"5924480400,5924481300,5924482200,5924484800,5924485200,5924485600,5924410100,5924486300,5924487600",0
Утворені в 2020,Сумська область,Сумський район,Садівська сільська громада,UA59080230000084731,5924786800,"5922983000,5924782000,5924755500,5924786800,5924787300,5924787900,5924789100",2020-08-16,,,,,,,,,"5922983000,5924782000,5924755500,5924786800,5924787300,5924787900,5924789100",0
Утворені в 2020,Сумська область,Сумський район,Юнаківська сільська громада,UA59080310000049988,5924789500,"5924780700,5924785900,5924784600,5924789500",2020-08-16,,,,,,,,,"5924780700,5924785900,5924784600,5924789500",0
Утворені в 2020,Сумська область,Шосткинський район,Ямпільська селищна громада,UA59100190000010734,5925655100,"5925680200,5925680300,5925680400,5925683500,5925683700,5925684200,5925686000,5925655100",2020-08-16,,,,,,,,,"5925680200,5925680300,5925680400,5925683500,5925683700,5925684200,5925686000,5925655100",0
Утворені в 2020,Сумська область,Шосткинський район,Свеська селищна громада,UA59100110000012703,5925655700,"5925681500,5925681900,5925682500,5925683000,5925655700",2020-08-16,,,,,,,,,"5925681500,5925681900,5925682500,5925683000,5925655700",0
Утворені в 2020,Тернопільська область,Кременецький район,Кременецька міська громада,UA61020070000092368,6110700000,"6123480700,6123481400,6123481700,6123482000,6123482300,6123482600,6123482900,6123483100,6123483800,6123485600,6123485900,6123486200,6123487100,6123489000,6123489400,6125885900,6110700000",2020-08-16,,,,,,,,,"6123480700,6123481400,6123481700,6123482000,6123482300,6123482600,6123482900,6123483100,6123483800,6123485600,6123485900,6123486200,6123487100,6123489000,6123489400,6125885900,6110700000",0
Утворені в 2020,Тернопільська область,Чортківський район,Іване-Пустенська сільська громада,UA61060210000021722,6120883200,"6120882100,6120882900,6120883200,6120886400",2020-08-16,,,,,,,,,"6120882100,6120882900,6120883200,6120886400",0
Утворені в 2020,Тернопільська область,Чортківський район,Бучацька міська громада,UA61060070000098188,6121210100,"6121280400,6121280800,6121280900,6121210100,6121281600,6121282200,6121281100,6121288600,6121281000,6121281300,6121282800,6121282900,6121283200,6121284000,6121284200,6121281200,6121284600,6121285600,6121285400,6121285500,6121285800,6121287000,6121287400,6121288400",2020-08-16,,,,,,,,,"6121280400,6121280800,6121280900,6121210100,6121281600,6121282200,6121281100,6121288600,6121281000,6121281300,6121282800,6121282900,6121283200,6121284000,6121284200,6121281200,6121284600,6121285600,6121285400,6121285500,6121285800,6121287000,6121287400,6121288400",0
Утворені в 2020,Тернопільська область,Чортківський район,Заліщицька міська громада,UA61060170000051011,6122010100,"6122080400,6122080700,6122081700,6122082200,6122082400,6122082800,6122083300,6122083500,6122010100,6122083700,6122084000,6122084300,6122084700,6122084900,6122085500,6122086200,6122087700,6122088300,6122088700",2020-08-16,,,,,,,,,"6122080400,6122080700,6122081700,6122082200,6122082400,6122082800,6122083300,6122083500,6122010100,6122083700,6122084000,6122084300,6122084700,6122084900,6122085500,6122086200,6122087700,6122088300,6122088700",0
Утворені в 2020,Тернопільська область,Тернопільський район,Збаразька міська громада,UA61040150000098181,6122410100,"6122480400,6122481500,6122481800,6122482400,6122482600,6122483000,6122483100,6122483300,6122410100,6122483600,6122483900,6122484200,6122484500,6122484800,6122489600,6122485400,6122485600,6122486400,6122486700,6122487000,6122487800,6122488400,6122489200,6122488200,6122488800,6123884100",2020-08-16,,,,,,,,,"6122480400,6122481500,6122481800,6122482400,6122482600,6122483000,6122483100,6122483300,6122410100,6122483600,6122483900,6122484200,6122484500,6122484800,6122489600,6122485400,6122485600,6122486400,6122486700,6122487000,6122487800,6122488400,6122489200,6122488200,6122488800,6123884100",0
Утворені в 2020,Тернопільська область,Тернопільський район,Козівська селищна громада,UA61040230000060213,6123055100,"6123080300,6123080400,6123081700,6123081400,6123081500,6123081900,6123082000,6123082400,6123083200,6123083600,6123084400,6123084600,6123055100,6123084800,6123085200,6123085800,6123086100,6123086500,6123087100,6123087800,6123088400,6123088800",2020-08-16,,,,,,,,,"6123080300,6123080400,6123081700,6123081400,6123081500,6123081900,6123082000,6123082400,6123083200,6123083600,6123084400,6123084600,6123055100,6123084800,6123085200,6123085800,6123086100,6123086500,6123087100,6123087800,6123088400,6123088800",0
Утворені в 2020,Тернопільська область,Тернопільський район,Підгаєцька міська громада,UA61040370000060170,6124810100,"6124880300,6124880700,6124880900,6124886200,6124881100,6124881400,6124881800,6124882500,6124883400,6124883500,6124884000,6124884500,6124885000,6124885500,6124885800,6124810100,6124886500,6124887000,6124887300,6124887700,6124888600",2020-08-16,,,,,,,,,"6124880300,6124880700,6124880900,6124886200,6124881100,6124881400,6124881800,6124882500,6124883400,6124883500,6124884000,6124884500,6124885000,6124885500,6124885800,6124810100,6124886500,6124887000,6124887300,6124887700,6124888600",0
Утворені в 2020,Тернопільська область,Тернопільський район,Великоберезовицька селищна громада,UA61040070000079091,6125255200,"6125280900,6125255200,6125282200,6125283700,6125284900,6125285100,6125285400,6125285700,6125286400,6125286700",2020-08-16,,,,,,,,,"6125280900,6125255200,6125282200,6125283700,6125284900,6125285100,6125285400,6125285700,6125286400,6125286700",0
Утворені в 2020,Тернопільська область,Тернопільський район,Підгороднянська сільська громада,UA61040390000066619,6125286900,"6123081100,6125282500,6125282600,6125282800,6125286900,6125287000",2020-08-16,,,,,,,,,"6123081100,6125282500,6125282600,6125282800,6125286900,6125287000",0
Утворені в 2020,Тернопільська область,Чортківський район,Нагірянська сільська громада,UA61060330000041227,6125585900,"6125583100,6125584000,6125585700,6125585800,6125585900,6125587500,6125587600,6125588300,6125589500,6125589800",2020-08-16,,,,,,,,,"6125583100,6125584000,6125585700,6125585800,6125585900,6125587500,6125587600,6125588300,6125589500,6125589800",0
Утворені в 2020,Харківська область,Куп'янський район,Куп'янська міська громада,UA63080090000067457,6310700000,"6323785000,6323786000,6310745700,6310700000",2020-08-16,,,,,,,,,"6323785000,6323786000,6310745700,6310700000",0
Утворені в 2020,Харківська область,Харківський район,Люботинська міська громада,UA63120110000043456,6311200000,"6325157600,6311200000",2020-08-16,,,,,,,,,"6325157600,6311200000",0
Утворені в 2020,Харківська область,Лозівський район,Первомайська міська громада,UA63100090000052019,6311500000,"6324582500,6324586800,6311500000",2020-08-16,,,,,,,,,"6324582500,6324586800,6311500000",0
Утворені в 2020,Харківська область,Чугуївський район,Чугуївська міська громада,UA63140170000087785,6312000000,"6325482000,6325483300,6325483500,6325455600,6312000000",2020-08-16,,,,,,,,,"6325482000,6325483300,6325483500,6325455600,6312000000",0
Утворені в 2020,Харківська область,Ізюмський район,Балаклійська міська громада,UA63040010000010092,6320210100,"6320280400,6320210100,6320280800,6320281200,6320281600,6320282400,6320283600,6320284000,6320284800,6320285600,6320286400,6320286800,6320287400,6320288000,6325482500",2020-08-16,,,,,,,,,"6320280400,6320210100,6320280800,6320281200,6320281600,6320282400,6320283600,6320284000,6320284800,6320285600,6320286400,6320286800,6320287400,6320288000,6325482500",0
Утворені в 2020,Харківська область,Ізюмський район,Савинська селищна громада,UA63040150000053402,6320255700,"6320286200,6320282000,6320282800,6320284400,6320255700",2020-08-16,,,,,,,,,"6320286200,6320282000,6320282800,6320284400,6320255700",0
Утворені в 2020,Харківська область,Ізюмський район,Барвінківська міська громада,UA63040030000052515,6320410100,"6320410100,6320480500,6320481000,6320481500,6320481800,6320482000,6320482500,6320483600,6320483500,6320483700,6320484000,6320485000,6320485500",2020-08-16,,,,,,,,,"6320410100,6320480500,6320481000,6320481500,6320481800,6320482000,6320482500,6320483600,6320483500,6320483700,6320484000,6320485000,6320485500",0
Утворені в 2020,Харківська область,Лозівський район,Близнюківська селищна громада,UA63100030000050119,6320655100,"6320680300,6320680500,6320681000,6320655100,6320681500,6320682000,6320682500,6320683000,6320683500,6320684000,6320684500,6320684600,6320684700,6320680200,6320684800,6320685100,6320685500,6320686000,6320686300,6320686500",2020-08-16,,,,,,,,,"6320680300,6320680500,6320681000,6320655100,6320681500,6320682000,6320682500,6320683000,6320683500,6320684000,6320684500,6320684600,6320684700,6320680200,6320684800,6320685100,6320685500,6320686000,6320686300,6320686500",0
Утворені в 2020,Харківська область,Богодухівський район,Богодухівська міська громада,UA63020010000079018,6320810100,"6320810100,6320881000,6320881500,6320855300,6320882000,6320882500,6320883000,6320883500,6320884500,6320885000,6320885500,6320880500,6320886000,6320886500,6320887000,6320887500,6320888000,6320888200,6320888100,6320888300,6320888500,6320888800,6320855700",2020-08-16,,,,,,,,,"6320810100,6320881000,6320881500,6320855300,6320882000,6320882500,6320883000,6320883500,6320884500,6320885000,6320885500,6320880500,6320886000,6320886500,6320887000,6320887500,6320888000,6320888200,6320888100,6320888300,6320888500,6320888800,6320855700",0
Утворені в 2020,Харківська область,Ізюмський район,Борівська селищна громада,UA63040050000042831,6321055100,"6321080500,6321055100,6321081000,6321081500,6321082000,6321082500,6321083500,6321084000,6321083000,6321084500",2020-08-16,,,,,,,,,"6321080500,6321055100,6321081000,6321081500,6321082000,6321082500,6321083500,6321084000,6321083000,6321084500",0
Утворені в 2020,Харківська область,Богодухівський район,Валківська міська громада,UA63020030000094096,6321210100,"6321280500,6321281000,6321210100,6321281500,6321282000,6321282500,6321283000,6321255400,6321283500,6321284000,6321284500,6321285000,6321285500,6321280300,6321286000,6321287000,6321287500,6321256000,6321288000,6321288500",2020-08-16,,,,,,,,,"6321280500,6321281000,6321210100,6321281500,6321282000,6321282500,6321283000,6321255400,6321283500,6321284000,6321284500,6321285000,6321285500,6321280300,6321286000,6321287000,6321287500,6321256000,6321288000,6321288500",0
Утворені в 2020,Харківська область,Куп'янський район,Вільхуватська сільська громада,UA63080030000019649,6321484000,"6321484000,6321483500,6321455600,6321484500,6321485000,6321485500",2020-08-16,,,,,,,,,"6321484000,6321483500,6321455600,6321484500,6321485000,6321485500",0
Утворені в 2020,Харківська область,Чугуївський район,Вовчанська міська громада,UA63140010000049419,6321610100,"6321655300,6321655500,6321610100,6321681200,6321680800,6321681600,6321682800,6321683200,6321683600,6321684000,6321684600,6321684800,6321685200,6321685600,6321686000,6321686400,6321686800,6321687200,6321687600,6321688700,6321689600",2020-08-16,,,,,,,,,"6321655300,6321655500,6321610100,6321681200,6321680800,6321681600,6321682800,6321683200,6321683600,6321684000,6321684600,6321684800,6321685200,6321685600,6321686000,6321686400,6321686800,6321687200,6321687600,6321688700,6321689600",0
Утворені в 2020,Харківська область,Чугуївський район,Зміївська міська громада,UA63140030000091352,6321710100,"6321780500,6321781000,6321781500,6321782500,6321755300,6321710100,6321785000,6321786000,6321786200,6321786500",2020-08-16,,,,,,,,,"6321780500,6321781000,6321781500,6321782500,6321755300,6321710100,6321785000,6321786000,6321786200,6321786500",0
Утворені в 2020,Харківська область,Чугуївський район,Слобожанська селищна громада,UA63140110000087562,6321755600,"6321782000,6321782700,6321783000,6321784500,6321755600,6321787000",2020-08-16,,,,,,,,,"6321782000,6321782700,6321783000,6321784500,6321755600,6321787000",0
Утворені в 2020,Харківська область,Куп'янський район,Дворічанська селищна громада,UA63080050000048455,6321855100,"6321883500,6321855100,6321881000,6321881500,6321882000,6321882500,6321882700,6321883000,6321883300,6321884000,6321884500,6321885000,6321885500,6321886000",2020-08-16,,,,,,,,,"6321883500,6321855100,6321881000,6321881500,6321882000,6321882500,6321882700,6321883000,6321883300,6321884000,6321884500,6321885000,6321885500,6321886000",0
