rada_code,rada_name,hromada_code,hromada_name,rai_center,oblast,note
4621583900,Кніселівська сільська рада,UA46060010000049728,Бібрська міська громада,Жидачівський район,Львівська область,NA
4621588500,Соколівська сільська рада,UA46060010000049728,Бібрська міська громада,Жидачівський район,Львівська область,NA
4623310300,Бібрська міська рада,UA46060010000049728,Бібрська міська громада,Перемишлянський район,Львівська область,NA
4623381800,Великоглібовицька сільська рада,UA46060010000049728,Бібрська міська громада,Перемишлянський район,Львівська область,NA
4623384500,Ланівська сільська рада,UA46060010000049728,Бібрська міська громада,Перемишлянський район,Львівська область,NA
4623386000,Романівська сільська рада,UA46060010000049728,Бібрська міська громада,Перемишлянський район,Львівська область,NA
4623386400,Свірзька сільська рада,UA46060010000049728,Бібрська міська громада,Перемишлянський район,Львівська область,NA
4623387200,Стрілківська сільська рада,UA46060010000049728,Бібрська міська громада,Перемишлянський район,Львівська область,NA
4623387600,Суходільська сільська рада,UA46060010000049728,Бібрська міська громада,Перемишлянський район,Львівська область,NA
4621855600,Поморянська селищна рада,UA46040130000035029,Поморянська селищна громада,Золочівський район,Львівська область,NA
4621880800,Бібщанська сільська рада,UA46040130000035029,Поморянська селищна громада,Золочівський район,Львівська область,NA
4621883200,Жуківська сільська рада,UA46040130000035029,Поморянська селищна громада,Золочівський район,Львівська область,NA
4621883700,Коропецька сільська рада,UA46040130000035029,Поморянська селищна громада,Золочівський район,Львівська область,NA
4621885500,Полянська сільська рада,UA46040130000035029,Поморянська селищна громада,Золочівський район,Львівська область,NA
4621886100,Ремезівцівська сільська рада,UA46040130000035029,Поморянська селищна громада,Золочівський район,Львівська область,NA
4621887200,Сновицька сільська рада,UA46040130000035029,Поморянська селищна громада,Золочівський район,Львівська область,NA
4621888200,Шпиколоська сільська рада,UA46040130000035029,Поморянська селищна громада,Золочівський район,Львівська область,NA
4620355400,Підкамінська селищна рада,UA46040110000093394,Підкамінська селищна громада,Бродівський район,Львівська область,NA
4620380400,Батьківська сільська рада,UA46040110000093394,Підкамінська селищна громада,Бродівський район,Львівська область,NA
4620380700,Вербівчицька сільська рада,UA46040110000093394,Підкамінська селищна громада,Бродівський район,Львівська область,NA
4620380800,Маркопільська сільська рада,UA46040110000093394,Підкамінська селищна громада,Бродівський район,Львівська область,NA
4620381600,Голубицька сільська рада,UA46040110000093394,Підкамінська селищна громада,Бродівський район,Львівська область,NA
4620383600,Наквашанська сільська рада,UA46040110000093394,Підкамінська селищна громада,Бродівський район,Львівська область,NA
4620384000,Паликоровівська сільська рада,UA46040110000093394,Підкамінська селищна громада,Бродівський район,Львівська область,NA
4620384400,Пеняківська сільська рада,UA46040110000093394,Підкамінська селищна громада,Бродівський район,Львівська область,NA
4620386200,Поповецька сільська рада,UA46040110000093394,Підкамінська селищна громада,Бродівський район,Львівська область,NA
4620388000,Черницька сільська рада,UA46040110000093394,Підкамінська селищна громада,Бродівський район,Львівська область,NA
4620655300,Красненська селищна рада,UA46040090000012087,Красненська селищна громада,Буський район,Львівська область,NA
4620680400,Андріївська сільська рада,UA46040090000012087,Красненська селищна громада,Буський район,Львівська область,NA
4620680800,Балучинська сільська рада,UA46040090000012087,Красненська селищна громада,Буський район,Львівська область,NA
4620682000,Задвірська сільська рада,UA46040090000012087,Красненська селищна громада,Буський район,Львівська область,NA
4620682800,Куткірська сільська рада,UA46040090000012087,Красненська селищна громада,Буський район,Львівська область,NA
4620684800,Полтв'янська сільська рада,UA46040090000012087,Красненська селищна громада,Буський район,Львівська область,NA
4620685900,Сторонибабська сільська рада,UA46040090000012087,Красненська селищна громада,Буський район,Львівська область,NA
4620686800,Утішківська сільська рада,UA46040090000012087,Красненська селищна громада,Буський район,Львівська область,NA
4621881200,Бортківська сільська рада,UA46040090000012087,Красненська селищна громада,Золочівський район,Львівська область,NA
4621810100,Золочівська міська рада,UA46040070000032075,Золочівська міська громада,Золочівський район,Львівська область,NA
4621880400,Білокамінська сільська рада,UA46040070000032075,Золочівська міська громада,Золочівський район,Львівська область,NA
4621881500,Великовільшаницька сільська рада,UA46040070000032075,Золочівська міська громада,Золочівський район,Львівська область,NA
4621881800,Вороняцька сільська рада,UA46040070000032075,Золочівська міська громада,Золочівський район,Львівська область,NA
4621882600,Гологірська сільська рада,UA46040070000032075,Золочівська міська громада,Золочівський район,Львівська область,NA
4621882700,Гончарівська сільська рада,UA46040070000032075,Золочівська міська громада,Золочівський район,Львівська область,NA
4621882800,Єлиховицька сільська рада,UA46040070000032075,Золочівська міська громада,Золочівський район,Львівська область,NA
4621883300,Княжівська сільська рада,UA46040070000032075,Золочівська міська громада,Золочівський район,Львівська область,NA
4621883600,Колтівська сільська рада,UA46040070000032075,Золочівська міська громада,Золочівський район,Львівська область,NA
4621884300,Новосілківська сільська рада,UA46040070000032075,Золочівська міська громада,Золочівський район,Львівська область,NA
4621884600,Руда-Колтівська сільська рада,UA46040070000032075,Золочівська міська громада,Золочівський район,Львівська область,NA
4621885000,Підгородненська сільська рада,UA46040070000032075,Золочівська міська громада,Золочівський район,Львівська область,NA
4621885200,Підлипецька сільська рада,UA46040070000032075,Золочівська міська громада,Золочівський район,Львівська область,NA
4621885800,Почапівська сільська рада,UA46040070000032075,Золочівська міська громада,Золочівський район,Львівська область,NA
4621886400,Сасівська сільська рада,UA46040070000032075,Золочівська міська громада,Золочівський район,Львівська область,NA
4621886700,Скварявська сільська рада,UA46040070000032075,Золочівська міська громада,Золочівський район,Львівська область,NA
4621887600,Струтинська сільська рада,UA46040070000032075,Золочівська міська громада,Золочівський район,Львівська область,NA
4621888000,Червоненська сільська рада,UA46040070000032075,Золочівська міська громада,Золочівський район,Львівська область,NA
4621888500,Ясеновецька сільська рада,UA46040070000032075,Золочівська міська громада,Золочівський район,Львівська область,NA
4620382000,Заболотцівська сільська рада,UA46040050000062043,Заболотцівська сільська громада,Бродівський район,Львівська область,NA
4620384800,Підгорецька сільська рада,UA46040050000062043,Заболотцівська сільська громада,Бродівський район,Львівська область,NA
4620386300,Ражнівська сільська рада,UA46040050000062043,Заболотцівська сільська громада,Бродівський район,Львівська область,NA
4620388800,Ясенівська сільська рада,UA46040050000062043,Заболотцівська сільська громада,Бродівський район,Львівська область,NA
4620610100,Буська міська рада,UA46040030000058332,Буська міська громада,Буський район,Львівська область,NA
4620655600,Олеська селищна рада,UA46040030000058332,Буська міська громада,Буський район,Львівська область,NA
4620681200,Боложинівська сільська рада,UA46040030000058332,Буська міська громада,Буський район,Львівська область,NA
4620681500,Гумниська сільська рада,UA46040030000058332,Буська міська громада,Буський район,Львівська область,NA
4620681700,Заводська сільська рада,UA46040030000058332,Буська міська громада,Буський район,Львівська область,NA
4620682300,Кізлівська сільська рада,UA46040030000058332,Буська міська громада,Буський район,Львівська область,NA
4620682400,Купченська сільська рада,UA46040030000058332,Буська міська громада,Буський район,Львівська область,NA
4620683200,Кутівська сільська рада,UA46040030000058332,Буська міська громада,Буський район,Львівська область,NA
4620683600,Милятинська сільська рада,UA46040030000058332,Буська міська громада,Буський район,Львівська область,NA
4620684000,Новосілківська сільська рада,UA46040030000058332,Буська міська громада,Буський район,Львівська область,NA
4620684400,Ожидівська сільська рада,UA46040030000058332,Буська міська громада,Буський район,Львівська область,NA
4620684600,Переволочнянська сільська рада,UA46040030000058332,Буська міська громада,Буський район,Львівська область,NA
4620685000,Побужанська сільська рада,UA46040030000058332,Буська міська громада,Буський район,Львівська область,NA
4620685300,Соколівська сільська рада,UA46040030000058332,Буська міська громада,Буський район,Львівська область,NA
4620685800,Соколянська сільська рада,UA46040030000058332,Буська міська громада,Буський район,Львівська область,NA
4620686200,Топорівська сільська рада,UA46040030000058332,Буська міська громада,Буський район,Львівська область,NA
4620686600,Тур'янська сільська рада,UA46040030000058332,Буська міська громада,Буський район,Львівська область,NA
4620687000,Чанизька сільська рада,UA46040030000058332,Буська міська громада,Буський район,Львівська область,NA
4620687400,Яблунівська сільська рада,UA46040030000058332,Буська міська громада,Буський район,Львівська область,NA
4620310100,Бродівська міська рада,UA46040010000033885,Бродівська міська громада,Бродівський район,Львівська область,NA
4620381300,Гаївська сільська рада,UA46040010000033885,Бродівська міська громада,Бродівський район,Львівська область,NA
4620382400,Комарівська сільська рада,UA46040010000033885,Бродівська міська громада,Бродівський район,Львівська область,NA
4620383200,Лешнівська сільська рада,UA46040010000033885,Бродівська міська громада,Бродівський район,Львівська область,NA
4620385300,Пониквянська сільська рада,UA46040010000033885,Бродівська міська громада,Бродівський район,Львівська область,NA
4620385800,Пониковицька сільська рада,UA46040010000033885,Бродівська міська громада,Бродівський район,Львівська область,NA
4620386400,Смільнівська сільська рада,UA46040010000033885,Бродівська міська громада,Бродівський район,Львівська область,NA
4620386600,Станіславчицька сільська рада,UA46040010000033885,Бродівська міська громада,Бродівський район,Львівська область,NA
4620387000,Суховільська сільська рада,UA46040010000033885,Бродівська міська громада,Бродівський район,Львівська область,NA
4620388400,Шнирівська сільська рада,UA46040010000033885,Бродівська міська громада,Бродівський район,Львівська область,NA
4620388600,Язлівчицька сільська рада,UA46040010000033885,Бродівська міська громада,Бродівський район,Львівська область,NA
4611500000,Трускавецька міська рада,UA46020090000057315,Трускавецька міська громада,м.Трускавець,Львівська область,NA
4621283300,Доброгостівська сільська рада,UA46020090000057315,Трускавецька міська громада,Дрогобицький район,Львівська область,NA
4621284900,Модрицька сільська рада,UA46020090000057315,Трускавецька міська громада,Дрогобицький район,Львівська область,NA
4621287400,Станильська сільська рада,UA46020090000057315,Трускавецька міська громада,Дрогобицький район,Львівська область,NA
4621288200,Уличненська сільська рада,UA46020090000057315,Трускавецька міська громада,Дрогобицький район,Львівська область,NA
4624585200,Орівська сільська рада,UA46020090000057315,Трускавецька міська громада,Сколівський район,Львівська область,NA
4610345400,Східницька селищна рада (м. Борислав),UA46020070000056149,Східницька селищна громада,м.Борислав,Львівська область,NA
4621255700,Підбузька селищна рада,UA46020070000056149,Східницька селищна громада,Дрогобицький район,Львівська область,NA
4621280900,Бистрицька-Гірська сільська рада,UA46020070000056149,Східницька селищна громада,Дрогобицький район,Львівська область,NA
4621283700,Залокотська сільська рада,UA46020070000056149,Східницька селищна громада,Дрогобицький район,Львівська область,NA
4621283800,Довжанська-Гірська сільська рада,UA46020070000056149,Східницька селищна громада,Дрогобицький район,Львівська область,NA
4621285100,Новокропивницька сільська рада,UA46020070000056149,Східницька селищна громада,Дрогобицький район,Львівська область,NA
4621285400,Опаківська сільська рада,UA46020070000056149,Східницька селищна громада,Дрогобицький район,Львівська область,NA
4621286500,Рибницька сільська рада,UA46020070000056149,Східницька селищна громада,Дрогобицький район,Львівська область,NA
4621286600,Смільнянська сільська рада,UA46020070000056149,Східницька селищна громада,Дрогобицький район,Львівська область,NA
4621287500,Старокропивницька сільська рада,UA46020070000056149,Східницька селищна громада,Дрогобицький район,Львівська область,NA
4625582600,Головська сільська рада,UA46020070000056149,Східницька селищна громада,Турківський район,Львівська область,NA
4625584600,Ластівківська сільська рада,UA46020070000056149,Східницька селищна громада,Турківський район,Львівська область,NA
4621255400,Меденицька селищна рада,UA46020050000037271,Меденицька селищна громада,Дрогобицький район,Львівська область,NA
4621281200,Верхньодорожівська сільська рада,UA46020050000037271,Меденицька селищна громада,Дрогобицький район,Львівська область,NA
4621281500,Волощанська сільська рада,UA46020050000037271,Меденицька селищна громада,Дрогобицький район,Львівська область,NA
4621281800,Вороблевицька сільська рада,UA46020050000037271,Меденицька селищна громада,Дрогобицький район,Львівська область,NA
4621282400,Грушівська сільська рада,UA46020050000037271,Меденицька селищна громада,Дрогобицький район,Львівська область,NA
4621283600,Довжанська сільська рада,UA46020050000037271,Меденицька селищна громада,Дрогобицький район,Львівська область,NA
4621284300,Летнянська сільська рада,UA46020050000037271,Меденицька селищна громада,Дрогобицький район,Львівська область,NA
4621284500,Літинська сільська рада,UA46020050000037271,Меденицька селищна громада,Дрогобицький район,Львівська область,NA
4621285700,Опорівська сільська рада,UA46020050000037271,Меденицька селищна громада,Дрогобицький район,Львівська область,NA
4621286200,Ролівська сільська рада,UA46020050000037271,Меденицька селищна громада,Дрогобицький район,Львівська область,NA
4621286400,Ріпчицька сільська рада,UA46020050000037271,Меденицька селищна громада,Дрогобицький район,Львівська область,NA
4621287200,Солонська сільська рада,UA46020050000037271,Меденицька селищна громада,Дрогобицький район,Львівська область,NA
4610600000,Дрогобицька міська рада,UA46020030000019252,Дрогобицька міська громада,м.Дрогобич,Львівська область,NA
4610670500,Стебницька міська рада (м. Дрогобич),UA46020030000019252,Дрогобицька міська громада,м.Дрогобич,Львівська область,NA
4621280300,Болехівська сільська рада,UA46020030000019252,Дрогобицька міська громада,Дрогобицький район,Львівська область,NA
4621280600,Броницька сільська рада,UA46020030000019252,Дрогобицька міська громада,Дрогобицький район,Львівська область,NA
4621280800,Бистрицька сільська рада,UA46020030000019252,Дрогобицька міська громада,Дрогобицький район,Львівська область,NA
4621281000,Верхньогаївська сільська рада,UA46020030000019252,Дрогобицька міська громада,Дрогобицький район,Львівська область,NA
4621281700,Волянська сільська рада,UA46020030000019252,Дрогобицька міська громада,Дрогобицький район,Львівська область,NA
4621282100,Нижньогаївська сільська рада,UA46020030000019252,Дрогобицька міська громада,Дрогобицький район,Львівська область,NA
4621282700,Дережицька сільська рада,UA46020030000019252,Дрогобицька міська громада,Дрогобицький район,Львівська область,NA
4621283000,Добрівлянська сільська рада,UA46020030000019252,Дрогобицька міська громада,Дрогобицький район,Львівська область,NA
4621283900,Нагуєвицька сільська рада,UA46020030000019252,Дрогобицька міська громада,Дрогобицький район,Львівська область,NA
4621284000,Долішньолужецька сільська рада,UA46020030000019252,Дрогобицька міська громада,Дрогобицький район,Львівська область,NA
4621284800,Лішнянська сільська рада,UA46020030000019252,Дрогобицька міська громада,Дрогобицький район,Львівська область,NA
4621285000,Медвежанська сільська рада,UA46020030000019252,Дрогобицька міська громада,Дрогобицький район,Львівська область,NA
4621286000,Почаєвицька сільська рада,UA46020030000019252,Дрогобицька міська громада,Дрогобицький район,Львівська область,NA
4621286100,Раневицька сільська рада,UA46020030000019252,Дрогобицька міська громада,Дрогобицький район,Львівська область,NA
4621286300,Рихтицька сільська рада,UA46020030000019252,Дрогобицька міська громада,Дрогобицький район,Львівська область,NA
4621286800,Снятинська сільська рада,UA46020030000019252,Дрогобицька міська громада,Дрогобицький район,Львівська область,NA
4621287800,Ступницька сільська рада,UA46020030000019252,Дрогобицька міська громада,Дрогобицький район,Львівська область,NA
4621288400,Унятицька сільська рада,UA46020030000019252,Дрогобицька міська громада,Дрогобицький район,Львівська область,NA
4621289000,Михайлевицька сільська рада,UA46020030000019252,Дрогобицька міська громада,Дрогобицький район,Львівська область,NA
4610300000,Бориславська міська рада,UA46020010000073886,Бориславська міська громада,м.Борислав,Львівська область,NA
4621285900,Попелівська сільська рада,UA46020010000073886,Бориславська міська громада,Дрогобицький район,Львівська область,NA
4621288600,Урізька сільська рада,UA46020010000073886,Бориславська міська громада,Дрогобицький район,Львівська область,NA
4621288900,Ясенице-Сільнянська сільська рада,UA46020010000073886,Бориславська міська громада,Дрогобицький район,Львівська область,NA
4423110100,"Щастинська міська рада, (Жовтневий район, м Луганськ)",UA44160090000075695,Щастинська міська громада,Новоайдарський район,Луганська область,до 24.10.2014 у м.Луганськ
4423187700,Трьохізбенська сільська рада,UA44160090000075695,Щастинська міська громада,Новоайдарський район,Луганська область,до 24.10.2014 у Слов'яносербський район
4424855400,Петрівська селищна рада,UA44160090000075695,Щастинська міська громада,Станично-Луганський район,Луганська область,NA
4424885000,Передільська сільська рада,UA44160090000075695,Щастинська міська громада,Станично-Луганський район,Луганська область,NA
4424882000,Гарасимівська сільська рада,UA44160070000013725,Широківська сільська громада,Станично-Луганський район,Луганська область,NA
4424883000,Красноталівська сільська рада,UA44160070000013725,Широківська сільська громада,Станично-Луганський район,Луганська область,NA
4424885100,Розквітненська сільська рада,UA44160070000013725,Широківська сільська громада,Станично-Луганський район,Луганська область,NA
4424885300,Талівська сільська рада,UA44160070000013725,Широківська сільська громада,Станично-Луганський район,Луганська область,NA
4424886500,Чугинська сільська рада,UA44160070000013725,Широківська сільська громада,Станично-Луганський район,Луганська область,NA
4424887000,Широківська сільська рада,UA44160070000013725,Широківська сільська громада,Станично-Луганський район,Луганська область,NA
4424855100,Станично-Луганська селищна рада,UA44160050000040019,Станично-Луганська селищна громада,Станично-Луганський район,Луганська область,NA
4424880500,Валуйська сільська рада,UA44160050000040019,Станично-Луганська селищна громада,Станично-Луганський район,Луганська область,NA
4424882500,Комишненська сільська рада,UA44160050000040019,Станично-Луганська селищна громада,Станично-Луганський район,Луганська область,NA
4424884500,Вільхівська сільська рада,UA44160050000040019,Станично-Луганська селищна громада,Станично-Луганський район,Луганська область,NA
4423155100,Новоайдарська селищна рада,UA44160030000020916,Новоайдарська селищна громада,Новоайдарський район,Луганська область,NA
4423180500,Олексіївська сільська рада,UA44160030000020916,Новоайдарська селищна громада,Новоайдарський район,Луганська область,NA
4423180700,Бахмутівська сільська рада,UA44160030000020916,Новоайдарська селищна громада,Новоайдарський район,Луганська область,NA
4423181200,Гречишкинська сільська рада,UA44160030000020916,Новоайдарська селищна громада,Новоайдарський район,Луганська область,NA
4423181600,Денежниківська сільська рада,UA44160030000020916,Новоайдарська селищна громада,Новоайдарський район,Луганська область,NA
4423182300,Дмитрівська сільська рада,UA44160030000020916,Новоайдарська селищна громада,Новоайдарський район,Луганська область,NA
4423183400,Колядівська сільська рада,UA44160030000020916,Новоайдарська селищна громада,Новоайдарський район,Луганська область,NA
4423184500,Муратівська сільська рада,UA44160030000020916,Новоайдарська селищна громада,Новоайдарський район,Луганська область,NA
4423185600,Новоохтирська сільська рада,UA44160030000020916,Новоайдарська селищна громада,Новоайдарський район,Луганська область,NA
4423186200,Побєдівська сільська рада,UA44160030000020916,Новоайдарська селищна громада,Новоайдарський район,Луганська область,NA
4423186700,Райгородська сільська рада,UA44160030000020916,Новоайдарська селищна громада,Новоайдарський район,Луганська область,NA
4423187500,Співаківська сільська рада,UA44160030000020916,Новоайдарська селищна громада,Новоайдарський район,Луганська область,NA
4423188500,Штормівська сільська рада,UA44160030000020916,Новоайдарська селищна громада,Новоайдарський район,Луганська область,NA
4424881000,Великочернігівська сільська рада,UA44160010000053248,Нижньотеплівська сільська громада,Станично-Луганський район,Луганська область,NA
4424881500,Верхньобогданівська сільська рада,UA44160010000053248,Нижньотеплівська сільська громада,Станично-Луганський район,Луганська область,NA
4424883500,Нижньотеплівська сільська рада,UA44160010000053248,Нижньотеплівська сільська громада,Станично-Луганський район,Луганська область,NA
4424885500,Теплівська сільська рада,UA44160010000053248,Нижньотеплівська сільська громада,Станично-Луганський район,Луганська область,NA
4424886000,Червоножовтнева сільська рада,UA44160010000053248,Нижньотеплівська сільська громада,Станично-Луганський район,Луганська область,NA
4425180100,Байдівська сільська рада,UA44140150000072734,Шульгинська сільська громада,Старобільський район,Луганська область,NA
4425183500,Малохатська сільська рада,UA44140150000072734,Шульгинська сільська громада,Старобільський район,Луганська область,NA
4425186000,Хворостянівська сільська рада,UA44140150000072734,Шульгинська сільська громада,Старобільський район,Луганська область,NA
4425187500,Шульгинська сільська рада,UA44140150000072734,Шульгинська сільська громада,Старобільський район,Луганська область,NA
4425180200,Бутівська сільська рада,UA44140130000089782,Чмирівська сільська громада,Старобільський район,Луганська область,NA
4425180300,Веселівська сільська рада,UA44140130000089782,Чмирівська сільська громада,Старобільський район,Луганська область,NA
4425180600,Вишнева сільська рада,UA44140130000089782,Чмирівська сільська громада,Старобільський район,Луганська область,NA
4425181500,Караяшницька сільська рада,UA44140130000089782,Чмирівська сільська громада,Старобільський район,Луганська область,NA
4425184800,Садківська сільська рада,UA44140130000089782,Чмирівська сільська громада,Старобільський район,Луганська область,NA
4425186500,Чмирівська сільська рада,UA44140130000089782,Чмирівська сільська громада,Старобільський район,Луганська область,NA
4425187000,Шпотинська сільська рада,UA44140130000089782,Чмирівська сільська громада,Старобільський район,Луганська область,NA
4425110100,Старобільська міська рада,UA44140110000056578,Старобільська міська громада,Старобільський район,Луганська область,NA
4425180500,Верхньопокровська сільська рада,UA44140110000056578,Старобільська міська громада,Старобільський район,Луганська область,NA
4425181000,Калмиківська сільська рада,UA44140110000056578,Старобільська міська громада,Старобільський район,Луганська область,NA
4425181700,Курячівська сільська рада,UA44140110000056578,Старобільська міська громада,Старобільський район,Луганська область,NA
4425182000,Лиманська сільська рада,UA44140110000056578,Старобільська міська громада,Старобільський район,Луганська область,NA
4425182500,Нижньопокровська сільська рада,UA44140110000056578,Старобільська міська громада,Старобільський район,Луганська область,NA
4425183000,Новоборівська сільська рада,UA44140110000056578,Старобільська міська громада,Старобільський район,Луганська область,NA
4425184000,Підгорівська сільська рада,UA44140110000056578,Старобільська міська громада,Старобільський район,Луганська область,NA
4425184500,Половинкинська сільська рада,UA44140110000056578,Старобільська міська громада,Старобільський район,Луганська область,NA
4425185000,Світлівська сільська рада,UA44140110000056578,Старобільська міська громада,Старобільський район,Луганська область,NA
4425185500,Титарівська сільська рада,UA44140110000056578,Старобільська міська громада,Старобільський район,Луганська область,NA
4423355100,Новопсковська селищна рада,UA44140090000072167,Новопсковська селищна громада,Новопсковський район,Луганська область,NA
4423380700,Ганусівська сільська рада,UA44140090000072167,Новопсковська селищна громада,Новопсковський район,Луганська область,NA
4423381100,Донцівська сільська рада,UA44140090000072167,Новопсковська селищна громада,Новопсковський район,Луганська область,NA
4423381500,Заайдарівська сільська рада,UA44140090000072167,Новопсковська селищна громада,Новопсковський район,Луганська область,NA
4423382000,Закотненська сільська рада,UA44140090000072167,Новопсковська селищна громада,Новопсковський район,Луганська область,NA
4423382500,Кам'янська сільська рада,UA44140090000072167,Новопсковська селищна громада,Новопсковський район,Луганська область,NA
4423384000,Новорозсошанська сільська рада,UA44140090000072167,Новопсковська селищна громада,Новопсковський район,Луганська область,NA
4423384700,Осинівська сільська рада,UA44140090000072167,Новопсковська селищна громада,Новопсковський район,Луганська область,NA
4423385900,Пісківська сільська рада,UA44140090000072167,Новопсковська селищна громада,Новопсковський район,Луганська область,NA
4423386600,Риб'янцівська сільська рада,UA44140090000072167,Новопсковська селищна громада,Новопсковський район,Луганська область,NA
4423387000,Рогівська сільська рада,UA44140090000072167,Новопсковська селищна громада,Новопсковський район,Луганська область,NA
4422855100,Міловська селищна рада,UA44140070000058445,Міловська селищна громада,Міловський район,Луганська область,NA
4422881100,Великоцька сільська рада,UA44140070000058445,Міловська селищна громада,Міловський район,Луганська область,NA
4422882200,Зориківська сільська рада,UA44140070000058445,Міловська селищна громада,Міловський район,Луганська область,NA
4422883300,Морозівська сільська рада,UA44140070000058445,Міловська селищна громада,Міловський район,Луганська область,NA
4422883600,Мусіївська сільська рада,UA44140070000058445,Міловська селищна громада,Міловський район,Луганська область,NA
4422884400,Микільська сільська рада,UA44140070000058445,Міловська селищна громада,Міловський район,Луганська область,NA
4422885500,Новострільцівська сільська рада,UA44140070000058445,Міловська селищна громада,Міловський район,Луганська область,NA
4422886600,Стрільцівська сільська рада,UA44140070000058445,Міловська селищна громада,Міловський район,Луганська область,NA
4422555100,Марківська селищна рада,UA44140050000026566,Марківська селищна громада,Марківський район,Луганська область,NA
