hromada_code,hromada_name,year,budget_planned,budget_executed,budget_executed_2015
UA21060030000020114,Великобичківська,2017,3674.894,3661.33,2952.685483870968
UA21060030000020114,Великобичківська,2018,11298.622,5795.025,3812.516447368421
UA21060030000020114,Великобичківська,2020,930.338,930.338,557.088622754491
UA21060050000029937,Рахівська,2016,3353.377,3353.377,3076.4926605504584
UA21060050000029937,Рахівська,2018,4898.468,2000,1315.7894736842104
UA21060050000029937,Рахівська,2019,32504.490999999998,32247.219999999998,20029.329192546582
UA21060050000029937,Рахівська,2020,65305,65304.73,39104.62874251497
UA21060070000049340,Ясінянська,2017,1339.015,1245.459,1004.4024193548388
UA21060070000049340,Ясінянська,2019,3000,3000,1863.3540372670807
UA21080030000084057,Буштинська,2017,1402.806,1338.945,1079.7943548387095
UA21080050000056542,Вільховецька,2015,1906.429,1906.4209999999998,1906.4209999999998
UA21080050000056542,Вільховецька,2016,800,800,733.9449541284403
UA21080070000025254,Дубівська,2016,1950,1950,1788.9908256880733
UA21080070000025254,Дубівська,2017,4862.8279999999995,3062.828,2470.0225806451613
UA21080070000025254,Дубівська,2018,11494.851,1328.317,873.8927631578947
UA21080090000024861,Нересницька,2015,993.967,0,0
UA21080090000024861,Нересницька,2016,800,800,733.9449541284403
UA21080090000024861,Нересницька,2017,5269.363,4935.763,3980.4540322580647
UA21080090000024861,Нересницька,2018,7450,2500,1644.7368421052631
UA21080090000024861,Нересницька,2019,8000,7823.795,4859.5
UA21080090000024861,Нересницька,2020,9790,7373.552,4415.300598802395
UA21080090000024861,Нересницька,2021,4000,3104.425,1575.8502538071068
UA21080110000054940,Солотвинська,2015,756.315,756.272,756.272
UA21080110000054940,Солотвинська,2016,3750,3749.625,3440.022935779816
UA21080110000054940,Солотвинська,2018,1500,1450,953.9473684210526
UA21080110000054940,Солотвинська,2019,3500,3500,2173.9130434782605
UA21080110000054940,Солотвинська,2020,9500,9497.445,5687.092814371257
UA21080130000093757,Тересвянська,2016,4976.614,4975.71,4564.871559633028
UA21080150000014443,Тячівська,2015,11072.828,11065.428,11065.428
UA21080150000014443,Тячівська,2016,10400,8926.052,8189.038532110091
UA21080150000014443,Тячівська,2017,7109.396,7109.396,5733.383870967742
UA21080150000014443,Тячівська,2018,5080,5080,3342.1052631578946
UA21080150000014443,Тячівська,2019,23523.942,21374.438000000002,13276.04844720497
UA21080150000014443,Тячівська,2020,6000,6000,3592.814371257485
UA21080150000014443,Тячівська,2021,31092.78,31092.78,15783.137055837564
UA21080170000093911,Углянська,2017,6326.815,6233.616,5027.109677419355
UA21080170000093911,Углянська,2018,2053,2046.952,1346.678947368421
UA21080190000094580,Усть-Чорнянська,2015,971.346,0,0
UA21080190000094580,Усть-Чорнянська,2017,2200,1000,806.4516129032259
UA21080190000094580,Усть-Чорнянська,2018,5272.551,5257.812,3459.0868421052633
UA21100010000070243,Баранинська,2015,652.436,652.433,652.433
UA21100010000070243,Баранинська,2017,5000,5000,4032.2580645161293
UA21100010000070243,Баранинська,2018,5000,4000,2631.578947368421
UA21100010000070243,Баранинська,2019,3000,3000,1863.3540372670807
UA21100030000089881,Великоберезнянська,2018,2669.495,2000,1315.7894736842104
UA21100030000089881,Великоберезнянська,2019,669.495,663.233,411.9459627329192
UA21100070000018509,Дубриницько-Малоберезнянська,2016,460,455.517,417.9055045871559
UA21100070000018509,Дубриницько-Малоберезнянська,2017,832.794,832.794,671.608064516129
UA21100090000012128,Костринська,2017,6464.614,4776.198,3851.7725806451617
UA21100090000012128,Костринська,2018,2895.749,1664.093,1094.7980263157895
UA21100090000012128,Костринська,2020,6596.226,5304.807,3176.5311377245507
UA21100110000018765,Оноківська,2015,1287.27,1287.27,1287.27
UA21100110000018765,Оноківська,2016,700,700,642.2018348623852
UA21100110000018765,Оноківська,2017,1078.829,1052.837,849.0620967741935
UA21100110000018765,Оноківська,2019,5385.91,3640.278,2261.0422360248444
UA21100110000018765,Оноківська,2020,1850,1850,1107.7844311377246
UA21100130000055002,Перечинська,2016,750.4,750.4,688.440366972477
UA21100130000055002,Перечинська,2017,6626.828,6626.828,5344.216129032258
UA21100150000019483,Середнянська,2015,365.144,365.144,365.144
UA21100150000019483,Середнянська,2016,2400,2400,2201.834862385321
UA21100190000078736,Сюртівська,2015,882,882,882
UA21100190000078736,Сюртівська,2018,2200,1491.281,981.1059210526315
UA21100190000078736,Сюртівська,2019,3150,3063.825,1902.9968944099376
UA21100210000026937,Тур’є-Реметівська,2016,3688.386,3410.532,3128.9284403669726
UA21100210000026937,Тур’є-Реметівська,2017,4000,4000,3225.8064516129034
UA21100210000026937,Тур’є-Реметівська,2018,9220,3353.832,2206.4684210526316
UA21100210000026937,Тур’є-Реметівська,2019,3680.9,3680.9,2286.273291925466
UA21100210000026937,Тур’є-Реметівська,2020,10005.338,9164.64,5487.808383233532
UA21100230000083101,Ужгородська,2015,42505.926,4966.518,4966.518
UA21100230000083101,Ужгородська,2016,18581.428,18480.024,16954.150458715598
UA21100230000083101,Ужгородська,2017,38187.412,38187.404,30796.2935483871
UA21100230000083101,Ужгородська,2018,41000,26746.944,17596.673684210527
UA21100230000083101,Ужгородська,2019,69985.1,54985.1,34152.236024844715
UA21100230000083101,Ужгородська,2021,135057.266,135043.67200000002,68550.08730964469
UA21100250000028639,Холмківська,2015,8546.684,3021.082,3021.082
UA21100250000028639,Холмківська,2019,0,0,0
UA21100270000015047,Чопська,2017,3786.366,3786.366,3053.5209677419357
UA21100270000015047,Чопська,2018,20000,9999.998,6578.946052631579
UA21100270000015047,Чопська,2019,15614.096,15062.326,9355.48198757764
UA21120010000011654,Білківська,2015,1250.958,1250.958,1250.958
UA21120010000011654,Білківська,2016,2680,2680,2458.7155963302753
UA21120030000076462,Вишківська,2016,1798.736,1798.736,1650.216513761468
UA21120030000076462,Вишківська,2019,4500,3180.153,1975.250310559006
UA21120030000076462,Вишківська,2020,1119.847,1115.812,668.1508982035928
UA21120050000055437,Горінчівська,2015,898.178,898.178,898.178
UA21120050000055437,Горінчівська,2018,1388.448,0,0
UA21120050000055437,Горінчівська,2019,1249.604,1166.054,724.2571428571429
UA21120070000032447,Довжанська,2017,3000,3000,2419.3548387096776
UA21120070000032447,Довжанська,2018,4300,4000,2631.578947368421
UA21120090000025804,Драгівська,2015,923.174,923.174,923.174
UA21120090000025804,Драгівська,2017,3128.8199999999997,3128.8199999999997,2523.2419354838707
UA21120090000025804,Драгівська,2019,4400,4390.523,2727.0329192546583
UA21120110000065395,Зарічанська,2016,500,500,458.7155963302752
UA21120110000065395,Зарічанська,2021,10550,10317.362,5237.239593908629
UA21120130000025618,Іршавська,2015,600,600,600
UA21120130000025618,Іршавська,2016,1650,1649.9299999999998,1513.6972477064216
UA21120130000025618,Іршавська,2017,6194.546,6194.546,4995.601612903226
UA21120130000025618,Іршавська,2020,56392.522,56112.362,33600.21676646707
UA21120150000079563,Керецьківська,2015,5753.213,5022.617,5022.617
UA21120150000079563,Керецьківська,2016,1192.157,1192.157,1093.7220183486238
UA21120150000079563,Керецьківська,2018,1350,0,0
UA21120150000079563,Керецьківська,2019,1214.829,1214.829,754.5521739130434
UA21120190000082169,Міжгірська,2015,2177.382,2083.002,2083.002
UA21120190000082169,Міжгірська,2016,555,555,509.17431192660547
UA21120190000082169,Міжгірська,2017,3414.538,3413.047,2752.4572580645163
UA21120190000082169,Міжгірська,2018,2500,2498.95,1644.0460526315787
UA21120190000082169,Міжгірська,2020,15110.368,8019.726,4802.2311377245505
UA21120190000082169,Міжгірська,2021,7090.642,7090.642,3599.3106598984773
UA21120210000094884,Пилипецька,2017,900,899.756,725.6096774193549
UA21120230000041982,Синевирська,2016,7200,7200,6605.504587155963
UA21120250000077532,Хустська,2015,49252.683,40996.863,40996.863
UA21120250000077532,Хустська,2016,19200,19200,17614.678899082566
UA21120250000077532,Хустська,2017,26261.272,25584.131,20632.363709677422
UA21120250000077532,Хустська,2018,73497.794,65208.121999999996,42900.08026315789
UA21120250000077532,Хустська,2019,56062.976,56028.35,34800.217391304344
UA21120250000077532,Хустська,2020,3079.904,3079.902,1844.2526946107785
UA21120250000077532,Хустська,2021,10550,10550,5355.329949238579
UA23020010000034566,Андрівська,2016,6446.165,3366.73312,3088.7459816513756
UA23020010000034566,Андрівська,2017,1483.4,1080.624,871.4709677419355
UA23020050000046501,Бердянська,2016,5185.085,1885.3269,1729.6577064220182
UA23020050000046501,Бердянська,2017,13410.157,8916.682,7190.872580645162
UA23020050000046501,Бердянська,2018,6208.415,5046.203,3319.870394736842
UA23020050000046501,Бердянська,2019,31759.256,29757.247000000003,18482.762111801243
UA23020050000046501,Бердянська,2020,5770.558,5391.148,3228.2323353293414
UA23020050000046501,Бердянська,2021,43609.91,43594.188,22129.029441624367
UA23020150000063371,Чернігівська,2017,100,0,0
UA23020150000063371,Чернігівська,2018,1593.905,611.486,402.2934210526316
UA23020150000063371,Чернігівська,2019,1486.748,1346.544,836.3627329192547
UA23040030000061166,Василівська,2017,2843.644,2843.644,2293.2612903225804
UA23040030000061166,Василівська,2020,25679.068,25448.506,15238.626347305391
UA23040030000061166,Василівська,2021,30471.644,30471.644,15467.83959390863
UA23040090000031823,Дніпрорудненська,2019,12476.066,10261.02,6373.304347826087
UA23040090000031823,Дніпрорудненська,2020,1555.46,1555.46,931.4131736526947
UA23040190000047410,Роздольська,2015,288.963,285.59049,285.59049
UA23040210000019462,Степногірська,2017,1349.28,1300.474,1048.7693548387097
UA23060030000037089,Вільнянська,2015,56683.196,22584.3778,22584.3778
UA23060030000037089,Вільнянська,2016,21597.298,20605.76692,18904.373321100913
UA23060030000037089,Вільнянська,2021,23372.604,23305.384,11830.144162436547
UA23060070000082704,Запорізька,2015,35227.546,22140.02562,22140.02562
UA23060070000082704,Запорізька,2016,78296.81,44231.87162,40579.69873394495
UA23060070000082704,Запорізька,2017,109289.364,56054.742,45205.43709677419
UA23060070000082704,Запорізька,2018,233145.014,172665.148,113595.49210526315
UA23060070000082704,Запорізька,2019,230999.704,113141.296,70274.09689440993
UA23060070000082704,Запорізька,2020,158013.162,141500.264,84730.69700598803
UA23060070000082704,Запорізька,2021,85255.288,76105.694,38632.33197969543
UA23060090000082326,Комишуваська,2020,15453.041,15404.466,9224.231137724551
UA23060090000082326,Комишуваська,2021,1715.213,1481.978,752.2730964467006
UA23060110000049870,Кушугумська,2015,22834.466,22783.18739,22783.18739
UA23060110000049870,Кушугумська,2017,5011.513,4022.705,3244.1169354838707
UA23060110000049870,Кушугумська,2018,31293.019,17511.135000000002,11520.48355263158
UA23060110000049870,Кушугумська,2019,18437.277000000002,13431.217,8342.370807453415
UA23060110000049870,Кушугумська,2020,6997.979,2668.127,1597.6808383233533
UA23060110000049870,Кушугумська,2021,3558.394,2711.985,1376.6421319796955
UA23060130000058533,Матвіївська,2015,202.162,202.162,202.162
UA23060190000080843,Новомиколаївська,2019,4466.274,4451.567,2764.948447204969
UA23060330000027462,Широківська,2016,14877.003,3793.06846,3479.879321100917
UA23060330000027462,Широківська,2017,11665.860999999999,5330.76,4299
UA23060330000027462,Широківська,2018,6288.155000000001,4066.258,2675.169736842105
UA23080010000036379,Веселівська,2017,1091.502,1091.502,880.2435483870968
UA23080010000036379,Веселівська,2018,8425.094,3153.124,2074.423684210526
UA23080010000036379,Веселівська,2019,8524.114,2769.948,1720.4645962732918
UA23080010000036379,Веселівська,2020,5685.796,4747.967,2843.094011976048
UA23080070000068953,Мелітопольська,2015,12166.766,0,0
UA23080070000068953,Мелітопольська,2016,26373.16,21594.699,19811.650458715594
UA23080070000068953,Мелітопольська,2017,27669.766,21963.63,17712.604838709678
UA23080070000068953,Мелітопольська,2018,46789.168,45740.331999999995,30092.32368421052
UA23080070000068953,Мелітопольська,2019,48534.742,48276.256,29985.252173913042
UA23080070000068953,Мелітопольська,2020,41606.214,41606.214,24913.900598802396
UA23080070000068953,Мелітопольська,2021,43105.25,43105.25,21880.837563451776
UA23080110000020314,Новенська,2017,3520.861,3253.042,2623.4209677419353
UA23080110000020314,Новенська,2018,118.782,118.782,78.14605263157894
UA23080170000033256,Новоуспенівська,2019,7049.86,7006.578,4351.911801242236
UA23080190000065134,Олександрівська,2015,3099.724,2145.24116,2145.24116
UA23080190000065134,Олександрівська,2016,4770,257.902,236.60733944954126
UA23080190000065134,Олександрівська,2017,5198.94,2335.12,1883.1612903225805
UA23080190000065134,Олександрівська,2018,3080.288,1277.817,840.6690789473685
UA23080230000097340,Приазовська,2020,6220.163,6159.626,3688.3988023952097
UA23080250000043914,Семенівська,2021,14495.591,14495.591,7358.168020304569
UA23080290000096336,Чкаловська,2016,4060.728,0,0
UA23080290000096336,Чкаловська,2017,2827.103,2827.103,2279.9217741935486
UA23080290000096336,Чкаловська,2018,461.956,0,0
UA23080310000097001,Якимівська,2015,8527.941,4158.67939,4158.67939
UA23080310000097001,Якимівська,2019,20779.796,14484.354,8996.493167701863
UA23100050000041545,Воскресенська,2015,6375.698,2860.28794,2860.28794
UA23100150000023366,Молочанська,2015,301.657,259.37,259.37
UA23100170000031289,Оріхівська,2017,195.414,195.414,157.59193548387097
UA23100190000020018,Пологівська,2015,325.121,325.121,325.121
UA23100190000020018,Пологівська,2017,7628.084000000001,7524.196,6067.9
UA23100210000086911,Преображенська,2019,9093.663,4821.42,2994.670807453416
UA23100210000086911,Преображенська,2020,6376.548,6210.324,3718.756886227545
UA23100230000021603,Розівська,2021,11748.113,11725.208,5951.882233502539
UA23100270000073418,Токмацька,2015,3175.842,0,0
UA26020010000096556,Білоберізька,2015,1971,1968.26,1968.26
UA26020010000096556,Білоберізька,2019,8600.59,8600.59,5341.981366459627
UA26020030000088465,Верховинська,2015,2180,1257.549,1257.549
UA26020030000088465,Верховинська,2016,4592.058,4470,4100.91743119266
UA26020030000088465,Верховинська,2017,2098.346,2097.7650000000003,1691.7459677419358
UA26020030000088465,Верховинська,2019,7656.289,6751.722,4193.616149068323
UA26020030000088465,Верховинська,2020,12370.088,11852.001,7097.006586826347
UA26020030000088465,Верховинська,2021,18127,6676.094,3388.8802030456854
UA26040010000011271,Більшівцівська,2016,500,500,458.7155963302752
UA26040030000091528,Богородчанська,2015,1408.9,1408.9,1408.9
UA26040030000091528,Богородчанська,2019,3000,2257.717,1402.3086956521738
UA26040030000091528,Богородчанська,2020,3750,3750,2245.508982035928
UA26040050000080752,Букачівська,2017,1174.2,1172.202,945.3241935483871
UA26040090000025932,Галицька,2016,1000,999.35795,916.8421559633026
UA26040090000025932,Галицька,2017,3263.5,3261.338,2630.1112903225808
UA26040090000025932,Галицька,2018,700,700,460.5263157894737
UA26040090000025932,Галицька,2019,18425.19,18001.12,11180.819875776397
UA26040090000025932,Галицька,2020,10026.86,9966.66,5968.059880239521
UA26040090000025932,Галицька,2021,10000,10000,5076.1421319796955
UA26040130000010870,Дубовецька,2017,481.1,479.237,386.48145161290324
UA26040150000053322,Єзупільська,2017,317.387,317.387,255.95725806451614
UA26040150000053322,Єзупільська,2018,666,665.824,438.04210526315785
UA26040190000081578,Івано-Франківська,2015,23765.54,23670.775,23670.775
UA26040190000081578,Івано-Франківська,2017,26000,26000,20967.74193548387
UA26040190000081578,Івано-Франківська,2018,79000,0,0
UA26040190000081578,Івано-Франківська,2019,113600,113576.672,70544.51677018634
UA26040190000081578,Івано-Франківська,2020,32824.796,31754.371,19014.593413173654
UA26040190000081578,Івано-Франківська,2021,34258.881,34254.423,17388.03197969543
UA26040210000094444,Лисецька,2016,1000,1000,917.4311926605504
UA26040210000094444,Лисецька,2017,535.492,535.492,431.84838709677416
UA26040230000035526,Обертинська,2015,1108,1106.876,1106.876
UA26040230000035526,Обертинська,2019,4000,3980.925,2472.6242236024846
UA26040250000061081,Олешанська,2016,500,500,458.7155963302752
UA26040250000061081,Олешанська,2017,500,500,403.2258064516129
UA26040250000061081,Олешанська,2018,777,776.637,510.94539473684205
UA26040250000061081,Олешанська,2019,2000,2000,1242.2360248447205
UA26040270000047749,Рогатинська,2015,806.2,805.85,805.85
UA26040270000047749,Рогатинська,2016,7773.348,6461.32878,5927.824568807338
UA26040270000047749,Рогатинська,2017,7325.57,7325.238,5907.45
UA26040270000047749,Рогатинська,2019,9610.73,8232.514,5113.362732919254
UA26040290000025886,Солотвинська,2017,1700,1700,1370.967741935484
UA26040290000025886,Солотвинська,2019,14070.486,13267.511,8240.6900621118
UA26040290000025886,Солотвинська,2020,10568.324,10552.59,6318.916167664671
UA26040310000066064,Старобогородчанська,2016,1326,1323,1213.761467889908
UA26040330000019235,Тисменицька,2019,14000,13603.691,8449.49751552795
UA26040330000019235,Тисменицька,2020,9452.189999999999,8802.696,5271.075449101797
UA26040330000019235,Тисменицька,2021,32372.792,32365.642,16429.259898477158
UA26040350000024417,Тлумацька,2016,8000,8000,7339.4495412844035
UA26040350000024417,Тлумацька,2017,1702.521,1702.521,1373.0008064516128
UA26040350000024417,Тлумацька,2018,497,497,326.9736842105263
UA26040350000024417,Тлумацька,2019,10000,7149.841,4440.8950310559
UA26040350000024417,Тлумацька,2020,5680,5679.97,3401.179640718563
UA26040390000023006,Ямницька,2019,1000,1000,621.1180124223603
UA26060010000037638,Болехівська,2019,12500,5681.138,3528.6571428571424
UA26060010000037638,Болехівська,2020,22540,22478.214,13460.008383233533
UA26060030000011364,Брошнів-Осадська,2015,486,486,486
UA26060030000011364,Брошнів-Осадська,2017,1600,1588.828,1281.3129032258064
UA26060030000011364,Брошнів-Осадська,2018,965,959.853,631.4822368421052
UA26060030000011364,Брошнів-Осадська,2019,46780.236,43952.445,27299.655279503102
UA26060030000011364,Брошнів-Осадська,2020,27443,27261.637000000002,16324.333532934133
UA26060070000011203,Вигодська,2017,250,228.894,184.59193548387097
UA26060070000011203,Вигодська,2019,4502.291,4495.626,2792.3142857142857
UA26060070000011203,Вигодська,2020,8000,7993.023,4786.241317365269
UA26060070000011203,Вигодська,2021,13176.913,13171.858,6686.222335025381
UA26060090000054411,Витвицька,2018,1037,1037,682.2368421052631
UA26060110000025739,Войнилівська,2017,599.722,599.722,483.64677419354837
UA26060130000047466,Долинська,2015,9935.296,9826.399000000001,9826.399000000001
UA26060130000047466,Долинська,2016,800,712.748,653.897247706422
UA26060130000047466,Долинська,2017,1900,1900,1532.258064516129
UA26060130000047466,Долинська,2018,4000,3856.854,2537.403947368421
UA26060170000091466,Калуська,2015,5526.4,5521.128,5521.128
UA26060170000091466,Калуська,2019,5000,5000,3105.590062111801
UA26060170000091466,Калуська,2020,10000,9949.31,5957.670658682635
UA26060190000099075,Новицька,2019,4194.635,3759.919,2335.353416149068
UA26060190000099075,Новицька,2020,5000,4999.37,2993.634730538922
UA26060190000099075,Новицька,2021,21681.766,21677.338,11003.724873096447
UA26060210000091421,Перегінська,2017,900,900,725.8064516129032
UA26060210000091421,Перегінська,2018,1000,917.911,603.8888157894736
UA26060210000091421,Перегінська,2019,2000,2000,1242.2360248447205
UA26060230000053464,Рожнятівська,2016,1346.543,1346.19043,1235.0370917431192
UA26060230000053464,Рожнятівська,2017,9300,9297.746,7498.182258064516
UA26060230000053464,Рожнятівська,2018,800,787.517,518.1032894736842
UA26060250000064599,Спаська,2016,2700,2700,2477.064220183486
UA26080030000014307,Городенківська,2015,900,900,900
UA26080030000014307,Городенківська,2016,2000,1982.07528,1818.4176880733944
UA26080030000014307,Городенківська,2017,6060,6045.286,4875.23064516129
UA26080030000014307,Городенківська,2018,5324,5324,3502.6315789473683
UA26080030000014307,Городенківська,2019,11335,11280.296,7006.3950310559
UA26080030000014307,Городенківська,2020,19513.452,19359.356,11592.42874251497
UA26080070000092582,Коломийська,2016,4000,4000,3669.7247706422017
UA26080070000092582,Коломийська,2017,59645.484,31623.17,25502.5564516129
UA26080070000092582,Коломийська,2019,4000,4000,2484.472049689441
UA26080070000092582,Коломийська,2020,4335.401,4276.423,2560.7323353293414
UA26080070000092582,Коломийська,2021,33422.448000000004,33393.270000000004,16950.898477157363
UA26080090000095729,Коршівська,2018,539,532.013,350.008552631579
UA26080110000076323,Матеївецька,2017,500,500,403.2258064516129
UA26080110000076323,Матеївецька,2018,1300,1299.956,855.2342105263157
UA26080110000076323,Матеївецька,2019,1500,1500,931.6770186335403
UA26080110000076323,Матеївецька,2020,5240.141,5229.895,3131.673652694611
UA26080130000058024,Нижньовербізька,2018,1301,1301,855.921052631579
UA26080130000058024,Нижньовербізька,2019,3000,2998.555,1862.4565217391303
UA26080150000032640,Отинійська,2015,2268.9,2268.9,2268.9
UA26080150000032640,Отинійська,2019,3200,3200,1987.5776397515526
UA26080170000041182,Печеніжинська,2020,5327.215,5327.215,3189.9491017964074
UA26080230000035462,Снятинська,2016,3069,3041.8669,2790.703577981651
UA26080230000035462,Снятинська,2017,2000,1999.732,1612.6870967741936
UA26080230000035462,Снятинська,2019,5562,5562,3454.6583850931675
UA26100010000076570,Косівська,2016,6146.884,6146.884,5639.343119266055
UA26100010000076570,Косівська,2017,2400,2400,1935.483870967742
UA26100010000076570,Косівська,2018,6000,6000,3947.3684210526317
UA26100010000076570,Косівська,2019,13544.278,13542.589,8411.545962732918
UA26100010000076570,Косівська,2020,6000,5996.26,3590.5748502994015
UA26100010000076570,Косівська,2021,22096.377,22096.377,11216.435025380712
UA26100030000012148,Космацька,2017,1000,1000,806.4516129032259
UA26100030000012148,Космацька,2019,6000,5992.806,3722.2397515527946
UA26100070000078132,Рожнівська,2019,1900,1900,1180.1242236024843
UA26100090000038366,Яблунівська,2019,4346.27,4346.27,2699.5465838509317
UA26100090000038366,Яблунівська,2020,6500,6500,3892.2155688622756
UA26100090000038366,Яблунівська,2021,6182.279,6182.279,3138.2126903553303
UA26120030000018265,Делятинська,2019,9700,8157.693,5066.890062111801
UA26120030000018265,Делятинська,2020,16632.258,13537.908,8106.531736526946
UA26120030000018265,Делятинська,2021,21248.259,21042.287,10681.363959390863
UA26120070000067596,Надвірнянська,2015,10185.4,10185.4,10185.4
UA26120070000067596,Надвірнянська,2020,6000,0,0
UA26120090000072057,Пасічнянська,2015,2204.4,2204.4,2204.4
UA26120110000086381,Переріслянська,2020,9623,9377.813,5615.4568862275455
UA26120150000021671,Яремчанська,2015,9000,8997.138,8997.138
UA26120150000021671,Яремчанська,2017,3204.324,2972.804,2397.4225806451614
UA26120150000021671,Яремчанська,2018,8000,7997.378,5261.432894736842
UA26120150000021671,Яремчанська,2019,10000,9960.59,6186.701863354037
UA26120150000021671,Яремчанська,2020,40587.348,39253.516,23505.099401197607
UA32020010000093088,Білоцерківська,2015,37630.67999999999,36038.66482,36038.66482
UA32020010000093088,Білоцерківська,2016,10345.166,10320.39012,9468.24781651376
UA32020010000093088,Білоцерківська,2017,7292.19,5864.424,4729.374193548387
UA32020010000093088,Білоцерківська,2019,17842.818,17805.066,11059.047204968943
UA32020010000093088,Білоцерківська,2021,14933.4,14911.286,7569.180710659899
UA32020030000029575,Володарська,2015,2083.833,1966.72,1966.72
UA32020050000062595,Гребінківська,2020,15438.95,14855.539,8895.532335329342
UA32020130000010013,Рокитнянська,2016,3110.8779999999997,3093.37014,2837.9542568807337
UA32020150000040878,Сквирська,2015,16744.37,15332.707400000001,15332.707400000001
UA32020150000040878,Сквирська,2016,2680.18,2615.492,2399.5339449541284
UA32020170000020698,Ставищенська,2017,4234.888,3920.1980000000003,3161.4500000000003
UA32020190000084133,Таращанська,2016,1890,1890,1733.9449541284403
UA32020210000064694,Тетіївська,2015,237.428,213.273,213.273
UA32020210000064694,Тетіївська,2017,5678.738,2808.59,2264.991935483871
UA32020210000064694,Тетіївська,2018,3400.542,0,0
UA32020210000064694,Тетіївська,2019,0,0,0
UA32020210000064694,Тетіївська,2020,7392.506,7383.126,4421.033532934132
UA32020250000099079,Фурсівська,2016,4666.266,4662.49067,4277.514376146789
UA32020250000099079,Фурсівська,2017,11190.47,7247.988,5845.151612903226
UA32020250000099079,Фурсівська,2018,5140.846,5089.678,3348.4723684210526
UA32040030000083910,Вороньківська,2021,10000,9910.996,5030.962436548223
UA32040050000077950,Гірська,2021,11938.894,11938.894,6060.3522842639595
UA32040130000049927,Пристолична,2015,1017.139,949.40414,949.40414
UA32040130000049927,Пристолична,2016,7000,6907.42944,6337.091229357798
UA32040130000049927,Пристолична,2017,6647.262,2003.152,1615.4451612903226
UA32040130000049927,Пристолична,2018,7517.777,7431.973,4889.455921052631
UA32040130000049927,Пристолична,2020,12007.241,11196.442,6704.45628742515
UA32060010000086043,Баришівська,2017,6616.729,5948.15,4796.895161290322
UA32060010000086043,Баришівська,2021,8267.52,8267.52,4196.710659898477
UA32060050000030591,Броварська,2015,22679.888,22059.0454,22059.0454
UA32060050000030591,Броварська,2016,22017.714,22006.03162,20189.019834862385
UA32060090000096236,Зазимська,2015,871.836,767.80891,767.80891
UA32060110000050416,Згурівська,2020,11209.26,7758.008,4645.51377245509
UA32060110000050416,Згурівська,2021,14125.671,9626.406,4886.500507614213
UA32060150000031409,Калитянська,2016,1077.399,993.76418,911.7102568807339
UA32080030000070006,Бородянська,2017,2451.572,2228.319,1797.0314516129033
UA32080070000050759,Бучанська,2016,30000,29988.2436,27512.15009174312
UA32080070000050759,Бучанська,2017,15949.9,6435.956,5190.287096774194
UA32080070000050759,Бучанська,2018,65288.47,52166.682,34320.18552631579
UA32080070000050759,Бучанська,2019,118114.07,97771.712,60727.771428571425
UA32080070000050759,Бучанська,2020,22215.611999999997,22155.671,13266.868862275449
UA32080070000050759,Бучанська,2021,18199.885,18199.884,9238.519796954313
UA32080090000011038,Вишнева,2015,51408.252,47825.122,47825.122
UA32080090000011038,Вишнева,2016,20637.48,20372.124499999998,18690.022477064216
UA32080090000011038,Вишнева,2017,35304.932,33272.99,26833.0564516129
UA32080090000011038,Вишнева,2018,22175.686,16636.352,10944.96842105263
UA32080090000011038,Вишнева,2019,72264.166,58684.418,36449.949068322974
UA32080090000011038,Вишнева,2021,49713.567,49576.555,25165.763959390864
UA32080150000035443,Ірпінська,2016,16000,15996.624,14675.801834862385
UA32080150000035443,Ірпінська,2017,10458.484,10433.656,8414.23870967742
UA32080150000035443,Ірпінська,2018,1541.994,391.124,257.3184210526316
UA32080150000035443,Ірпінська,2020,9000,8975.338,5374.453892215569
UA32080150000035443,Ірпінська,2021,14392.431,14390.764,7304.956345177665
UA32080190000081428,Макарівська,2020,7329.112,6028.302,3609.7616766467067
UA32080210000074136,Немішаївська,2018,65265.001,47820.019,31460.538815789474
UA32080210000074136,Немішаївська,2019,64041.518,12289.938,7633.501863354037
UA32080210000074136,Немішаївська,2020,5309.378,5308.826,3178.9377245508986
UA32100010000094393,Вишгородська,2015,19952.753,13736.203,13736.203
UA32100010000094393,Вишгородська,2017,26326.566,17982.868,14502.312903225806
UA32100010000094393,Вишгородська,2018,14764.152,14745.294,9700.851315789474
UA32100010000094393,Вишгородська,2019,17342.612,17226.582,10699.740372670805
UA32100010000094393,Вишгородська,2020,27503.906,4578.56,2741.652694610779
UA32100030000066252,Димерська,2018,12292.858,7780.088,5118.47894736842
UA32100030000066252,Димерська,2019,17918.681,14282.706,8871.245962732919
UA32100070000076283,Петрівська,2020,22672.075,22672.075,13576.092814371259
UA32100110000030685,Поліська,2017,5679.639,5657.937,4562.852419354838
UA32100130000093505,Славутицька,2016,14949.884,14927.23536,13694.71133944954
UA32100130000093505,Славутицька,2017,11642.128,11255.398,9076.933870967741
UA32100130000093505,Славутицька,2021,32817.324,32811.186,16655.424365482235
UA32120050000067577,Кагарлицька,2015,1698.028,1604.16638,1604.16638
UA32120050000067577,Кагарлицька,2016,2579.248,2531.4763,2322.455321100917
UA32120070000050717,Козинська,2021,10000,10000,5076.1421319796955
UA32120090000034281,Миронівська,2015,2769.437,2217.5557,2217.5557
UA32120090000034281,Миронівська,2018,25197.898,19185.59,12622.098684210527
