"hromada_code","hromada_name","raion_code","raion_name","oblast_code","oblast_name","type","hromada_full_name","oblast_center","hromada_center_code","hromada_center","lat_center","lon_center","travel_time","n_settlements","square","distance_to_russia_belarus","distance_to_russia","distance_to_eu","mountain_hromada","near_seas","bordering_hromadas","hromadas_30km_from_border","hromadas_30km_russia_belarus","buffer_nat_15km","buffer_int_15km","occipied_before_2022","total_popultaion_2022","urban_popultaion_2022.x","urban_pct","budget_code","budget_name","oblast_name_en","region_en","region_code_en","income_total_2021","income_transfert_2021","income_military_2021","income_pdfo_2021","income_unified_tax_2021","income_property_tax_2021","income_excise_duty_2021","income_own_2021","own_income_prop_2021","transfert_prop_2021","military_tax_prop_2021","pdfo_prop_2021","unified_tax_prop_2021","property_tax_prop_2021","excise_duty_prop_2021","own_income_change","own_prop_change","total_income_change","income_own_2022","income_total_2022","income_transfert_2022","own_income_no_mil_change_YoY_jan_feb","own_income_no_mil_change_YoY_jun_aug","own_income_no_mil_change_YoY_mar_may","own_income_no_mil_change_YoY_adapt","dfrr_executed","turnout_2020","sex_head","age_head","education_head","incumbent","rda","not_from_here","party","enterpreuner","unemployed","priv_work","polit_work","communal_work","ngo_work","party_national_winner","no_party","male","high_educ","sum_osbb_2020","edem_total","edem_petitions","edem_consultations","edem_participatory_budget","edem_open_hromada","youth_councils","youth_centers","business_support_centers","creation_date","creation_year","time_before_24th","voluntary","war_zone_27_04_2022","war_zone_20_06_2022","war_zone_23_08_2022","war_zone_10_10_2022","passangers_2021","total_declarations","female_declarations","male_declarations","female_pct_declarations","male_pct_declarations","urban_declarations","rural_declarations","urban_pct_declarations","rural_pct_declarations","youth_declarations","youth_pct_declarations","working_age_total_declarations","working_age_pct_declarations","urban_popultaion_2022.y","declarations_pct","urban_declarations_pct","train_station"
"UA48040150000011861","Мостівська","UA48040000000011780","Вознесенський","UA48000000000039575","Миколаївська","сільська","Мостівська сільська громада",0,"UA48040150010020941","Мостове",47.418625,30.996822,116.3,18,428.2,222.97824668841,222.97824668841,224.538607574224,NA,NA,NA,NA,NA,1,NA,0,4367,0,0,1.4515e+10,"Бюджет Мостівської сільської територіальної громади","Mykolayiv","South","S",22635.32924,13435.23764,0,4115.76208,848.73876,3768.23873,26.80478,9200.0916,2.13,2.87,0,0.94,0.2,0.87,0,2.26,0.39,0.42,7884.6814,18742.3294,10857.648,17.8285504497125,-33.5542622185261,-33.1666369816023,-0.387625236923839,3012.405,0.358718024110556,"female",59,"higher",1,0,0,"Самовисування",0,0,0,1,0,0,0,1,0,1,NA,0,0,0,0,0,1,0,0,"2016-10-02",2016,1970.91666666667,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"UA48040170000057262","Новомар’ївська","UA48040000000011780","Вознесенський","UA48000000000039575","Миколаївська","сільська","Новомар’ївська сільська громада",0,"UA48040170010030990","Новомар’ївка",48.0064483,31.4995082,165.3,26,422.4,254.569220569461,254.569220569461,280.053777748902,NA,NA,NA,NA,NA,NA,1,0,4863,0,0,1.4539e+10,"Бюджет Новомар'ївської сільської територіальної громади","Mykolayiv","South","S",25333.90654,12206.05422,0,5815.16126,3283.67193,3687.65959,54.58161,13127.85232,2.62,2.38,0,1.19,0.64,0.73,0,0.53,0.19,0.04,10165.15561,20623.79395,10458.63834,43.9264702770063,-8.25033217287076,-23.008742772787,14.7584105999163,NA,0.435216894977169,"female",51,"higher",1,0,0,"Самовисування",1,0,0,0,0,0,0,1,0,1,NA,0,0,0,0,0,0,0,0,"2019-04-21",2019,1039.91666666667,1,0,0,0,0,232288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"UA48040190000026236","Олександрівська","UA48040000000011780","Вознесенський","UA48000000000039575","Миколаївська","селищна","Олександрівська селищна громада",0,"UA48040190010081999","Олександрівка",47.6895064,31.2785396,120.7,8,288.2,236.341975924335,236.341975924335,252.49952347637,NA,NA,NA,NA,NA,1,NA,0,8897,5040,0.566483084185681,1.4503e+10,"Бюджет Олександрівської селищної територіальної громади","Mykolayiv","South","S",33072.1875,20059.732,0,6918.6249,2067.25639,2680.39716,326.81144,13012.4555,2,3,0,1.05,0.32,0.41,0.05,-0.47,-0.11,-0.48,12038.2227,30006.02613,17967.80343,103.198366973358,-23.7824880291636,-1.91936073578761,-21.863127293376,451.322,0.37464826477288,"male",52,"higher",1,0,0,"Самовисування",0,0,0,1,0,0,0,1,1,1,9,0,0,0,0,0,0,0,0,"2016-10-02",2016,1970.91666666667,1,0,0,0,0,354,6569,3584,2985,0.55,0.45,4911,1658,0.75,0.25,2095,0.32,4666,0.71,5040,0.738338765876138,0.974404761904762,1
"UA48040210000049987","Прибужанівська","UA48040000000011780","Вознесенський","UA48000000000039575","Миколаївська","сільська","Прибужанівська сільська громада",0,"UA48040210010090845","Прибужани",47.529674,31.3240378,107.5,20,365.9,219.250510679716,219.250510679716,251.19398804309,NA,NA,NA,NA,NA,1,NA,0,7551,0,0,1.4517e+10,"Бюджет Прибужанівської сільської територіальної громади","Mykolayiv","South","S",30241.31001,16825.63589,1458.66313,6768.01015,1413.50176,1935.619,64.4348,13415.67412,2.27,2.73,0.26,1.15,0.26,0.36,0,0.84,0.3,0.27,14374.77779,29921.79162,15547.01383,-18.4663811110942,-41.2516363630709,-51.1271014169247,9.87546505385382,NA,0.365622202327663,"male",53,"higher",1,0,0,"Самовисування",0,0,0,0,0,0,0,1,1,1,21,0,0,0,0,0,1,0,0,"2016-10-02",2016,1970.91666666667,1,0,1,1,1,NA,5457,3021,2436,0.55,0.45,0,5457,0,1,1852,0.34,3721,0.68,0,0.722685736988478,NA,0
"UA48040230000012964","Прибузька","UA48040000000011780","Вознесенський","UA48000000000039575","Миколаївська","сільська","Прибузька сільська громада",0,"UA48040230010083896","Прибужжя",47.6717628,31.2352206,131,13,299.3,236.242283077931,236.242283077931,248.821907626663,NA,NA,NA,NA,NA,1,1,0,4931,0,0,1.4523e+10,"Бюджет Прибузької сільської територіальної громади","Mykolayiv","South","S",16652.78807,9322.78864,0,4092.43053,920.11741,2033.36823,36.332,7329.99943,2.28,2.72,0,1.25,0.3,0.64,0,-0.02,0.11,-0.18,6354.98207,16291.86207,9936.88,27.7478955151467,-33.9656991421764,-6.0529170927897,-27.9127820493867,NA,0.381459361204882,"female",41,"higher",0,0,0,"Самовисування",0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,"2017-10-15",2017,1592.91666666667,1,0,0,0,0,6870000,2838,1501,1337,0.53,0.47,0,2838,0,1,944,0.33,1906,0.67,0,0.575542486311093,NA,1
"UA48040250000044166","Южноукраїнська","UA48040000000011780","Вознесенський","UA48000000000039575","Миколаївська","міська","Южноукраїнська міська громада",0,"UA48040250010045068","Южноукраїнськ",47.824269,31.1786814,138.6,5,158.7,253.063381962993,253.063381962993,250.314718814304,NA,NA,NA,NA,NA,1,1,0,41625,40714,0.978114114114114,1.4557e+10,"Бюджет Южноукраїнської міської територіальної громади","Mykolayiv","South","S",281289.46697,40744.01644,6405.24834,199344.16454,9659.10415,18594.81316,6746.44948,240545.45053,4.29,0.71,0.11,3.54,0.17,0.33,0.11,0.00999999999999996,0.0499999999999999,-0.03,277487.23316,316881.65922,39394.42606,19.2595429125004,14.8160859546292,2.79182026547002,12.0242656891592,577.4,0.306921728971963,"male",60,"higher",0,0,0,"Слуга народу",0,0,0,1,0,0,1,0,1,1,68,0,0,0,0,0,0,0,0,"2020-08-16",2020,556.916666666667,0,0,0,0,0,23068,36483,19790,16693,0.54,0.46,36483,0,1,0,10444,0.29,27614,0.76,40714,0.876468468468468,0.896079972491035,1
"UA48060010000061913","Березанська","UA48060000000094390","Миколаївський","UA48000000000039575","Миколаївська","селищна","Березанська селищна громада",0,"UA48060010010062952","Березанка",46.8544054,31.3874915,56.6,35,896.5,155.836609831843,155.836609831843,213.809066723882,NA,1,NA,NA,NA,NA,1,0,13492,4000,0.296471983397569,1.4522e+10,"Бюджет Березанської селищної територіальної громади","Mykolayiv","South","S",57693.36203,29111.89786,543.83237,13474.62791,3502.23232,7938.09127,1516.92926,28581.46417,2.51,2.49,0.05,1.17,0.31,0.69,0.16,-0.05,0.11,-0.14,22382.95541,46697.58041,24314.625,-53.3350907115091,-44.3904776755663,-23.7335379020239,-20.6569397735424,NA,0.339681935053804,"male",48,"higher",1,0,0,"Слуга народу",0,0,0,1,0,0,1,0,1,1,4,0,0,0,0,0,0,0,0,"2017-10-15",2017,1592.91666666667,1,0,0,0,0,NA,10665,5780,4885,0.54,0.46,9531,1134,0.89,0.11,3191,0.3,7898,0.74,4000,0.790468425733768,2.38275,0
"UA48060030000055210","Веснянська","UA48060000000094390","Миколаївський","UA48000000000039575","Миколаївська","сільська","Веснянська сільська громада",0,"UA48060030010040372","Весняне",46.9796589,31.8829166,14.9,17,352.7,145.230646058853,145.230646058853,249.809616406822,NA,1,NA,NA,NA,1,1,0,8584,0,0,1.4508e+10,"Бюджет Веснянської сільської територіальної громади","Mykolayiv","South","S",41491.69014,18334.27248,138.24626,12279.85939,1992.19822,4278.10013,4039.98561,23157.41766,2.87,2.13,0.01,1.51,0.25,0.55,0.51,-0.14,0.11,-0.2,13578.14649,28869.6772,15291.53071,32.8163711461287,-50.7276707467296,-43.786354171107,-6.94131657562257,NA,0.400872323552736,"male",45,"higher",1,0,0,"Самовисування",0,0,1,0,0,0,0,1,1,1,6,0,0,0,0,0,0,0,1,"2016-10-09",2016,1963.91666666667,1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"UA48060050000074873","Воскресенська","UA48060000000094390","Миколаївський","UA48000000000039575","Миколаївська","селищна","Воскресенська селищна громада",0,"UA48060050010077771","Воскресенське",47.0171096,32.1465767,19.5,9,329.9,140.804567206803,140.804567206803,266.127426038329,NA,NA,NA,NA,NA,1,1,0,14792,4659,0.314967550027042,1.4505e+10,"Бюджет Воскресенської селищної територіальної громади","Mykolayiv","South","S",44550.15245,29868.739,113.56816,7390.99495,2784.5601,2452.25152,929.29712,14681.41345,1.7,3.3,0,0.86,0.35,0.3,0.1,0.12,0.09,-0.12,9075.22693,40222.14493,31146.918,29.8113337962749,-37.4316493428982,-42.991588804372,5.5599394614738,5406.66,0.25956514410922,"male",35,"higher",1,0,0,"Самовисування",0,0,0,1,0,0,0,1,1,1,NA,0,0,0,0,0,0,0,0,"2016-10-09",2016,1963.91666666667,1,0,1,1,1,NA,13950,7561,6389,0.54,0.46,3894,10056,0.28,0.72,4533,0.32,10065,0.72,4659,0.943077339102217,0.835801674179008,0
"UA48060070000087404","Галицинівська","UA48060000000094390","Миколаївський","UA48000000000039575","Миколаївська","сільська","Галицинівська сільська громада",0,"UA48060070010025327","Галицинове",46.8060632,31.9802864,33.7,6,311.1,124.755360819835,124.755360819835,240.114677384358,NA,1,NA,NA,NA,1,1,0,7385,0,0,1.4512e+10,"Бюджет Галицинівської сільської територіальної громади","Mykolayiv","South","S",73257.15035,15642.24927,1769.72391,46027.73895,1537.41085,6365.89873,181.03718,57614.90108,3.95,1.05,0.12,3.16,0.12,0.45,0,2.54,-0.0199999999999999,-0.31,48303.54422,63061.62,14758.07578,64.2775700726356,-32.6216935076893,12.2424435112866,-44.8641370189759,NA,0.380506366164203,"male",61,"higher",1,0,0,"Самовисування",0,0,0,1,0,0,0,1,1,1,NA,0,0,0,0,0,0,0,0,"2016-10-09",2016,1963.91666666667,1,0,1,1,1,NA,7399,3903,3496,0.53,0.47,0,7399,0,1,1991,0.27,5701,0.77,0,1.00189573459716,NA,0
"UA48060090000097375","Коблівська","UA48060000000094390","Миколаївський","UA48000000000039575","Миколаївська","сільська","Коблівська сільська громада",0,"UA48060090010065073","Коблеве",46.6612599,31.2085145,74.3,12,428.4,145.68489011787,145.68489011787,188.692462218854,NA,1,NA,NA,NA,NA,1,0,7670,0,0,1.4513e+10,"Бюджет Коблівської сільської територіальної громади","Mykolayiv","South","S",66477.05374,17201.43064,186.50531,12806.40065,2302.43021,18132.22795,4440.81418,49275.6231,3.65,1.35,0,0.97,0.17,1.35,0.38,-0.0599999999999999,0.0700000000000001,-0.15,21266.70975,36701.45218,15434.74243,46.9899564490609,-63.8045363467227,-54.9037263117007,-8.90081003502201,14494.861,0.474660633484163,"male",62,"higher",1,0,0,"Слуга народу",0,0,0,1,0,0,1,0,1,1,9,0,0,0,0,0,0,0,2,"2016-10-09",2016,1963.91666666667,1,0,0,0,0,NA,5949,3173,2776,0.53,0.47,0,5949,0,1,1754,0.29,4559,0.77,0,0.775619295958279,NA,0
"UA48060110000055792","Костянтинівська","UA48060000000094390","Миколаївський","UA48000000000039575","Миколаївська","сільська","Костянтинівська сільська громада",0,"UA48060110010034967","Костянтинівка",47.095007,31.9184045,26.3,11,446.4,155.474364456966,155.474364456966,260.787407138637,NA,NA,NA,NA,NA,1,1,0,9522,0,0,1.4547e+10,"Бюджет Костянтинівської сільської територіальної громади","Mykolayiv","South","S",36996.75632,18623.48163,820.21463,7780.94316,2167.13327,4508.12524,3500.15699,18373.27469,2.56,2.44,0.11,1.06,0.32,0.64,0.48,0.54,0.0900000000000001,-0.08,17890.48766,37052.71532,19162.22766,65.8531150038256,-44.9533606420018,-39.5103623587456,-5.4429982832562,105342.373,0.414837905236908,"male",63,"non-higher",1,0,0,"Самовисування",0,0,0,1,0,0,0,1,1,0,NA,0,0,0,0,0,0,0,0,"2020-08-16",2020,556.916666666667,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"UA48060130000035572","Куцурубська","UA48060000000094390","Миколаївський","UA48000000000039575","Миколаївська","сільська","Куцурубська сільська громада",0,"UA48060130010023784","Куцуруб",46.6529086,31.6211184,71.3,12,533.9,127.433682988962,127.433682988962,209.453832893676,NA,1,NA,NA,NA,NA,NA,0,7458,0,0,1.4501e+10,"Бюджет Куцурубської сільської територіальної громади","Mykolayiv","South","S",28095.4933,14780.29176,0,7740.48941,1469.66416,2953.89009,64.5511,13315.20154,2.42,2.58,0,1.41,0.27,0.53,0,-0.22,0.0399999999999999,-0.27,8197.05014,23527.27051,15330.22037,46.846523142224,-50.1652281305544,-29.4696297355244,-20.69559839503,NA,0.344575968866548,"female",52,"higher",1,0,0,"Самовисування",0,0,0,1,0,0,0,1,0,1,NA,0,0,0,0,0,0,0,0,"2015-08-16",2015,2383.91666666667,1,0,1,1,1,NA,5346,2893,2453,0.54,0.46,0,5346,0,1,1684,0.32,3909,0.73,0,0.716814159292035,NA,0
"UA48060150000071713","Миколаївська","UA48060000000094390","Миколаївський","UA48000000000039575","Миколаївська","міська","Миколаївська міська громада",1,"UA48060150010035747","Миколаїв",46.9758615,31.9939666,0,1,248.7,141.049168249297,141.049168249297,255.219280147592,NA,NA,NA,NA,NA,1,1,0,470011,470011,1,1.4549e+10,"Бюджет Миколаївської міської територіальної громади","Mykolayiv","South","S",1912701.5983,404575.02389,141182.28298,984809.37941,182612.26265,186646.38607,96824.05481,1508126.57441,3.98,1.02,0.38,2.58,0.49,0.5,0.26,0.28,0.0900000000000001,0.2,1863552.67909,2258422.06177,394869.38268,22.5219950698449,-25.7095245730331,-34.8066344998811,9.09710992684801,349169.22702,0.282864291250627,"male",40,"higher",1,0,0,"Пропозиція",0,0,0,1,0,0,0,0,1,1,711,1,0,0,1,0,1,1,17,"2020-08-16",2020,556.916666666667,0,0,1,1,1,NA,406036,227969,178067,0.56,0.44,406036,0,1,0,124947,0.31,295143,0.73,470011,0.863886164366366,0.863886164366366,0
"UA48060170000025778","Мішково-Погорілівська","UA48060000000094390","Миколаївський","UA48000000000039575","Миколаївська","сільська","Мішково-Погорілівська сільська громада",0,"UA48060170010081392","Мішково-Погорілове",46.9981588,32.1172962,19.4,7,172.5,139.620207719347,139.620207719347,263.084734199072,NA,NA,NA,NA,NA,1,1,0,7063,0,0,1.4542e+10,"Бюджет Мішково-Погорілівської сільської територіальної громади","Mykolayiv","South","S",37001.6423,13971.78892,0,14071.71933,1505.57345,2010.76559,4692.42422,23029.85338,3.16,1.84,0,1.95,0.21,0.29,0.6,0.62,0.14,0.03,17994.87871,31571.11751,13576.2388,44.6339341609864,-15.5070818724109,-21.0484384314913,5.54135655908046,7011.319,0.274172615184945,"male",47,"non-higher",1,0,0,"Самовисування",0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,"2019-10-13",2019,864.916666666667,1,0,1,1,1,924,4038,2214,1824,0.55,0.45,0,4038,0,1,1499,0.37,2774,0.69,0,0.571711737222144,NA,1
"UA48060190000070297","Нечаянська","UA48060000000094390","Миколаївський","UA48000000000039575","Миколаївська","сільська","Нечаянська сільська громада",0,"UA48060190010079208","Нечаяне",46.9428387,31.5534457,38.6,13,253.5,155.39277045133,155.39277045133,229.528427540706,NA,1,NA,NA,NA,NA,1,0,4176,0,0,1.4516e+10,"Бюджет Нечаянської сільської територіальної громади","Mykolayiv","South","S",18757.76858,12055.228,0,2970.00648,803.02366,977.76442,1759.11962,6702.54058,1.86,3.14,0,0.8,0.22,0.27,0.5,0.58,0.11,0.07,4148.98831,14314.17377,10165.18546,13.8442581780939,-59.0165501664624,-25.1748845252963,-33.841665641166,NA,0.41326382855488,"male",42,"higher",1,0,0,"Самовисування",0,0,0,1,0,0,0,1,1,1,NA,0,0,0,0,0,0,0,0,"2016-10-09",2016,1963.91666666667,1,0,0,1,1,NA,2830,1570,1260,0.55,0.45,0,2830,0,1,844,0.3,2083,0.74,0,0.677681992337165,NA,0
"UA48060210000081533","Новоодеська","UA48060000000094390","Миколаївський","UA48000000000039575","Миколаївська","міська","Новоодеська міська громада",0,"UA48060210010099689","Нова Одеса",47.310996,31.7739735,47.6,16,617.5,181.85133439756,181.85133439756,271.525423904987,NA,NA,NA,NA,NA,1,NA,0,17209,11510,0.668836074147249,1.455e+10,"Бюджет Новоодеської міської територіальної громади","Mykolayiv","South","S",67920.48931,33139.59547,714.44563,18803.68587,4745.43769,4176.15734,3385.24744,34780.89384,2.62,2.38,0.05,1.4,0.37,0.33,0.25,0.0699999999999999,0.17,-0.14,26374.57173,53985.07753,27610.5058,12.3278108181003,-35.9514660642952,-36.4795144735639,0.528048409268756,NA,0.322372443780148,"male",47,"higher",1,0,0,"Пропозиція",0,0,0,1,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,"2020-08-16",2020,556.916666666667,0,0,0,0,0,NA,16275,9005,7270,0.55,0.45,14366,1909,0.88,0.12,5141,0.32,11670,0.72,11510,0.945726073566157,1.24813205907906,0
"UA48060230000098265","Ольшанська","UA48060000000094390","Миколаївський","UA48000000000039575","Миколаївська","селищна","Ольшанська селищна громада",0,"UA48060230010054298","Ольшанське",47.18486,31.793865,47.1,13,247.1,168.582595603184,168.582595603184,261.749981998117,NA,NA,NA,NA,NA,1,NA,0,8942,3582,0.40058152538582,1.4507e+10,"Бюджет Ольшанської селищної територіальної громади","Mykolayiv","South","S",30224.77086,13097.57191,0,9884.42918,1354.31409,4969.37239,147.55754,17127.19895,2.91,2.09,0,1.66,0.23,0.85,0.03,0.03,0.11,-0.2,13738.46136,27833.96742,14095.50606,13.4810507925391,-29.0225483332258,-23.437656923225,-5.58489141000075,3124.036,0.340057636887608,"female",32,"higher",0,0,0,"Слуга народу",0,0,0,1,0,0,1,0,0,1,25,0,0,0,0,0,0,0,0,"2016-10-09",2016,1963.91666666667,1,0,0,0,0,NA,5747,3186,2561,0.55,0.45,3860,1887,0.67,0.33,1817,0.32,3914,0.68,3582,0.642697383135764,1.07761027359017,0
"UA48060250000061313","Очаківська","UA48060000000094390","Миколаївський","UA48000000000039575","Миколаївська","міська","Очаківська міська громада",0,"UA48060250010045389","Очаків",46.6145957,31.5452994,69.3,4,295,126.77882534453,126.77882534453,202.520222298978,NA,1,NA,NA,NA,NA,NA,0,14346,13663,0.952390910358288,1.4551e+10,"Бюджет Очаківської міської територіальної громади","Mykolayiv","South","S",64823.87221,19100.48392,21161.68035,33841.68255,2561.44562,5152.19575,2392.93933,45723.38829,3.58,1.42,1.65,2.65,0.2,0.4,0.18,1.56,0.19,1.22,123096.2333,137185.16868,14088.93538,17.424842576894,-30.0835653853477,-29.1980448494884,-0.885520535859307,31957.494,0.312254862723125,"male",58,"higher",1,0,0,"Слуга народу",0,0,0,1,0,0,1,0,1,1,103,0,0,0,0,0,0,0,0,"2020-08-16",2020,556.916666666667,0,0,1,1,1,NA,13535,7386,6149,0.55,0.45,13535,0,1,0,4191,0.31,9744,0.72,13663,0.943468562665551,0.990631632877113,0
"UA48060270000044708","Первомайська","UA48060000000094390","Миколаївський","UA48000000000039575","Миколаївська","селищна","Первомайська селищна громада",0,"UA48060270010054876","Первомайське",47.039509,32.439911,61.5,11,377,127.401430265911,127.401430265911,282.844515886817,NA,NA,NA,NA,NA,1,1,0,9225,2638,0.285962059620596,1.4553e+10,"Бюджет Первомайської селищної територіальної громади","Mykolayiv","South","S",36405.40399,21712.14866,0,6797.60703,1594.99458,5714.82996,214.41674,14693.25533,2,3,0,0.9,0.22,0.8,0.04,3.29,0.24,0.09,6713.29146,25084.00021,18370.70875,16.8626227519691,-59.8838326826547,-62.4102863937401,2.52645371108542,4464.063,0.352075524087186,"male",65,"higher",0,0,1,"Самовисування",0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,"2020-08-16",2020,556.916666666667,0,0,1,1,1,NA,6515,3577,2938,0.55,0.45,4819,1696,0.74,0.26,2037,0.31,4525,0.69,2638,0.706233062330623,1.8267626990144,0
"UA48060290000080246","Радсадівська","UA48060000000094390","Миколаївський","UA48000000000039575","Миколаївська","сільська","Радсадівська сільська громада",0,"UA48060290010094929","Радісний Сад",46.8991228,31.9863616,29.8,6,168.3,133.648869788379,133.648869788379,248.259470034454,NA,1,NA,NA,NA,1,1,0,4060,0,0,1.4527e+10,"Бюджет Радсадівської сільської територіальної громади","Mykolayiv","South","S",15667.60024,7906.58966,312.5787,4680.84557,1099.09167,1049.37887,40.33259,7761.01058,2.57,2.43,0.11,1.52,0.37,0.36,0,0.71,0.27,0.23,8270.40261,16617.63149,8347.22888,32.4498809587001,-29.4698550296566,-10.6656319071103,-18.8042231225463,NA,0.371240105540897,"male",45,"higher",1,0,0,"Самовисування",0,0,0,1,0,0,0,1,1,1,NA,0,0,0,0,0,0,0,0,"2017-10-15",2017,1592.91666666667,1,0,1,1,1,NA,2522,1402,1120,0.56,0.44,0,2522,0,1,684,0.27,1819,0.72,0,0.621182266009852,NA,0
"UA48060310000084930","Степівська","UA48060000000094390","Миколаївський","UA48000000000039575","Миколаївська","сільська","Степівська сільська громада",0,"UA48060310010080095","Степове",47.1898851,31.5182939,47.4,16,787,179.421852922422,179.421852922422,249.020204140211,NA,NA,NA,NA,NA,1,1,0,8756,0,0,1.4556e+10,"Бюджет Степівської сільської територіальної громади","Mykolayiv","South","S",41042.27547,18377.10795,2820.7574,11244.18364,2135.10218,8713.53206,415.47767,22665.16752,2.84,2.16,0.35,1.39,0.28,1.11,0.05,0.78,0.24,0.27,19952.28521,37235.98321,17283.698,22.5761065859176,-53.900323161464,-56.1331046505557,2.23278148909166,1320.54,0.42608574610245,"male",56,"non-higher",0,0,1,"Самовисування",0,0,0,1,0,0,0,1,1,0,NA,0,0,0,0,0,0,0,0,"2020-08-16",2020,556.916666666667,0,0,0,0,0,NA,5772,3096,2676,0.54,0.46,0,5772,0,1,1979,0.34,4181,0.72,0,0.659205116491549,NA,0
"UA48060330000083035","Сухоєланецька","UA48060000000094390","Миколаївський","UA48000000000039575","Миколаївська","сільська","Сухоєланецька сільська громада",0,"UA48060330010077761","Сухий Єланець",47.3684734,31.9874081,58.7,15,368.7,177.437977124522,177.437977124522,286.740343006928,NA,NA,NA,NA,NA,1,NA,0,4743,0,0,1.4541e+10,"Бюджет Сухоєланецької сільської територіальної громади","Mykolayiv","South","S",16885.50803,9770.028,0,2975.8251,1042.42453,2487.80709,8.18199,7115.48003,2.04,2.96,0,0.87,0.32,0.63,0,0.64,0.13,-0.1,4221.38129,13985.73129,9764.35,-4.47531356208174,-51.3440110743867,-24.6966470696868,-26.6473640046999,985.919,0.507591545102709,"male",53,"higher",0,0,0,"Самовисування",0,0,0,0,0,1,0,1,1,1,NA,0,0,0,0,0,0,0,0,"2019-04-21",2019,1039.91666666667,1,0,1,1,1,NA,3561,1921,1640,0.54,0.46,0,3561,0,1,1101,0.31,2619,0.74,0,0.75079063883618,NA,0
"UA48060350000011218","Чорноморська","UA48060000000094390","Миколаївський","UA48000000000039575","Миколаївська","сільська","Чорноморська сільська громада",0,"UA48060350010026429","Чорноморка",46.649658,31.506041,75.5,13,339.9,131.667490153423,131.667490153423,203.735530219869,NA,1,NA,NA,NA,NA,1,0,5214,0,0,1.4518e+10,"Бюджет Чорноморської сільської територіальної громади","Mykolayiv","South","S",24955.90936,12191.41972,553.38551,4323.10297,1435.69839,5173.21107,49.17139,12764.48964,2.44,2.56,0.12,0.82,0.28,0.99,0,6.95,0.47,3.35,32980.92963,44142.30994,11161.38031,14.8511517083749,-64.2173041058312,-10.757853397361,-53.4594507084702,NA,0.427289896128423,"male",43,"higher",1,0,0,"Слуга народу",0,0,0,1,0,0,1,0,1,1,NA,0,0,0,0,0,0,0,0,"2016-07-30",2016,2034.91666666667,1,0,0,0,0,NA,3555,1901,1654,0.53,0.47,0,3555,0,1,1105,0.31,2631,0.74,0,0.681818181818182,NA,0
"UA48060370000016130","Шевченківська","UA48060000000094390","Миколаївський","UA48000000000039575","Миколаївська","сільська","Шевченківська сільська громада",0,"UA48060370010072079","Шевченкове",46.862518,32.191662,34.1,21,515.8,123.516864544718,123.516864544718,255.598018776714,NA,NA,NA,NA,NA,1,1,0,14184,0,0,1.4519e+10,"Бюджет Шевченківської сільської територіальної громади","Mykolayiv","South","S",66120.4666,29653.9162,984.31856,23580.40563,2706.28885,5093.13865,3320.258,36466.5504,2.84,2.16,0.09,1.78,0.22,0.41,0.27,-0.25,0.09,-0.18,20431.62564,46785.55852,26353.93288,10.9454505656316,-60.1793594899581,-38.0615461440978,-22.1178133458603,11135.957,0.309265944645006,"male",36,"higher",0,0,0,"Слуга народу",0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,"2016-10-09",2016,1963.91666666667,1,1,1,1,1,NA,8354,4590,3764,0.55,0.45,0,8354,0,1,2642,0.32,6135,0.73,0,0.588973491257755,NA,0
"UA48080010000048763","Арбузинська","UA48080000000082320","Первомайський","UA48000000000039575","Миколаївська","селищна","Арбузинська селищна громада",0,"UA48080010010059552","Арбузинка",47.9076,31.31516,154.8,13,429.3,255.521090348661,255.521090348661,263.176152894654,NA,NA,NA,NA,NA,1,1,0,10046,5954,0.592673700975513,1.4528e+10,"Бюджет Арбузинської селищної територіальної громади","Mykolayiv","South","S",38246.06786,19722.32345,575.03935,9948.6709,3928.19592,3017.97872,495.81437,18523.74441,2.49,2.51,0.09,1.3,0.55,0.39,0.06,-0.02,0.1,-0.21,17780.60209,36010.12335,18229.52126,8.2074830849046,-21.6421329324498,-19.6455484953387,-1.99658443711115,34604.897,0.387557492132656,"male",42,"higher",1,0,0,"Самовисування",0,0,0,1,0,0,0,1,1,1,NA,0,0,0,0,0,1,0,2,"2017-10-15",2017,1592.91666666667,1,0,0,0,0,535,9663,5158,4505,0.53,0.47,7616,2047,0.79,0.21,3202,0.33,6832,0.71,5954,0.961875373282899,1.2791400738999,1
